citation_id,citation_topic
8646f3b41aa5685734eaf6078cbe74f2fc57b83a>1d7c24eceea55241122d305a19e547cb087a56b4_0,PESI/CTPA/NT-proBNP risk stratification and Qanadli score comparison in PE
1a050d76be093d3b1d806e5a0404df65c80d7ccd>02ca99dd69f11a27819b53df1df49f584d8f64f6_0,validated survey scales for measuring IS integration success
48749d143073cd872c8e3044a10802e9a6eeb785>9b350ac25ee5e39d69b4f913781ebb27b47a0f80_0,E. coli O157:H7 disease occurrence without stx Shiga toxin genes
da09c4972371d0e8ecdea40331ba4884b9372c1c>69a68c9fe6d752dfed8d56f33f54315524326e78_0,myostatin source (muscle vs tumor) in cancer cachexia
77cc5c7417526334a60494acd658dcbf377cae1d>ced7e3c1f9c912dca5751664c86a7587b58b0854_9,sigmoidal Hill kinetics of cytochrome P450-mediated AFB1/AFQ1 formation
e80a97c259534151198244a7017ac3ba750a315b>d3b27ab59de7ccbf1ec788f6407bb0fa129af141_0,kDNA vs Sat-DNA PCR analytical sensitivity for T. cruzi detection
9b6d433ab5104713ee41fbeb24b4d0f2b82fe587>9515894ed25dbdf24e8187e166a6e9bcb7cce1c1_1,lack of benefit from antioxidant supplementation in prior studies
b66eb0bfa520726f50d86a62388c086c7046a6cd>d8431c25f60a51517a29162ed70df2de35ee156f_1,aerenchyma-mediated CH4/N2O transport from rewetted peatland energy crops
0ea7f8215dfebbc69d9a75cb81267de33cb54888>f3e494c85d9311a0d2beac600849df1db4a455b7_0,meta-analysis and cohort study on colonic stenting as bridge to surgery
849c3f1c3b687ccca747a4f5c4eeb72fce490ddb>7cf269c7a1086fec53f4ace95010a6b6e4106616_7,genes associated with fruit cracking and pericarp development
1a72fdab102542c8770b41416dcd06ad79a19800>0ef2e0816ba36123505ee2c5eba6113092f25723_2,IRE1-ASK1-JNK pathway regulation of BIM/BCl-2 apoptosis
4f0227be41dcdbe8dbd958a325d67f0080cfdd08>64eddb272293e69701a1b1614cf515d455bae30b_0,caspase-3 as apoptosis executioner linked to tumor development
4dbf74f619196267e14adca03542a14da199cbfa>8b8e2cef660688942bbca72fde58c7a690296c91_0,stepwise DNA-block synthesis using immobilized oligos and restriction digestion
c9eb6d338032128baef61e471255ef96fc4f3d7a>None_0,soy protein food intake in weaning hamsters
63bca65605feacc6f7c2668fb085983613baae78>f2677b9f2fd74e43615f33d7f3e8c8e882efd95d_6,Ang-2 inhibition promoting blood reperfusion after ischaemia
c5c49f3d189e63ff31305cff7973fc1cb113a065>c60bd24a1c685c8211e339314ed7b3e7579bbec9_4,inclusion criteria for high-grade glioma resection study
049b42404789093f7f9250dc8d01f8506ead8084>8ef70d9f439ba4acdddb480b6b6a4f3165dae7d0_5,Cronobacter contamination prevalence in powdered infant formula
45701ff05d3ed583a658f18aa998944c1d4eee7a>f89d87e5f4d58e9bb7d576ec6ae34a84240b9c5e_4,correlation between positive and negative BOLD responses (ipsilateral inhibition)
37fca3729cff1f00bc9805d0e34d967dc41ddf46>91a1531532e1b1657a7701c8c7a0d4b89f0b8b7d_1,GATA4 regulation of cardiac hypertrophy-related genes
fb42dd12354e6964f9dafa61d491be22e14ba2cd>0ab1037b498a9c0fa5746d0330e8dcef5db71133_2,shear wave velocity behavior of silicate glasses at high pressure
755a9551bf54938b7f2910b66407854d56a89635>7c10f592a46a5f6148d304f96b999c56b3e9241c_4,mucociliary clearance rate measurement via radioactive bolus tracking
985e74ce268fbc30e0b86599e5e9ee391c39d5a6>25c287c5180650bbc40c0d485f0aacce9f33516e_11,renin inhibitor mechanism blocking angiotensinogen binding
551c30c8c3ffd11bb00ffef7d89fa3bec52a1102>f25f4beb189c66b5d0e805ab5a667765137f1787_2,pre-load-induced trunk muscle stiffness and spine stability
5997ebb2ded3b4519db864d65a04fba82266e034>e7b139d78c756155ac0937e8020d6004b60c6f9d_0,molecular weight/G-M ratio effect on sodium alginate antioxidant activity
45fde553db0f7b5a5fba10a15a5dfb385eace14c>8c84e2c3a32b2e19060f69986c66aa0112b8cdd9_8,implantable pump migration causing surgical device complication
6dca763fdf9bc5da9d443dc56f1e6c315525d4df>42b64b1f947eeab45892ba3187a20134c55ed9fe_1,scoring functions for ranking protein-docking decoys
45b1377b45f2fbf6bb266582d1c17c767d822cac>e9be1208676efc08a7eb18ed8375f9e6b21df259_0,prior findings on postural/muscle response consistency
49ff61ff4a6d2624d87fabac2baf69030899c023>bc8e88320dcdb4866f533fc8a8c3a3f45b5ac3f3_0,gestational age assessment methods for newborns
fc1675c2bc19201d392ced5b8f6bc08609788127>586ce8fd008f721acbff72985feee4d52e9f2e1a_0,CRP association with delirium across patient cohorts
82880441b0ed7c48d8ba2e3654a4788bd9f70762>5280a7fc4ba4643bf28ff2183ff53eca51d817dc_1,pharmacodynamic target (fT>MIC) selection for antibiotic dosing
785d26e6592278f48c9eb68eb1e3388788c76b32>35c27b0c0db73af7303c0a95efa90479afb04fed_0,cardiac arrhythmia manifestations of a clinical condition
24762a41868d2e5eb8b6b8653a0e1ae0dfc502a7>54dc35dc6742a8128b93b204d3357e6bcb60a588_2,blind source separation algorithms (ICA/PCA) for ECG signal processing
e05938bda4e242ce4bc85d3511eea30f6bc34fe1>27bbcd9ba682b81e48ed4e028fe4914b37931f0c_1,C-tactile afferent fibers responding to gentle skin stroking
cec58d31bf7b4242bbd4f084e0aaa16e63dede72>21df322e67d5ab8cad78875669c10a0826dde9c4_3,measuring specificness of semantic association entities
da96825a4745d7ec572ef0de2b0393b5762343a6>3c8a5983d9dc683ff42123a4d1099cebea483bcf_0,combined treatment strategies for adolescents
b4553a466286f70d755d7d6b18a591790385f286>5d14bf230d6f8ef6df6f27df573482b3a18d443c_0,impaired SAMe synthesis and transmethylation in NAFLD
bb222761e2716511d433dddd6174a241fe449d28>f5ab52a958ae9a0b00e3d0eba7cdbd70b68bc97e_6,monoclonal antibody epitope mapping on TSHR
780f3488fbde0acd2adbc9e1870c588c9558585e>da1f4cc1340e6c651875933b6db78ef56feb9eef_0,phylogenetic placement of Capsaspora relative to Choanoflagellata/Metazoa
33ce87f465e800c0fd5b078641a663a02fc1451e>7556064a9a5192a0df0160539f4ba5ee11b3c2f2_3,artificial coastal structures driving Aurelia jellyfish polyp habitat
37772a7ad99cad07569fdb4fce859a80da6c8edc>6700725c80710c90f40f002219d7e1dbbbec19d9_0,ConSurf evolutionary rate estimation using phylogenetic methods
1596994f7c0cc63dd33ecac9bae63cbcab4e31f0>a0003d3b8be9c44a96cf44599d5c473afd7f131c_3,geographic range of Harmonia axyridis in western China
abd89adee6f4b3083d523a0e6613c6b798a37402>632247d327521779511a8f8c60235c3ac04892c8_0,biotechnological applications of latex peptidases
b7648e086351df05eea1570dc1e43f39709e9b1b>fddaa6c6e415624f84ab46f12c836deaaf9c7c38_0,resistin gene locus association with obesity and type II diabetes
7a127168d23c4bf7ab4ad34afcf70dd90266e426>970c6cacc40e46aadec1dc0b4270b01f9d915359_1,constraint-handling ranking method for evolutionary optimization algorithms
48bff8eae05fb5369b0026742eaa79178e107fbb>bc6ad001c395e92920839e45dfd7e05ce69405d2_7,neural models for implicit discourse/relation modeling
837e203c03e8c7aca1d6a5eff16da685f83fa807>9c7168cb9caf4dbb9c9e4455f4b0bc8a5304fab1_16,kinetic modeling of multienzymatic systems with enzyme inhibitors
cc56eae2528bb87fe4adabf1a4487b8636e767b9>6d6bb93872a190de290f259e63587db4f17d539c_1,bacterial invasion of paramecia host macronucleus
5ddd341c20f323d736e9b3899ad20561c9bdbeea>8f2cfced117e54b3e1ba97b0e43f34e0ec747952_15,DNA sequencing protocol for fungal species identification
24fe18db8ad1c3b1d77a73b1fea0f9a471434bf7>57220e5e1106b295bab12105c79f6307ab220e0f_3,bacteriorhodopsin photocycle K-state kinetics and nomenclature
fd90f7b364d74607e63e60e5089250ca6c72e955>3ac0986e1732ca4b489b7117bef9218fc90e9630_0,Brix two-compartment pharmacokinetic model for imaging
6593411c1e22d57962e11612a2dfe304c47daaab>cd9aedbbd88198876a995abb689ed648bb029cc2_0,reliability of retrospective self-report data
6f68ccd37718366c40ae6aeedf0b935bf560b215>60ed4bdabf92b2fbd6162dbd8979888cccca55d7_10,replicating infant face perceptual-narrowing findings (Pascalis studies)
be4c628d70c84174a62a0d17be40e58092d86776>2f2e15226e734ce1bf5824872180dec4bf2faf54_0,bicarbonate threshold and blood pH regulation in CO2-tolerant fish
15411e32eeace8898c876ccf810d6859d8d5b6eb>95c000b5be4fb32b4ad529c0e661524e5c4c7298_0,pupillometry/ERP measures of cognitive load under threat
25a16f6fda8c4a6b685a3a99315cca3eb148eec2>c08d82e0e656dadaa0c26b1a21fe57fa60bb84d8_5,mass spectrometry method for isovalerylcarnitine quantification
f5d33a1046e699e32cbbb1dbd9f3e4f808f2ad7b>503e794da38f6240270c5eab8eef16ed79534a34_2,PDHC-mediated acetyl-CoA synthesis driving lipid/TAG accumulation
f5206cef831a3ed9b37456924fe7f1a75d679823>7eeb22340e8c799c2b4d186b211704fff9c6a6ea_0,fMRI statistical parametric mapping of occipital cortex activation
8e8e19bf6e9d7bcf921e91f369a140da2e86bfa3>None_0,comparing experimental methodology with a prior similar study
f6887b554f7b916f3428447783840baeef6b863a>d2bbc8195ace1f801cd60368a30c2d8ff28941d0_2,postulated role of GSTs in other fungal organisms
f190ed7f10dee967b4c1fcf952da9deb69a90b32>71e4ffa64a45e9f02c7d5d586febd46c104fcc7d_5,internal consistency (Cronbach's alpha) of a psychological scale
43b02723a14f38cf3060af20b7d6d576563380c8>55899ffa1ca17fd8ba86a6298a245723ddb22038_3,GITT gastric-emptying pharmacokinetic model limitations
c9d3b4ce6c4d3491c76779e637c45c1cc8e7d777>709048e98462ce317f8f9e34f47ef9d9409a5a33_1,reproductive/venom biology across viperid snake species
6f68ccd37718366c40ae6aeedf0b935bf560b215>60ed4bdabf92b2fbd6162dbd8979888cccca55d7_18,perceptual narrowing persistence with additional face exposure
77f4a2365ba1b6ffc8d13e049654b1359c29671a>841aba543847838da1e2310ed5339a546c5a2b2d_4,DC electric field effects on NAD(P)H and Ca2+ oscillations
75c5decee66bc93c545fea342580cc98946f32a8>5d4abfdd81d04996e14bc165d011bc47401741c9_0,amyloid-beta oligomers impairing AMPA receptor trafficking and LTP
694762ca910ab64450b5854391312f89f2deb7d8>a370dfc6a84c8cbdee465e609b50ed61a97d6aea_0,phylogeographic structure of marine species around Florida Peninsula
c69e3b5c27a1e05e59c6333e20c62750e536f2f8>50287b978d60343ba3dd5225dffc86eb392722c8_0,"machine learning classifiers (Naive Bayes, Decision Tree) for classification"
25483b36e6a3a1d4e2d14f7164d19bb4d108f3ef>047fec6c490d70abf548f8efed8e7317ab7bffce_0,alveolar macrophage isolation and iNOS/TNF-a/NF-kB measurement protocol
784d01a6e7287ef37176a92e821da2aa4862220a>c3da96fe04f7cee3beee9ae2ce93fecb25f878c3_2,one-tap NLMS algorithm for carrier phase estimation and recovery
04b8ba88f1c9ba86f1e29711b663813bafaa6f13>86bcc51bd1af1c6895e2da99d551ef7f1e1a9dae_0,magnetic resonance fingerprinting (MRF) sequence implementation
e163a2e89c136cb4442e34c72f7173a0ff46dc79>35756f711a97166df11202ebe46820a36704ae77_2,DCGAN architecture for stable GAN image training
27a87661842b0411b354d10823f82f4707f056f4>984344af43b460684730eb1ad65624e1c78946aa_1,TVA parameters and SART sustained-attention task performance
187f798ffccc8adc1346b372190dbc8e55305d65>070288eaa5341b947f47637b081889fde4f51af5_0,tissue collection protocol following infusion in pig study
917767e7e78b56764648d403f7fb5137f47c34af>08b0f8f0a6310467ca72b59cf67521fa689bc0f1_8,dot-probe attentional bias task reliability in anxiety-training study
cbe1906c0fc144ebab335fd5f500e992fad2ef23>f4a69c4c77a4edd25149a431c68db51f8102a2a4_0,pharmacology of nicotinic acetylcholine receptor subtype antagonist selectivity
1ec3f8306c419abe3fec0be68973947be34435b2>1149e7c8f5794cb46aa362136f4298d06c8ef826_0,comparison of results to prior adolescent health-awareness survey
89c0b00a1ffb281eaa3ba531d6481a68c6593750>44407a6ae3297c9b6c27d0b88c973e7cda34096d_1,chromosome banding techniques (heterochromatin/NOR staining)
24831c992a69623580b52c758b8e88f2a14158d7>a8c7cf48165e8d825bc650aa5fc13cd64908c866_4,ANOVA analysis of attentional bias by behavioral inhibition group
36b06cf13ac74f43150a72c171461bb109c48d1f>f27bd299f007fb2040b73d93ddc586ea6fb7d338_1,cortical/subcortical inputs to the pontine nuclei
55c6181ad66a1086badffb379502d7b062037bbb>3824a648507000b7f319b9bf2ec0b7d07bcdfee4_5,local feature descriptors in computer vision (SIFT-related work)
c83da6d4d4e583d9858a4fde37ee4dc41bbff3a2>118f27125c800af79a088700b6bdbb8adaf3823f_2,geographic distribution of coccolithophore species in the ocean
25a58b728ebeee5bc33d753bccb89617af1cd6d6>5b97f710fe7b89887740e292d1c5e2b9f1d65b1f_6,unsupervised word embedding alignment via optimal transport methods
cfc2a473a4535b5a56e3246bfcae9b944e1993b5>97766f29fdf7f21df5ed911aa2a22600acff1676_4,outcomes of surgical discectomy in adolescent disc herniation patients
6c25d11a1ef7130794efbceda6f1cb181851a072>1298d7e8dd0ee07d87a1aa2db31052eaf58c6055_1,non-technological innovation in sustainable farming value chains
cf68e5a90b8c2cee51ce8681d22cdd937b88739f>19d9d5e14d4d3f3e4ef66e00cdbc11ff6a93e9d5_8,Data Centric Storage mechanism for wireless sensor networks
9e4cf5753cdfbccc647add4413c96e66bb859241>1cd0d1039401c1dbb22ffa6b1177fb8561ecad7c_2,silicon-probe extracellular recording methodology in freely moving rats
e022722e6dd6656f9cd1d6662aecdd947ed3c994>9e2b8002db0fecc57f15aff4e82d6be0fdf8b2ae_0,embryonic CSF morphogens' role in neurogenesis
48d24a4c63f06b306636115311fa35061198ec83>3de03b9725894afb73d6d59a5e9f060ed4003dc7_1,tongue muscle co-activation in upper airway studies
7a9bf55cf151a07a0ca8237e765ba0d1412c73ee>e232a3393e6366652d41b8619b6ffd7b240194e3_10,sgl gene developmental expression pattern
9cb277dcfdbc188d57bc1bbb62dc192c25cda753>None_0,CO2 gas content in leaf aerenchyma of wetland plants
1d7834230b65c592dd497b2bb9003000c83dc2ff>e752107ed9886fbe8a9ef3d32ef5eb3a6ca82930_1,allometric scaling approach for pharmacokinetic parameters
842ca20c8ba4e831fb65574c7c0bbd02cbcb0fea>97d7041ca3378045c475cf1069ec3e74130f18e9_2,genetic risk score (GRS) calculation from summed SNPs
89191d39d6143c0cb31b0538a157db4852f02cca>8db70b7399d683c9a28d9bc9e797c917f2c8b8a2_0,vitamin D deficiency impairing insulin secretion
36f8c68025bab14418f8a03e893f9601ea08e97f>be5527c4dfaa99bcfbe065d17751b7cdc2717430_0,basal ATP release and P2Y receptor signaling in cystic fibrosis cells
ca4db71367690c6f6a34b62146b5c917ffadc441>b7134309fc923d0395edb6c6c7d6695c82f053fc_2,Bayesian variable selection for gene selection in genetic studies
731f4b9498ec9276c76f8bf1e3c32a50eb9394ab>a4cf4bb41fb0b6fa978fd1456e86308218c8e882_7,n-gram Markov models for goal/plan recognition from observations
abcc6724bc625f8f710a2d455e9ac0577d84eea9>c029baf196f33050ceea9ecbf90f054fd5654277_0,"information retrieval evaluation metrics (Precision@K, NDCG)"
21f9aaea4108bfcde2c446621be87bcab74290f3>df5a9aeb6ad2ebda81afc7e0377bcd770a3c19f9_1,GMM likelihoods and CART decision tree for sensor fusion
bcc70610a604fb69e72d985e38b5ab1ec764f5c8>0b480e6c36a2e239bca21a0dfd56b0d83337facd_0,EPA's effect on renal fibrosis and TGF-beta expression in diabetic mice
c1a85696bc2faf53a535afd601ae746287183666>2640c22781cc90ee4adfc3274d91bee624a13977_4,Indian Ocean Dipole influence on regional precipitation patterns
d388588cbc8aef4f1eba7b56f1571191370f6e75>7348e48de2ad238df345015c6b9c42830bee728b_9,livestock grazing on natural pastures as conservation-compatible land use
128db289e70375839c09493fdf95ec30fe429af3>16279b1f7ab3ae7ba11a6479915a88ba362b7f18_0,flow-mediated dilation (FMD) measurement protocol
cf43ab7995bb90d374fddcf917685ae5c757c13f>c0e9eaec2955cf840c040baae65c4a25f1f6f126_0,membrane trafficking pathways in cytokinesis furrow ingression
5de8cb43d00b045c3ca3cececc79e3b87b820c73>8d43013622cb37c4089ad8e664829d1fc1958fe2_0,behavioral divergence and stress reactivity in juvenile brown trout
45fde553db0f7b5a5fba10a15a5dfb385eace14c>8c84e2c3a32b2e19060f69986c66aa0112b8cdd9_0,opioid-pump-related meningitis case reports
60b5c83b8640aa807e925566022b2a18e8b897e8>7959b6fcd5da55a9cdf6e79a6740a1410d31bed4_13,excitatory/inhibitory response integral calculation in visual cortex cells
27d59eef9beaa2d5bb15657965e15ce27f561a9a>2e0ef584bea98200f204e85c29d90e515323a08a_0,proline accumulation as a plant anti-stress indicator
6e005bc09fd80796d113a71148ccdd875aecf85a>df44faed2dd709ca8a92e55a410b1166739268c9_0,resting-state fMRI brain network topography and attentional bias
33ce87f465e800c0fd5b078641a663a02fc1451e>7556064a9a5192a0df0160539f4ba5ee11b3c2f2_11,geographic distribution of Aurelia jellyfish polyps on artificial structures
c2ca96bda6c9e03366c2a0a816c0a7c3f995ad17>e28d1846f0181db3825145c8babf4de340c1542e_0,BDNF levels and neural plasticity role in childhood
ed60fe5cf0b2947f812a3d19d533d0f644b67b0d>5af4e6e8d6e7a25cb37a9d52e87a1f28b4464e04_8,narrative character focus-shift model (Maintain-2 position)
4d457bcfc59e707ed538696e4c00361e2a6b43a2>c04d7b982b8bf4976822da845a117ab3479e21d0_1,rod Pde6 subunit substitution rescuing cone/rod phototransduction
1f1d7ee4296f3b921cb55481f27e00a7d37d6c54>dd647d3f2ba04cb7c2671f37b4648b14c3248077_4,WHO data-analysis guidelines for psychiatric disorder assessment
dc6300ae8bab45308cffe3fc6e95d5934fe18605>ad51079ef121f29bc9e56ff33796c2f05fe1b140_1,"HDAC inhibitors (SAHA, MS-275, butyrate) inducing ROS production"
28624120151d3edaf2d21ed25c32345c19a4d62e>8ff93cfd37dced279134c9d642337a2085b31f59_1,BLEU metric for evaluating generated summaries
599de37e6628fd9e2f42eff08de73e85fc9e3e10>d55c95cedf9904a2776b682518c24b4d4d96bec7_6,age relationships between geological ribbon and fold structures
44a60f92dff13eef9b2c693ceed2706ae0ac7bec>e797ca1fd6cdb35d3ab4f709c1f45e7140df87d2_0,taurine depletion and GABA-A receptor effects on synaptic plasticity
3edfbd82cb41288a9f6081b7e523bc0067932700>23600edff3b249b55369754adb515a31a08288e0_0,veridical recall replication across SOA conditions
0b398e944ed8125d270e0646b3ed3773eec1bad9>19bf9b505a41819f996b47c42d425403f31394a1_0,EvaGreen-based PCR detection protocol
edbd47aa15ed585969880dd96a8a6df2b5c2fb28>5b5e805c6f3adb024c7f9f2872c3729447cb2954_0,HCV RNA quantification by LightCycler assay
4043fe4cb539b14beda7d035a4b3820c392bc458>15585d270e1d76bfa04014942c1f265d5982fc9e_11,viral movement protein colocalization with microtubule cytoskeleton
8234e3304b21fd300d37575b2a0c7eb5645a4ae7>54f0eb70e18caac1551e26e815e41af41f5d2ed5_0,magnetic receptor role in pigeon homing behavior
33faf9c0b0ea2292ec82800186ca82e54b087ecf>3c5f1e4b17a53cc4636cb9994b1c12fa0a409a47_6,breast cancer cell line source and culture protocol
9355e2b865d702b356450a63a1bb859677f74885>7c1304535f7491b75b4d6acb5054c4ddd8b06094_0,health utility scores in patients with prior fractures
32f1310220b1bd2374fe1e34d00e6cb3e7837666>2983ca17b177e0c482cc73bab494acd3fb41042e_0,comparative approach to mammalian scent/secretion composition
7b7a16cf415aead384e6168852af6e90bb5c21d1>342329f9ce28fb0d00c33f16eb4abd4d92c2f60c_0,miRNA sequence conservation and SNP effects on target sites
8c8a85cfb87618bddbd639110bb07c47b5f6c0a1>08ac591d417dc808c35e64106983034f9100ac4d_5,agent-link concept excluded from OISR domain modeling
4907848e3ffa09c1088f6934b32a46a29da5c8f7>225a6ba81b8106553ad2a127ed5cdf533b93bc51_0,field site observational data collection methodology
cee8a97aca806d747d5e72e144c39d6f19eefdf4>bda090a689b330cf8d46883cdeef14366822a054_0,extrathyroidal autoimmune conditions co-occurring with thyroid hemiagenesis
c8eb64462964f7fbeb6b0779a8f9df0e1963d3a8>0f724dd509740c3ccb40c8efc670ab42894f99b5_1,IFN-gamma induction of HLA class II expression on thyroid cells
382870e98b64a8112ef94f069ccf0795ba20a861>d7be6f2a9a49327a6a7891891b83a1ee8d641524_5,combined TCD and BAEP use for vertigo differential diagnosis
3d872ea6933ed80c437cd234b3cc5474a4daaf95>c2655ff465df4ec85dc4bf5a1608a6d82fe919fb_1,message delivery delay bounds in multi-copy routing schemes
e9bee5155f55d974d542402e6e16c0655140cb34>54213b23f9e209b72cb1bc29e46a91495c511fce_0,cardiovascular fitness and handgrip strength across age groups
b59f09d624dd7df32a77a27c12575f3ff284ddfb>6bcc99af6cd20f8fd450967724400fcff374d847_0,probabilistic/3D fuzzy logic controllers for modeling and control
c79f96fd63c55dcf18d735fed1fb3c88a3b41c2b>db425871ab8ac182d5f3609e7115b445ef1c9336_6,adenovirus-poly-L-lysine conjugate delivery method
357f5c0e567a13954b25de88d326707864421de1>f121cec18c235fde0669c8d6d3a806266acc1bba_1,PTB cytoplasmic abundance increase during enterovirus infection
ec895429daeec3e37d531a6dbbc0d9b83947d19b>e69c9d7bf9bb5f5c6e6fffb27630bbe831a7b833_14,absence of short-distance migration in anemonefish study population
d388588cbc8aef4f1eba7b56f1571191370f6e75>7348e48de2ad238df345015c6b9c42830bee728b_1,livestock farming's biodiversity impact in grasslands
1a2114515c8aee2fb46a56fbffba0f2285570d02>72716e49b923a84db430e100feb7f6cb975f3302_6,exact and heuristic algorithms for tree graph problems
e8044754e8dddbae7d3a1a6bebf2589855612b77>cd5e308ebbc0acf68c30be5d3ad11e1b2feef7e0_0,dentin-enamel bonding effectiveness and hybridization mechanism
c0292a674533143c73391fa3825c096b59cef74d>9a429b945b20522193b64c2231f771e9ad0c1d24_0,ray-triangle intersection algorithm for distance calculation
6f68ccd37718366c40ae6aeedf0b935bf560b215>60ed4bdabf92b2fbd6162dbd8979888cccca55d7_17,delayed perceptual narrowing of monkey-face discrimination with exposure
2a29802ff7443f41d9e5185e7ba58baae8c00ce5>6fb4f9761fdfdeef856fde906fc85c9d5fd16118_0,UCP1 expression changes with animal age/growth
b38a9735318cf86573a8c3bbdd58747527e6d3b1>f05330eb7b43478aca0790b843a4d6ffb3043a94_7,protocadherin-15 avian ortholog in hair-bundle links
f81ef2ee90d9620c42ceb83e328ffee43ef99db3>4bc20c55ce74eed00e16cafa85d5051cf58e51bf_1,zinc levels observed in Alzheimer's disease cortex
795baad3fef2d39557fb7bb794883f5888463df7>af63fdc3ee045f5987ccb8e7f55abe0747808b2e_0,liver-targeted miRNA gene therapy for other liver diseases
9b13c165bc7e15070e001341d0613a693034d038>54b1e49e30ec32bfb7cc5d1c88cec7f96a320b8e_1,Nyquist sampling criterion for sensor-array temperature mapping
20bc43ea033d4eb0d839008ec3f4b95a18e1900a>7521fb518eeac5390b00db03fd920a2731622255_13,"graph layout algorithms (spectral sequencing, decomposition trees)"
6ed0e052d39e7f66d6d45d005d6f4401dfd0bbc2>7aa6cb7dce4dc601ce5f6d657ed889a4a4b39879_1,behavioral/system attributes influencing restorative treatment decisions
88a87a17072d7670522bff791544ee8740edb705>13d3d20a17f9e837e4a5f768147b0708a3fe7579_5,NLP dataset preprocessing/transformation for reuse
6828a9cc19290ccd8cc99ccc678a042b00d92125>26cad9596f887db0e87c493d022d871c144e42bd_1,DNA extraction and measurement method
fbe56df7a6ce2100956578568cb6abfd0c928ae5>24eaeb60164d75b8e0fa315bb56e632b6a5f43cd_15,BSR/BHPR guidelines on TNF-alpha inhibitor threshold for RA
b0c911d03930dc94615f9e464fa6df3de8d95469>d17ab0a7f6eca8b07d9df8619f6c7bf8b6c96686_0,percentage of proliferating cells in human breast ADH/DCIS lesions
285c2db75caa99e1265fe40b7fa5d37817a63094>d13f674ba3e4bac42a2753d9804d929eefb27b9c_1,critique of regression analysis methodology linking OPP surrogates to glaucoma
551c30c8c3ffd11bb00ffef7d89fa3bec52a1102>f25f4beb189c66b5d0e805ab5a667765137f1787_8,muscular response to pre-loads for postural stability
40de2d5dfc9b814ba1a3d95b2fff522bdc6193db>6f3c44e93d617755e3083e5ce6728fb402c2b06c_0,familial risk of rheumatoid arthritis in indigenous populations
4678c626fa62e46b5d85da06af10ab139a802771>fd920e1229b99b9b441ca93219bd84b6acb3abbb_6,PRP2 transcript expression correlation with hypocotyl protein
550079470c3509c24d4d41516b8225d1ea3366a1>dc029e23eed2ea6220d8e1f75dac4f9a741a50e0_0,manual analysis methods for online medical consultation requests
a78bb3a53877e48ec6484408f119044f6330e45a>c21e7596636c496dab3ec9e73393bf49ef8c72e9_0,tobacco use risk for subsequent malignancies in cancer survivors
09f9a20bb0881f400ec765e2f84ee450a23237ef>efc454b1b51ebbb469c2607d00f3ac3043f9bf56_0,intermittent exercise adaptation measurement protocol
4c6d41b5241a2d80b993632d7e89acdb9fedef74>45ee8db9be57b97522566b1d1f6d2433cc464b72_5,incontinence severity association with quality-of-life instrument scores
b9667aca4641484429a940a9a7a277712f1defb8>3057b920c42427ace480022b4a96dabfdfc84d21_3,nurse-to-patient ratio as a nurse staffing measure
570f20213f21d1c3c71608d73ba46f8a925421f3>dbbda83849f2be46a60f90ce8b9abd2b18ed87f3_0,female education's effect on child-health decision-making autonomy
