citation_id,citation_topic
fdfb3c8a3f6f4541b731fb29be27d415813aa2e8>1827de6fa9c9c1b3d647a9d707042e89cf94abf0_0,learning rate annealing combined with embedding batch normalization
c14687575d73745afea49899565009f12ae62dfb>5e57b8879a83e91af5daef8737ccda0c9556fd7e_10,score matching under regularity conditions on densities
ce013020094f10438b30b60e988b9ec0821e3952>5dd5f7cfabe7836648571231ce9832ba633274a6_0,brucine transdermal delivery to reduce central toxicity
8fa395d7ac3dbba558d5b73dd53185cccea8bb28>f4d9d6e1e243f66a3009acafa8d7b0d13254f488_6,AbfR1 phosphorylation regulating its DNA-binding function
94df836e25cf54fb1bd0877fbd38110ac47560f3>2c9aeebaeb8b5ca98ef61ec257ec9e37ebf4e5c6_0,plant GO slim list for unigene functional annotation
f33d9846ce7b2f681dd0f80392267205556c4c1a>0d2f77f60b461307e797fdd593f207e0f5f89b95_0,inhibition task performance deficits in dementia vs Parkinson's patients
7db288d6a978930c4c480514ed7981e8bc11941c>2b77da9be256c954c8eb18a2d6ab6f5715950233_0,Omega Calculator and Mona constraint solvers for proof obligations
74159c9e5523f419f532af5f04a6371c26ec33d7>b1b08ccd3b49cd956f78773082ee4c16206b3488_0,relative density/frequency/dominance vegetation metrics
d0d4ed450c35138f692970635b1fbc3c21dcf22e>78547401a39f1fc034a4e87debd44bfeb318306a_0,valvular heart disease diagnostic guidelines
419484b541c864fc76b1479e32a5e442d40a762e>14843d0a562c1107a3dde23584c966662ad0218d_0,Flinders Handedness survey for handedness assessment
2305bf2f335c0e2afd42fa3a83856847ab1b9b94>0b5eecaa7abedf6b1cacf52ce712d6a00b0ec38f_2,PHQ-9 as a depression screening instrument
e5bbf862aef22df2ad36bfa4bce6666086b7c005>84dfe0b04fa5d040204168fd49aa05a02b466b76_1,ASCRS/SAGES survey adapted for laparoscopic colectomy course evaluation
15df16647fe08cfa55f6394466051a15de669bc0>6df06870159aba56e4a428513000e7bc4de96003_2,EEG spectral analysis zonal specificity in cortical regions
39aca52b748a1e8969413295fc736ea90fd930ea>b7c9b2632ffbcef4a35a6bf0c85686d9f11c1532_6,SCNT bovine transfection efficiency and donor cell variability
010e24d584def4077e56fc9831f935e9d0bc1121>b87dc0d3b3572ead969e5691c79f022125440fcd_0,TXNIP hypomethylation associated with type 2 diabetes traits
d8a0715ca3e004b4e92f4ebf02ef39c45106ec50>15d47a35e929ec108f47d8dcfd07b2de0c064b10_3,"enteric polymer coatings (HPMC, HPMCP, HPMCAS) for drug delivery"
8942cbb821798026c3ad31811153441bf094ff07>5c8214333a1dcc911a0dae567fae84f52f843197_0,RS versus GP obturation material retreatment efficiency comparison
15530d5312215d9bcb33213a3619509d95745fe9>7617cb8f989b5e4bcf995c8c3592799ef721cefb_1,life history traits and evolutionary significance of polyploidy
c339605f866c1a9e1ff8715611538ecff838098d>c5b4ccccaa7f59ea4b6089e7be19dc1ae395275a_1,dorsal pons ROI role in bodily state and emotion processing
6b3b8d4161d6d415329a2a7feff06f2494db7ef6>ada6e530d96553d702cbdcc0645e10d2f61dbfef_0,thinning algorithms pruning small branches in image skeletons
10eb32511984198b5f42d1dc18e6f88a4ebb0ce3>af07306f99ecbbf9689f03f089824f67a7b9a570_0,price recall accuracy consistent with prior knowledge
77cc5c7417526334a60494acd658dcbf377cae1d>ced7e3c1f9c912dca5751664c86a7587b58b0854_6,AFB1 metabolism kinetics via cytochrome P450 3A4/3A37
c327779d9a75262e3e8f49ed06298a8de4471ec3>aa88c0c4b6ca6ea20417ec99886655a52508fb44_0,ER quality control chaperones for nascent protein folding
bbbf6cc0472cd0810065fa653dae7878f19ba912>6b3e6f40ea9d8c8c46f5861c3f98bd974165acbc_1,cfr gene threat to oxazolidinone antimicrobial efficacy
d388588cbc8aef4f1eba7b56f1571191370f6e75>7348e48de2ad238df345015c6b9c42830bee728b_0,long-term farm management preserving indigenous vegetation
731f4b9498ec9276c76f8bf1e3c32a50eb9394ab>a4cf4bb41fb0b6fa978fd1456e86308218c8e882_1,goal recognition task definition from player behavior sequences
e9f05bfe64168341ef92877de83b6d054ab6bfc5>16ec74d99263859efd3ee5d2010d40ff16133847_1,TGF-beta1/activin A effect on E-cadherin expression in B16 cells
c7821498765590737020bc7c705e4aa5ced1431a>c5f41ec32b778d72ce7a44746087e295be14fbcb_0,RTN neuron injection site for CO2 chemosensitivity mapping
33ac67007f2d23789386afed338c0fbe0590cced>a56efe6b6090b0f2fcadc321ba5f20642cee4fe0_0,analgesic efficacy variability from drug metabolite plasma levels
3871e485133b56f8bf0d7178dff6c41d8e33d0de>d1340fb212a2370e3dde6e15e4129477d22b1b53_0,serological assay limited usefulness for enterococci identification
ab9fc155e7351e6b7b4c437420cc846b8ac12969>025834b65afb6cc6490f1dc4cc4b8ab1991ca7ad_0,ileal digestibility of dietary protein in pigs vs humans
1cf31e792500ce0376a4744d990ff0ff7dcad216>895aa5d630a32071e93261aee332c7c68dc7b65b_0,"KCDML compared against CDML, PCA-RBF, and baseline dimensionality methods"
305dd0933c5a6868c4706f0d88525d6deaef9c5b>6449dc643b155280d7a4bc4a51b81cf210be7bd8_6,PVSAT/PASAT interstimulus interval visual vs auditory attention tasks
d19ba445f7ec2238d1a8fffbb15bfeede08b2c79>68ca575288c860fe6454e9f1a3bbe42498bbf31f_0,Shimodaira-Hasegawa and AU tests for phylogenetic tree topology
cec9296bc76527cbb3e089683e2e73dcd219e672>3d7c99040f3c4c3610955feb10e26e6f5e7dad5e_0,SF-12 physical/mental component scores versus national survey norms
e19d8b65bd128a015117ffea9f9b9684e1184321>8c62e0571f2021ea41e14e36e5e79e8770e0ea09_0,diffuse large B-cell lymphoma type in adrenal gland
36cbdbcfa9953f0dc751fbb4c40e9107e9018e22>3e091e519efad2d1146bab4af4f04ad3bda6f437_5,Purkinje cell simple spike firing encoding movement variables
50760e016a4ed661207ae9ed559f8fde412a927d>8b7b5fd215bb18675843a3de788339ddda2981cd_0,DBL antigen coupling to microspheres for malaria binding assay
54e8c97c057e8894e2f60d11b734145838e9c0b4>21c52b0fd9292170640e4cb41cba4bac55dce3ed_1,computational complexity of ATL model checking
9f3bfac2e0aa1e7528621afd8379352a5cfe6a13>b3bbe023930b24d93a37149fe2d38c2a93e01f04_0,MPFC/PCC functional connectivity changes in temporal lobe epilepsy
fd2c7a60e4f76bd15caad3e6cdd049e6a28be285>47bbbc367418191066047b832f38ef86fd062d62_14,SARE/PR1 promoter-driven fluorescence in plant pathogen response
7b52815018e8b2f3c66c2547a792a2f30bbaf0b6>4f4a5fd044d519881eeffdc28a6badca25b41503_0,ontology relation information underused in semantic approaches
42a6cad390b6965d96d387c0c567f10a029dbd64>df4135126fb77f300920a2018b2548e255e4d696_0,invasive species threat and mechanisms of range expansion
0d6f2e74ff0ec38aca22696756344a22f3de9fab>fb65c3d96606caee532c86f9c1ceba576fb1f241_2,"MRSA/MSSA strain genotyping (SCCmec, agr types)"
7045c43210928f3f1a612bcf147a34ddd31f413c>26ed24362a7a1e4cbc3a97451f8f2eaeff0376c6_1,tendon/ligament cell phenotype near bone insertion sites
c4fc94732ac70a0a292129f5629621f89bfc15c6>378775b0d8aa2b4e4b0969774f3736dd42d86a4b_2,tonotopic organization consistency across auditory cortical fields
d07aa405b90a66d43a17d9fa49050d15218ef2c1>c678a1167921f4d79e0826cad8581f58b6d2b096_0,GW501516 dosing in rats based on prior mouse studies
2c0cab0d657f6c225c74736fed02750c381032de>02cdbca047e857f7e253b318fc593494925c1170_0,prostratin/HDAC inhibitor synergy reactivating latent HIV in J-Lat cells
c9b572824e9712479601129657c0a6920a3ac36c>cf0c154e875c89b802ed1982e16f80234801498a_0,functional redundancy of paralogous genes via double mutants
967bf8d69c31ec7bbcb2987ce9f5fec6423e1930>694b3c58712deefb59502847ba1b52b192c413e5_0,WMT13 German-English and Europarl English-Swedish translation datasets
c5c0c66b862c634803ee85714dc05c111bd49a2a>c9412309781ab415f4ab2c9916c4d7189076b23c_15,ROCS software for 3D molecular shape/charge overlay generation
3f0c84260f93a0cf5134539848f8dd4e7747f990>da4cb02e18f12c06b24d7a613a6e4f9110093572_2,nonresponse rate to lutein supplementation measurement methods
4dce430c34595c89fc878bd0c47f64f4ef2feb47>b04f0343c6feff16f8d846c2ca840f5416c2d7fc_1,GABAB(1a) sushi-domain N-terminus sequence variation
922f2fb5ebc5d7d8e08b087bdd4df2855bdd4b48>73f8d428fa37bc677d6e08e270336e066432c8c9_11,Robovie robot foreign language education experiment
b90907e30594305b26dd4692d6e1de80e85fd1ef>5ab21c36eb3a9ae6bd80f098130b9621501b9b88_0,DAPS database of aligned protein structures
9e92fc73392d4aea262aa6bae77ab379c79b37b7>2521ee9b9ba1bf7dfd4341259b97f383827fecc9_1,Oxford UKR revision rates for aseptic loosening
40036d9304488a29d7642fbac23c46fc89a8fbe0>d3b27746f7a53f2dc5d9b8c2f3d343313622ec36_1,dependency parsing experimental setup matching prior work
54d131ff0e7ff0186c2f80b1fbffa874f7f41d6d>1b9a8a345b5df03e20f3706e87cacc1b1f936c64_0,cFos expression link to neuronal activity and memory encoding
673477572109d3333ed6d74c7e141f2b11f46021>0041790c261ceaf632469edf6bf2852828db8019_4,model-based choice of parameter d in regression
1299de4f6f7b52a81ab2612c75fd09982c21a2e7>34e5513017c555463409013e0f16af946348f7bf_7,EAR repressor motif shared with C2 domain LXLXL sequence
eb22a6a9239c47ab1fb5b18604a002b12c323656>f8c5392b6db059ce0b2fcf02ea884f93afedc768_1,incidence data sources for ALS/CJD age-specific disease registries
3462deeac686585985067b453d6ae9479d5ef6c3>4d2d80c09a4816f9420db47a3454c97d1e569243_0,pneumatic pressure sensor for in vivo pressure measurement
55c48343a8b4a4bdd74d1c93b2b5181216faffbd>033e3fe75da26d8d3dd3cb0f99640181655e6746_0,limited invariance to translation but not scale/rotation in prior techniques
fbdf3e1ec97f278a54b4a06320f1e69f1185874c>39a2446c1dece36e32c6773cf4e28306f07c8cba_0,ptDNA copy number determination methods
405e2a5d3bb5c430c4d0cbd020d8bebe8c1364ba>855f0edac470b58ab2dc7ecb8e873c970f273a23_6,"perR regulon gene members (katA, ahpCF, mrgA, fur)"
779babb2e9338fb627a7b1aa1b011324e9a63d70>c00061b631273622d9fd0fb793a2a1a190729fb9_1,average daily sedentary time reported in prior study
eafafc708296c462edc9294e1b8f3b1dd3f4dffc>8f12510fff2f067cbd55ef4c4c5ab01a7314beb5_4,voice onset time aspiration overlap by speaker age
2707175120ef1204a61c485f0ec84f8748cfc0c2>cbdfe987b406ca40a3171f7f1b5f16ad4ba2fdd5_2,striatal dopamine effects on interval timing speed
b52e6ea919f2a01e709f12221c98fb73d8f6ac0c>755be68cd6101d1ee1713edea54a902637d6ff09_0,IL-1 expression in trophoblasts via Kliman's isolation method
15783ea4c99fe2b855d04f3531395faff82aa95a>f2e93d20d57b3f296911c399705fa5eed006c764_2,uterine capacity and twin birthweight in grand multiparous women
cd17a81a73e378aebba686af1ca4ed8484aaa1e3>00299dc5c4ee1ec1048f206d356b0d2c9b44ce2c_0,paired-end sequencing to detect short tandem repeat variation
f1e689177bcd9ee593b9968732bef00d685716b9>ac334326be0c94d7ede86535cdf4d99d4e5a8b79_4,CD47-SIRPalpha ligation promoting tyrosine phosphorylation
7f0d143a994561fe90d2649de29c87e0ef91f772>334bbbba8757bce6ad40fc78659cec0b6c06183c_2,PSC diagnosis via cholestasis markers and imaging criteria
ce420d3b5910b1011f538dff3abd55b558ac1697>920beff2cfd54740b2401341c860e62c8d78eedb_0,MOCB activity and top-down modulation of speech-in-noise perception
ab35a8566fcdd76e04a9cd294a426f64eadf466d>a2403a9a0dd38d646201df27ce65da904d5a02a9_2,simulator startup transient behavior before steady state
606afa5f79ddb24006150312aa6abebf1e9cf895>316aad16218b678d51cee21ab7ccd8c43225c372_0,sedentary behavior linked to diabetes-related complications
4ce902647b87061383f5c57526cb4f71d2b1785f>cf63db46fc506c9285727103cddbff538dbb0614_2,selection ratio estimator for habitat use
9b70f450b945c4fc566f54442c1597bbe0db0c70>56573099809978a793de22774c1188baf28dd44b_2,cytokine effects on endothelial/vascular/cardiac cell survival and proliferation
20eaad70ff6a483df0d1b136e223086265d0032c>21cc8ca8ced98f98fb0ef2fd81b618779855d856_0,phorbol ester enhancement of EFS-induced contractile response
48ac05dc4405c59a019377893865b9cbdc771705>00db864bbd8df9dce6f0adad8cc186fbbb2d6ae2_0,racial admixture influence on study results in Brazil
6e31bfe99cb9a4c55194f327deb02f38f0977dc5>67c509ab824e2c813f361718e235a4c8d27db883_0,mTOR signaling pathway role in stem cell maintenance
3bce307bea6a720357519e0c54aa4e4f401a6839>d12b483d44afb5ab7914ff81443f653216068aa2_4,RAN/XPO5 SNP genotype frequency comparison across cancer studies
f3a7e7f72caaa96b1f5a8410f0dadc7f1cbd1bdf>191867e9f9a97c584d9519c1017417c6dace68e4_0,TUNEL assay for nuclear DNA fragmentation detection
cf8ab9516fa05da66e8b291d4242ec04f9123759>e93a950210fb3f5cf13dab18f70dd99b83b010ed_4,CTC1 deletion causing telomere attrition and senescence in mice
6ac4a33dcce8c8821ffd16c1f8d4d23a27f4a506>6186e70a6bc014d7d5b82a4649574ef25e7b7ec0_3,moderator band width variability in cardiac anatomy
88169e2560c9d9f2fe25e871e38150dbd76249c6>3ce55c45824c92eb7c4a7e3d7a14cde7260f0664_0,postprandial fasting protocol and substance abstinence before test sessions
77329fa20a0849e2465bedd81feddb2733e827f9>3d50c1de08e50a499e4d17378ea4bedf55369b16_4,sex-specific genetic markers across heterogametic sex-determination species
624607ef5fb909aa9d4ca52341c229c8d29fec5a>9cebb3ba43b98c85aa805967a56ba81bab464d7f_5,"feature combination techniques (forward selection, NCA, MCML, Fisher)"
fbfe2f43a8cc743b21e4177e5d0440849db1724e>412434187174932788fc14d7d51f88ff45b3c0d8_1,hyperinsulinemia as mechanism for colon cancer/adenoma risk
f9df603da0731b2c220eb3a6256dbc44bab5f234>7fbeb25f303857182172283ada0fdb67669c2458_7,dependability definition for computing systems
a6841e7193671126d4ecbe3d6a4dc3e484f345af>8c0040b80eb3457cf1aaef9d522637f295db3251_1,climate model skill in simulating Great Plains droughts
25a58b728ebeee5bc33d753bccb89617af1cd6d6>5b97f710fe7b89887740e292d1c5e2b9f1d65b1f_14,adversarial training and self-learning for bilingual lexicon induction
