citation_id,citation_topic
420af667f06c79346db815b204036a4eda911304>5ec5a76f6e4e93895b29634c382cac9d5702da15_0,comorbidity as explanation for inferior survival in elderly cancer patients
0021ea82506c8ad38b459cf2fbd42fc42b062fd7>11a5f833bef73720e1c85253578a92a99cbdf35e_3,instability of G-quadruplex/G-triplex structures without channel ions
95fa57583bc8c775e4a200bbdba06cc12f5f53fc>2cfa274dbc79664913dabda434916962c329e601_0,promoter haplotypes associated with ejection fraction in hypertension
bfa7fa6e3e6f0da1aec1d43bcd3db088005af83c>16c27e8d5a6581ad5b3bf63815187925631e7f10_0,acylcarnitine elevation as marker of mitochondrial damage after APAP
f104a3a2693ee78c2933f67f611a344bc6e1d987>11877ad1b3e5ccebbdf02cbe6c6015c82661e550_5,design science as distinct from explanatory science approach
46a958eac10a8786975ed6b853401d2433a43252>978b56b8515e4806e17e5423ae389b9f9fbe0332_2,"prevalence of diabetic foot risk factors (neuropathy, PVD) at diagnosis"
5c85a2ad684097479a7e475bca18f2520fdfa616>f12302d7ea77eb86b8e0239d47b64f7b31edf688_0,genetic diversity and neutrality statistics computed via Arlequin software
0194f973fb5ed6367f1d76b238b3d3399faa68cb>646b48fe86f98e439e617c739a2c3c59c84b8eae_1,motivational modulation of brain regions involved in social perception
560c67b8d5c6e4b2809fbbd308d373366241ea86>b0fe8d2727db77f58bc430fef29aba3308ecd3f2_1,lysine propionylation discovered in Thermus thermophilus bacterium
7ea35436e261fc4d48fdcada0a8eb9c1f8c1a93b>25aa4a143d373d371cc8fa3a2d550a0649d8c94c_5,virus-specific Tfh/Th1 cell identification markers after LCMV infection
3561c2e979dfd27afcc672b38678c26a1be88965>4a9979a309dbafc4adcb7532ad7406a0fd046e9a_1,debate over utility of PAE for identifying adverse ocular events
b853b28a9b4d7969341b77840292c78aa63998b1>7fb8c85ba1738dba2c5b2b193c4a1ef2a35ac2ff_0,limited use of fungal secondary metabolites in taxonomy
90e3135b8b3ae3871c2d272a5971b703174bcd96>466e2d457c348272f138f0aa48618c85b563a3fc_7,norm-deviation effects across online and offline group settings
850e88fc76e61c5c01f9c7dbda6bf4dadaf08e61>c92133f4cfeef1d2dcadb05a57d8513516e364c4_0,peer selection vs influence in adolescent alcohol use similarity
19b6f8d595ca04da740977e06faed5606e341e7a>d70eccf62c9c1c0ce98fbf4e82d8f69b0afb79c7_1,PCR pattern grouping threshold for bacterial isolate classification
97e2b13cb35d9d69ec82979326a41f977c435da0>8435e2b9e4dd4f54696a370464bcec819a842f4c_1,cluster ensemble methods applied to gene expression data
77847674bbeae975560cfe01333956a52af34551>a3ac2038eae27c4feead31c8645bf6ba25099063_4,plant tissue culture regeneration from anther/leaf/root explants
c25c8199a7898f8470cd1c8c97b2a5641310d0c9>7e2627724fc23e0c71177da7b88c31fec014057a_0,visual object stimulus set used in cognitive experiment
b15dc4cc7d759e4f9cde13b09ba06ec9dae151f3>None_0,joint angle variability increase after peak velocity in fast movements
0fdf66abd99ba484de3b0a548e5056ad4ded598d>a5c61fa6c13242645e0671c45c9e7bd2df9e0fa3_0,comparative transcriptome/gene expression studies between Amborella and flowering plants
f431ac50de75a49be350c9546e38fddc36c1cecb>ce294e54f703e9d5e8cb486ed5829e7798916b60_0,GHLab acceleration-based cardiac cycle timing software (DAPP principle)
95345336f06a5bcab294f68ce15f2aa1db20ddac>b1aee4dd8c7c0cc3c2a6dd56abfb122e66f0bdfa_0,"zinc bioavailability comparison across human milk, cow's milk, formula"
c14687575d73745afea49899565009f12ae62dfb>5e57b8879a83e91af5daef8737ccda0c9556fd7e_15,kernel conditional exponential family (KCEF) extending prior kernel method
d7d0b25f97ef5aa6dae6784bd89b4353f8f19c54>dd5caf3f37a708f25a93d1959853b79630f1f099_0,clinical variables affecting psychiatric service utilization
9d1c38923868aad077de91a389a27f72d592d329>badee7f8b87dbf9d38775bebaad489d664fe0ef3_4,potassium currents favoring long-term potentiation induction in striatum
24762a41868d2e5eb8b6b8653a0e1ae0dfc502a7>a3d051f80632ac40d3f9226ee0c32dfd4e8a5f32_0,comparison of denoising algorithm to prior ABS/PCA/aSVC methods
10eb7565dc984cfb33ec1ded1116443e160336bf>4636c8a4c0266e76deffd596d7ed32f1b742b696_0,cognitive skills correlated with behavior in economic experiments
73318f9d71d8e27ea6af2f538c4a158e11dea3d6>9db5229fc89b905695b0fb552859973bbfbb80bf_0,prior studies on underage entry into sex trade
db6e26d9e347465f1bbe0847fc57b52dde7dee27>2f7e5e0349c483456d0dd5b5d586f29daf012c1d_0,visual attention control task during fMRI scanning
3ad3837dbb7812a0baf839d8eb88f50035cab156>6b85dce37b745ebafac661f6fad5bfad943f1513_1,ballroom/House culture categories and gender presentation (Galindo ethnography)
25a16f6fda8c4a6b685a3a99315cca3eb148eec2>c08d82e0e656dadaa0c26b1a21fe57fa60bb84d8_6,metabolite profiling across isovaleric acidemia patient subgroups
e996aeb3f1409c6e4a1dfc44bf675cca34ceaf56>936f4d9b6af266c31b941ec3c00f785a3d5b76a7_1,impaired sensory filtering in schizophrenia and 5-HT2 receptor activation
e8233b084f71324d4ec34c7c92e0934a3012f155>a8d4a109c10ce9b744725df3db206621d4e426ee_0,carbon storage rates in tidal freshwater vs saline marshes
ea65a8be408e240ce84c25812aa156c8c31da788>7a19e1a679239492278fb6d751b2f9f16c6113e5_2,energy-dense diet effects on cull cow carcass and meat quality
c530edac57ffa39997801a600c486eb231a87a6d>21b324399af869ff28634117eaaeaccfd52d371c_4,multiparameter extension of Lorden's sequential testing method (Bartroff-Lai)
89d339d8da952b6d860e6ce3017fe0ff4e60f4c3>e01ff1ae186840de7af4172dc1c0978e32fc6b5e_8,memory requirements of closed pattern mining algorithms
abc13af4ae01f524c75d13a39551106ee203838e>1e34b3e0daef08f3eef67af1198a3adaef7ef65e_0,non-biological children and living arrangement effects on custodial fatherhood burden
13f51720efee688bd41da9624b1b00c33ce47a3f>c8416ea1bc40aae24b4d50116662266c325a539e_3,thermodynamic properties of hydrogen-bonding molecules
ed3b55b5b937f4e201dcf62fe64b9b0b6dc7c64c>7f51a31f6acb467b0d3d39d5ab2a570033362a4b_0,Bt toxin effects in tri-trophic systems with diamondback moth
f7c838d1829cda49ed59d664c3628d4f41b4933c>4df57391e1c37dcaacb86a47334e4253a480c4c4_0,prior publication of assay performance and coefficient of variation
2051356ab3b598e148ad2ef4a82bfb88eb29f5e3>fc5e3ad866cff397fe564e2f165adf6ba240ab3a_1,methamphetamine dose vs developmental timing effects on ACC dysfunction
33faf9c0b0ea2292ec82800186ca82e54b087ecf>3c5f1e4b17a53cc4636cb9994b1c12fa0a409a47_5,adipose tissue endothelial cells/ASCs promoting breast cancer growth
28362d02d8050a32d988122d469cd48b68d904ab>e60d620109d2c26c56aec1f8f042fe30c9333092_0,nicotine exposure during adolescence impairing prefrontal cortex development
4bf9f77ec1ba4cfffe02139cfe5f5a5e0a674ab7>decca659a694ad63933c96d97b4b64b0836c8db9_0,E2F-1 downregulation consistent with taxane treatment in head and neck cancer
0896131d7153e9457af527ac1af638d1cfc8543b>1975cedc999a2ef2b0486628452a90ed863a8e4d_2,TcPRAC enzymes enabling immune evasion via B-lymphocyte activation
689f6d5e283be137a2759f6eeaf8a45786ed3348>615e5987e27bb06ddaabf1aa5e9b8ccba70a4d87_0,probiotic feeding reducing fecal E. coli counts in rats
31c40059729a9b967163a1d0ca043b7337398d4b>3232c84f5b970ff1d656e9955d8825eda4f9e293_0,"quality-of-life instruments used across brain metastasis studies (SF36, FACT-BR, KPS)"
cadad7c90c5dbda4b210cf64d112eb5ab67bad10>c25b6aaa34719e9e12655431bc4416c6039ebf1f_0,neural activation linked to local decrease in oxidative metabolism index
a5052c7b845059b8f66d563c40fe40b0e10cd7e9>ad2df409527703c46ff484098ce2894173e5dff6_0,PGA7 gene upregulation in fungal hyphae regulated by Bcr1
fdf11735c167f5de0482160793d23403e58abf48>None_0,soil redox/P mineralization relation in wetland eutrophication
81864c39e64e35416d0a6c640ce639a3c932b741>0c42fa6c81f2ab567a0c2160724eb3219a7a99a4_0,ORF annotation pipeline using similarity searches against sequence databases
f0be13edd8ab36e216fc161f772367560e6dfb9e>f12ed3fbd4402a1578246a8eae0b4e4a0c8afc3e_0,ABA-mediated stress-responsive gene expression in plants
65d772e25b4c118ce2089e84d49e9b67b26a4afd>9059cd13785f171387a237dd764127f96529a7ad_0,Q-Clear Nd:YAG laser pulse duration and energy density
52ed413df89f7cc433837d7f8240a053cf55cf04>e9c9086c815d917deede2295ef41eb5b61ff4645_3,MMP expression in astrocytes induced by amyloid-beta
800ec2373cfc2706baa123c57aeb06c4f8d2279c>46d8cc36dbf30b274aa7edbd36ed319556ea8047_1,reprogramming human pluripotent stem cells from primed to naive state
96d59f09d602d930beddbc2785972d443efa4d93>723a4b4f3019cd5a5f8546925d8cf4478a0d03b7_0,cross-sectional survey data on HIV and depression
247529f16eeda88cc76d19c49d38c633c8f17288>41088dd73ae7ad8baac9323c5dcbf6cb12be2a9d_2,"gene synonym databases (HUGO, ExPASy, Ensembl, GenBank) compilation"
ff34ad77f3e30f4d374fd1e0d7734853816f11ad>f9710788c93bb058a2ed5bccb88389c865a171b1_1,SNP genotyping array platform used for SHARP study subjects
4f46dae1c79c2e309706e3e7b7387bf2cd0d555b>5bf40e05f3dd4031e3456d818e2fb917a605bb1c_1,insect species used as model organisms in prior genetic studies
c23d94bd9455491f1928cf74ddb27ace74661d3e>f25a3f10162ca191500a2bf7e2d5cce257b4f7c1_0,Error Vector Magnitude analysis for optical OFDM system performance
601e3cc86fd0d0071a89cfd3173883f1c69dfb69>7889c9d6699535681ff7832fc0099477f822949a_4,"genetic, metabolic and environmental factors influencing a condition"
d9232979e4a117c46c970e066862189abbff47de>13b5912ffa84f29d6dc9f77d5b46937342ccb564_0,refractive index differences causing opalescence in dental composite materials
5b406d0b42f1cf0e99176d7f818b83f236e36278>49408e2483e51eea8636dffe6203b16dd7dc0fbe_3,application-specific network protocol suitability discussed in prior work
700a28d32d3cf2aade5c2bc898b5c4ca480bb1ae>e064573ea1cc22ca402efb5e140f06642bd37f77_9,tractography study of fractional anisotropy lateralization in ADHD (Silk et al.)
e77cd57124796bec1c38fbf6b0ba4bcf51d190ff>bd3526f5d8fb0c4b50df8652bccda01b43983ccc_1,geodesic completeness assumption via Hopf-Rinow theorem in spacetime
d5c3093d68614d83785b520a087b379e8334a075>46c0660db9a3bd806ae697b0220476df8dab57c5_0,CASH interview and DSM-IV criteria for schizophrenia diagnosis
eec5a4a02fa01064a05a217562610a1033a3fb60>5daff4ef091e81cdd0e41f39dde2186dc8527225_1,cholinergic reflex contribution to hypocapnic airway responses
9242171373f7b6fda7bb414c78bffabb73a31ac0>7625e01b6737feac8b8602fc2f8e685ae4c178dd_4,fossil primate character analysis and adapid-anthropoid hypothesis debate
278f88dc65184319ddd6da798f74790a65cc11b9>c2ef256f37066a60ea8cb624969dae60ba82056e_0,xylose isomerase activity assay using sorbitol dehydrogenase method
785d26e6592278f48c9eb68eb1e3388788c76b32>35c27b0c0db73af7303c0a95efa90479afb04fed_4,passive paracellular magnesium reabsorption via tight junctions
8c0b984a3a32b8eb530264d712dae6c783b1d599>354a8f1284db59d4419031f081c8f6075243be7e_0,genes for N-assimilation and C-metabolism enzymes
daa01bb5998f3ed28a701eba5d8cde7326fe5cd9>b1cb78b52a77326a2913f7f90e88e45fab67ea2a_1,Otx2 caudal expression boundary shift affecting mDA neuron population size
64232dcf6889bf7a98585d82641cf6cd1339f9ff>86f8921112e92b76dd8d62468d9cc2c8dcc78a1f_0,SILVA database used for metagenomic SSU rRNA sequence clustering
c503fdd0a141fddb72141b08ff6d8259d6b5342a>1d8b1a9abb08493fbe19c4566b46d06e45e498ab_8,fitted model parameters for RNA-Seq and ribosome profiling datasets
86ec0bb292a33eeec637eb876e2e872e979c3aed>b84b2f4d6372d8be59d1ed1e6c26f0869ac8b8ee_1,tryptophan fluorescence spectra characteristics in meat proteins
032e9974cedb31f5c6e354626760e54e5ebf1e3c>2538e3eb24d26f31482c479d95d2e26c0e79b990_3,comparison of neural machine translation embedding models
a42da1ce9099efd398b549925dc770bf25e07b21>d667b306dcd2badf6b37970c3cb63b4b8512d9bf_4,comparison of two intracranial aneurysm screening methods
bd579df4d1d880f0a8b6d781317bc307aef881e3>a49ae4ca06c2c23793ec2067d5ef5ed4db109162_2,cytokine production effects of Emab on B cells in lupus
9067b0284ae1debf2488a7ad1db111b8182e9b26>b13b1cbd30124f18adf4d8c5099313ef218c140c_4,strain-dependent excitatory transmission depression in knockout mice
532fd638ce2955ba3f69abf52e3a9478fa1c64ce>ab1b25bdb2ebbbdc97bf72772d87c01015b06cc3_0,prior audio skimming techniques for reminder applications
9637a13499f3dcd6fcbeb6e28b63f0157d73d652>40bf427d49150e32e85ac817b96d81e3db0936c2_1,weighted feature combination improving Alzheimer's disease classification accuracy
5dffba403341624fdf5ce45526021192d988d195>701ebcf3e1c228a032440884db422072d9359cdf_4,association of factors with replicated viral DNA
279f85cca63e51b9df6ebe8a43f8c8161ff056f4>4c58b68bb2093df6e0c093180cc521ee78837887_1,persistence of anti-malaria antibody responses after transmission cessation
5893439eb9ee79bea689c4e5b43eb0f99702b20b>71e012146f7536a02507bf7f6358e728021183d7_1,sex-biased dispersal and kin recognition mechanisms avoiding inbreeding
7796f3e680044a7404fe16306c80ad978df72409>1504de3540a465ef14d49897e9506fae51902f2e_3,RNA silencing (dsRNA/methylation) of dfrA promoter mechanism
ffbe7c6f2f1c7ff1451760b51e0dffc0965a29c1>50473bc1f2fe6844b74de9e350348301b39aae31_0,RECIST criteria used for tumor response imaging evaluation
3cacedc7d39509d19e494ca647d3181c704e37ce>c329372d7cd816207e9d81b4f21974b2bbfec023_1,discrete-time Petri net logic (ACTL-X) semantics extension
444ea3edc150e6b66721ed8fff7c9e3c790a9170>767b0341e5368aee88a6d442bf86ce496941fe92_0,constitutive Dnmt1/SssI methyltransferase expression effects on DNA methylation
8d2961a77b88d467c4603c8d8b2cf20203e6c24e>c9f31c25309bb37f066c78bf867ce700df5f3bbb_3,prior reported range of depression prevalence in cancer patients
ed22a80a4cb770174277bdd404bcd5d98a2ac40d>069c57761779757596e44102c768c46bfa281ef6_0,job performance correlations corrected for range restriction
7762876ebf87d2f40bb7079bdd093c970517630f>7934dec2f320dbf494aa0c28bdd63d4e586d3530_0,differential privacy queries motivated by prior Fuzz-related work
c9a63a4272af92612219617b75bcf0c6ab2bfdd7>cb101cdbe7aac08d64577ea4ec526d1663a9899d_1,EAAT2 glutamate transporter expression in microglia after nerve injury
1299de4f6f7b52a81ab2612c75fd09982c21a2e7>34e5513017c555463409013e0f16af946348f7bf_4,arachidonic acid dose inducing uncoupling and apoptosis
382870e98b64a8112ef94f069ccf0795ba20a861>d7be6f2a9a49327a6a7891891b83a1ee8d641524_4,FaMYB1 overexpression effect on anthocyanin biosynthesis gene ANS/LDOX
1a5f3c7ce21bd8dafdc9a79b2741bcd5d7f4564e>1e553964ccc8ccc090450aaebe1c87aaacf9ec83_0,pontine artery ischemia susceptibility and interpeak latency ratio
1a8840fcb2d9b0537948fa5f1776cdd265f440f2>011ddd0416bd27924831708759d475b884dde9d6_0,bindin allele phylogeny in Neotropical Echinometra sea urchin species
cba83c913735eb3c6482a483e1ddac5873a568ed>4aaac440531a3bda93bd8e8dd54f4a6f819ed9ff_0,mouse dietary intervention study design with activity wheel access
3611fa9de1d9cd97a8dd2b576c6faa036900b859>8691886bd05201c4736e10f564525f8cd4f60b2e_2,Adult Attachment Interview used to assess adolescent attachment representations
21d69c11127eff4b0fce292ad826e4782f14c775>0fe5e98d303e23d243eb16de6196f9b9032faa0b_4,UV-B exposure decreasing insect herbivory intensity on plants
0012294b23155a9bc58c1b0c367111d7ef94798a>a643c7684944633c3c5b63d72316bf87d7f9a2f6_1,channel selection vs noise reduction gain manipulation in cochlear implant study
7b81e30541a9b6f4e2acd1e25a66151f0abc2023>f90732a232fd2944b4c184d957ff3db54fa4c4d6_0,DISC1 protein interactions in neuronal migration and synaptic function
84baf6cfddada23da8097fc7a637818b3ed30aa8>20c1ba6c99366dc8da28c4473854f327ca1f130b_0,male/female ratio consistent with prior reported values
81ded45297b5bccc57763116ad8169c1f9e99e41>1f21b4d6ef1640828154e5713f6926c4fffc32cb_4,HLA class I alleles in pathogenesis of infection-induced tumors
9d1c38923868aad077de91a389a27f72d592d329>badee7f8b87dbf9d38775bebaad489d664fe0ef3_12,monoclonal antibody clustering by pectin epitope binding specificity
9f9d58b5894ba0945d77dfec92193408a808742a>9eb22e62f736d3d7b5d62cce2c5b75fc77fb22cf_0,electrophysiological properties of striatal MSNs compared to prior mouse data
6f68ccd37718366c40ae6aeedf0b935bf560b215>60ed4bdabf92b2fbd6162dbd8979888cccca55d7_19,range restriction correction for job performance correlations
427052868eba9dd2f5b2264674c91ac576ed5342>18f09361f389cb3fab846a4f491d3cb3a0f3ac27_0,perceptual narrowing modification through continued exposure in infants
1a5f3c7ce21bd8dafdc9a79b2741bcd5d7f4564e>1e553964ccc8ccc090450aaebe1c87aaacf9ec83_12,generation system planning adequacy problems in power systems
e61cfbcaf6673878a22b43d136cabed5c84e05f6>e82933657882670692c1cb2016789fad8f5f5f7c_0,additional bindin sequence accession data for Echinometra species
85305fd14d887a9515de56bd43a1148b4631922c>e132157e97e1f9296e2a5a82c87060693cd087a1_1,contradictory prior findings on superoxide dismutase activity in schizophrenia
d979312be476207ef8b666ca680ec2fa5b23cfcb>d0abcca2438de7c3055c15665bf84ee318aa16d7_0,entanglement amplifier scheme using three-level laser atomic coherence
26a4562bf534d9ece395f0cdd9f4a369b34dae80>22793cbbe99c6ac0d8a6d161f49f404fc1bbb9b2_1,bibliometric analysis used to study scientific specialty profiles and domain mapping
a59f7c6100b3d98f954df6818f8db75bbd0f7190>4f2995a132469538424300d92e3eeb65aa7ac497_8,dopaminergic hyperactivity associated with psychotic symptoms
190892a4c2e74abb6d14f4974f21c4fe62c8d7e5>fc91ccc539d1d2b761860549bf58f8f875182c1b_0,psychostimulant and memory-reinforcing properties of neurosteroid pregnenolone sulfate
5d0c26a4715395e37e1f412a1bcda30c2c55fadd>8ec543a9e6b4ae5b3c9f6f938ae5a9bdf77d82ac_4,RAG-mediated cleavage of cryptic recombination signal sequences with HMGB1
c9a63a4272af92612219617b75bcf0c6ab2bfdd7>cb101cdbe7aac08d64577ea4ec526d1663a9899d_5,global contrast normalization and whitening preprocessing method
e54c756dd8e4f11b70ce480926b4e9d022c57fee>fd783f0c111e53e506f29fbc935ea26b78cff9fd_4,cell handling protocol reused from prior arachidonic acid apoptosis study
06650b7933691b5f50eeffe182808ad8928cee33>970c5a1eea3de89f13f1c5583faf8691077ab02b_2,FMT fibroblast culture and TGF-beta treatment protocol
1dbb649063515d063121f4c2878822b124602d02>e54474e265b7e84a9254c1b533459a0550af312b_1,giant panda habitat evaluation improved by including understory bamboo
6edbe63bd1433f53b2b1731e734e781b6ba1933d>181854fd58d3635722994a8481695739affe8949_0,pathogen exposure score from household hygiene proxy measures
618534ba40af7cc1d17446c260a0b90e934a9aca>da17bb5ca97f4787379aec9e152ff4605d997c6b_0,PCA-SIFT feature extraction on resized images
e8b28ea410efa058d78aa219498e4b417228cf71>e4ba0683cccd1a5c2c8200b48cf76a5fb96af984_2,multi-channel auscultation measurement studies
d98d67c7b9f54dd62221bde11847d8945ab4767e>892efe9863a7bbdef897c2da4c43c6472d1f992c_0,average motion ratio and SNR comparison between signal methods
64ad842864728a81c87dd845b8309268124d3eae>55818794ae94bc9a43463e80a49724652f6aa39b_3,coffee metabolite complexity and circulating metabolite effects
b5a076b270d17b28cfb0a389bc503d12b5f64288>4044489d3f31cec999bc6cba9d7c7f91e511ffb2_2,postoperative intubation time comparison across patient groups
ebc1a7ce3d5ed32d996fb2391951f94b41e47aba>71660e5b19a2f6db59d3d756ebfa565eb6b7b764_0,PKCη C2 domain localization role independent of substrate specificity
937444dc1ba977382b4c92eb9eab8518401fe154>156fb7b12ac3780dc3135685202f9ca520b99d21_5,animal models for testing pathological mechanisms and treatments
c9d3b4ce6c4d3491c76779e637c45c1cc8e7d777>709048e98462ce317f8f9e34f47ef9d9409a5a33_0,Western blot analysis protocol reused from prior study
15fb370b7b5b7bbca67a8be7bc1007b7b63031ba>751d6f4f1ea837c0244e829bc3b8986dcb4f4e41_0,sexually dimorphic extra venom component in female snakes
7103b4c7120a4499f59c910090dffcfedc38f607>17aadf793e2236955cfdb7f28e74ec6616635dd6_2,H2S relaxant response unaffected by BaCl2 in smooth muscle
a6658faa7810e4f627499c85467411ab9a6f6ad0>e95353d3a3e25e81f342a47ae010f35ed93891bc_1,bootstrapping UCT with prior knowledge (Gelly and Silver)
71197e96cc66d18123cffa099c043cf41b67445b>620a12113f0ae1f687dfcf6da5abbe6d3491fa85_1,magnetic/electric fields improving protein crystal growth for X-ray crystallography
fc6abea45f744a19e6afd38253c86cf98c89c2db>None_0,dynamic programming for optimal energy allocation policy
8a1dcd51cabbd95bf7212a42a8fc5bae5d6b65e1>668c6321b924dc59c2fccf8328f4dde13906ebe1_0,vitamin E supplementation not improving growth in DON-fed piglets
d61c6e22a603715192d1989a9f1d8f958c694669>9567ac45b10b31a0d76498725e4b778e9d8be5f0_2,BMI correlation with DXA-derived body fat in children and adults
b3bfa22538155e860a43c70c5285a4f5cd72a67b>13fe461d59d936aa5b29a8ed0b85ab1e5992fe28_4,N-acylation reactions of chitosan and chitin acetamide substitution
1653bfbacad13034901d6d634955ca940e2e8fe6>72c9d0887ad90ec21a7f395811a8079c0bbaf08b_2,fine particulate matter and gas pollutant association with mortality risk
41829c1384f0a89af374c23946e7dd8b8a13276a>0b667601f8bcb172baac53194e2e480aeb798fef_7,SCID-I and YBOCS instruments for OCD diagnosis and severity
b98b42d4f58eb23e9d12cf554224a2dbe7f2ad23>b4b6700987b4de647dd0b7d8cb8e57f7abbf26d8_0,enthalpic barriers in isostability protein folding
92b233e5eeec5a87fcdd6858b22818db8fc3effe>30ee1475c50e6043ae21608906d0f0c67756029c_7,membrane-bound LDH/glycerol-3-phosphate dehydrogenase electron transfer in bacteria
040c20447a37d9d652ef1748a2db619b8d95622c>26bc3ee344b61cc9f2b6f911ebf24586598ce2c3_0,geographic spread of 2009 H1N1 swine influenza infections
291ca965a80c0b484e70533599b2898f3c9b7cf7>63daf1741972395162371e6e9bf12348828cfe44_5,tryptophan photoproduct AhR activation inducing CYP1A1 feedback
9889e6509ccfd7cb166b258c2487485fd0c4b145>fb70d25d466c3da340689424d944e8d278a3469f_3,confirmation of prior findings in same species study
f3b55ee6fc230f4b53f3c9d43bb37d9306f11386>e172e953d9a5e86b67d8694aeef90d9c2f43bbb3_1,periodontal disease more frequent in rheumatoid arthritis patients
7184b56dd919fab78fe2d06a53e2b35766ddd9da>fe13f843c52243e096d7e1a52345a68eaf2cfef1_17,"neuropsychological test battery (verbal fluency, WAIS-III, Trail Making Test)"
125cdeb3e46cc06ec7537ecdda65598b6909f3a9>9c05c820422a58e71c63f4c9ee4e4101967f79d4_1,reverse-scored visa allocation bias measure toward Arab nationality
21eff5d5f5555a0dcf67c538c65a5e07cc954c5f>a502f5919d1ca7d3d567e053d1f0032a6466d152_6,chlorophyll absorption coefficient values from prior optical models
