citation_id,citation_topic
27ea0aa5f8d3e1dc7c449aceef59524dd32307b5>21cc7a2a24c33fe78ab21acf5ea2d548fa11b0d3_3,intestinal region focus of Knauf et al. gut microbiome study
dd978687626f0ebe33fb576ca1d8f6e157085683>54a3d2f25f3d7caab85a5dbb4431acfafa57f72e_0,ANG II and Rho GTPase involvement in signaling mechanisms
aa3c3f31c530da7cc9057d6e86e467844bb3ad14>dc056d91377cf00c93c0b371fb6637a1771b8619_1,occupational epidemiology exposure context studies
aa0ce2e2183b202c7dcdd2d476307f48da6c9c7c>8439584a15f950de7cd320842eb3c44f6d1d1d2e_1,clinical use of SMN1/SMN2 genetic testing in reproductive medicine
eafafc708296c462edc9294e1b8f3b1dd3f4dffc>8f12510fff2f067cbd55ef4c4c5ab01a7314beb5_2,"acoustic features distinguishing consonant voicing (VOT, pitch, harmonics)"
395f38378edf500729a220d8a55814ac44530b89>4d00efd6ac1167944c2a39f4c17a43e0509f60cf_0,bacterial protein role in virulence and antibiotic/toxin biosynthesis
d85c3fe3bdda55dccb4796abe1b56ae59f481c41>1e8c2358b07f2d9718576b67a99c06dc9738c44d_0,engineering lignin structures for aromatic commodity recovery
c347747e9a04e9eb039ba25f024791e8c54459ae>4b4a761195e3a97b9c807a4f70c466237d9b2677_0,pharmacology of TTX-sensitive sodium current in A-type neurons
0fcfdfffaec6a075f66b048940475bbf4a69c9dc>64453b6bf76dff33b124f928b908f5c542753b99_1,stable isotope method for measuring intramyocellular triglyceride synthesis rate
ab024aeaa76549de09f10a711fb0af23ad307016>93ca2c90d7ae0355d9c6923f9462455167e05348_0,Behavioral Pain Scale as validated ICU pain assessment tool
ffdddf8a39bd1b0dd65cfb0e090ee6337d5b2350>9714062de869e00c2ab31289b049b2f21c11e5fd_0,regular lattice arrangement of images for browsing interfaces
e07ad379081594a290ab03517293be3993443391>5f82308e499efebe5558237e9018c50752599fab_1,belowground carbon inputs affecting mycorrhizal phylogenetic clustering
09c9d415dc56dfe429acb8abe2b031681f64466e>bef526dc3d58290e8e1d7a7b1de17186d99711da_0,nucleoporin protein localization to nuclear pore complex faces
f2baf11f07aa16691965e4b1514ec20ecc858db8>03c36ab2ed0fcefcb0cd126be99bc9cbe9bf007f_3,sliding-mode control for robot navigation and obstacle avoidance
59b86a76701eaf05f371e606637eee46d69c1118>1f399eebe7a13d171fc0e61b4a5c0f7b000370eb_0,hydrogen peroxide treatment effects on soil microbial activity
d2875af66939a30ddea0d6664767476dea710206>771f4ea4a3a1b9e67661c6c875ffefcb9a768695_0,inferior phrenic artery as extrahepatic collateral vessel in HCC
649da5dc00caf98ed897ade21a16e625ec328d6c>13addfbdfeb738a413365e3df0904a39416aa7ba_9,inclusion criteria reporting in maintenance-phase treatment studies
60f9b3448b6ee314f2108d2236cfc5ab04e116fb>bb8d38d63788f5144bd92244e2633c546ece91d5_0,validity and sensitivity of the Montgomery-Asberg Depression Rating Scale
4f4ec52726e13a12d7dccf631ebde6aaa47173fa>6bb96b0c74ace8699e68685a3ec9ac37a6f505ae_3,frame-by-frame corneal reflection analysis of infant gaze retention
85e766e708cac537f272621e1d8d1e641279806c>9bd8a440cfb92cc5f7f45d88cce6f9d651b98237_1,indirect estimation methods for population and dispersal parameters
7cda88815f9e7424090048076e27807c9dc013bb>3f93c7d5e18c1ebf108f3daac65e0701811667d7_0,ultraconserved elements acting as developmental enhancers in mammals
659d04fc6cec396172261746c9ae805725eabe9f>599f8f76f1e2c7dd6016d87b3255e1d82649d35c_0,bacterial degradation of daidzein into equol
63526aacb6b03c7b216d29036536c8c36227573a>8ace7966ec465b856fa34081ab5915004970a556_0,closed-loop relay test for identifying loop crossover frequency
bb21e98f4b1b7bc5a2e89fda1139d98763d78bab>c14be2a7007e022da13889d804a540d0c0c34264_2,decreased neural firing rates in modeling studies versus experiments
11452d7d54ccb0a38251b21baf988d2cef80de18>df07e27533ed02351a090850f93259b5ba6df76e_2,Wnt1 and Wnt2b expression in testis beta-catenin signaling
9b0f8366932a559cf29283bf8299ecfe77997c20>42dc50c30fc3cdee9b7dc9405ad70c239c03ae1c_4,exponential and power-law distributions of sleep and wake bout durations
2bc0e8305828f7633d76b57479b80f4bd4dde3be>7c6639c451b4b437fc37c5d0cc239dde9a84cd92_0,CIELAB color space for perceptually uniform BRDF transformation
018269aa7b5a5337c3b0cf2795c55fe6d0e709cc>80b64b4bcc67d2d375e2914c5e4d263fd9c40365_0,I-TASSER homology modeling submitted to Protein Model Database
2f82dfa009bbf2a400908101438bf9a18a87a166>f3e018cc26e36b4af92789494dbe02721f6b9ce9_0,equation for apparent particle diameter change in immunogold labeling
1749d89f2990075097630420b075703d30d9b3b3>482af3b53907e557f867f9d9ac77549ff08d9b18_15,personalization criteria in museum visitor experience design
42bbfdacfcab2077167d63df7633cbb2819d41f8>2719a80413e4727fdee7edcc54f3a9060beb67a9_0,visual realism effects on VR task performance and MR simulation validation
5f57881263197f348f2509c7ff6c096d43ae4498>be21676984f98a4e8dc89355c55d8b7c3cd8f694_0,bacterial competitive adaptation via exploitative and interference competition
b66eb0bfa520726f50d86a62388c086c7046a6cd>d8431c25f60a51517a29162ed70df2de35ee156f_3,diurnal variability of methane flux in RCG-dominated wetlands
46fb940e1d619d8c5337d54a693893eeb51602c9>fe2cd7e22649510893488842cd441612c3cb52e6_0,guidewire-based covered stent technique for vessel anastomosis
caff8d89c35625ba863188a437e67100e27dbe68>7e040c7f74575e9bf1893a1e6600167463e37253_3,stroke prevalence comparison by age and gender across population studies
163627da3989d731930abd8dadc934e7186d28d2>c402db10fa2f26a380c2835cc0f08daf3737177b_0,Bt toxin resistance evolution in lepidopteran pest species
8d77cf749702fdbe0064f80f993e0b4b3928daf7>c387d5c22fa2c6a537fe6e1c265b02d453c00720_2,e-government sustainability requirements at local government level
11452d7d54ccb0a38251b21baf988d2cef80de18>df07e27533ed02351a090850f93259b5ba6df76e_8,Wnt5a as a novel factor supporting spermatogonial stem cell renewal
929a7548464ce1d9d785abbe35da34842c0133e6>21096eb950bdff77308ad3924d69b681589bdc91_0,INF2 overexpression causing mitochondrial fragmentation and shortening
cc25b240c259b5956a4b3c7fef96bdf89a509cf3>8fa53062ef8acba0cc503e1d203aeda1cd1d65b6_0,surgical techniques for managing dialysis-associated hand ischemia
f690c2387d4aa7d415f1b6faba6ad15fce57de90>2566fbc8f3c03f790a5646c85fe12b8dc58075b5_4,Semliki Forest virus genome entry via lysosomal membrane fusion
d195d3a2602d5e1ed17f9d1b583f582a6b1239f5>993bf6263167b7c3cb38e2992214cec590cd93fd_1,distal femur locking plate placement in orthopedic fixation
3cd81a85fd7cbfd006384dfbff1c5d317fd32adb>18367eed9e76446a1e4e3563d4826fdac584bc68_3,consistency of findings across other autoimmune disorder studies
36cbdbcfa9953f0dc751fbb4c40e9107e9018e22>3e091e519efad2d1146bab4af4f04ad3bda6f437_1,Purkinje cell firing rate correlation with eye movement parameters
985efcf5c9f280a8367dfd6d7c20d7f4781efd75>fa87b0e071e5b9a6ade7adbc5a3b20a3187c54d4_2,high testes number in Ligula/Schistocephalus cestode species
0aed965c7237c6199cec304ec985efcf6753e152>f26a94e01c0f635d45f74121cbf9059a7201c81a_0,hyaluronic acid receptor interactions promoting angiogenesis and tumor metastasis
ededf3e69f78a9e878565cffd0193cd0aaf3a551>202c1ea2caebe3a0c326c368cced3f8abaa3e53d_0,sexual partner preference behavior in hormone-primed female rodents
ca4d2aef7421153f0f2c93db54a3e06a4942d329>a0ecd52bfe814e4941617cb23ba53b88a15397c7_7,nucleotide substitution accumulation rate along a phylogenetic branch
8e96990556d15508e8a378553bd49581b0090600>4dc9b921227ff0b85063b80791ae526920bd3485_1,"symplasmic isolation between shield, basal, and manubrial cells"
adf7c086b0eb5aef185a0997f92bfe510bdbe938>c1e4222aa607764916a3c20829597f80dd55aa7b_0,breather-like composite particle from interacting extended solitons
599de37e6628fd9e2f42eff08de73e85fc9e3e10>d55c95cedf9904a2776b682518c24b4d4d96bec7_4,tessera formation and crustal plateau evolution on Venus
f2bc9d4fc0cdbc8cbe17176eb94beda4d945149c>e68dbb485a87733e9b4cfab82309f17558158614_0,NCEP ATP III metabolic syndrome criteria adapted for Asian populations
f07ee4ec3ee472be24b2c8401ccc2fa1a1babda4>40e5e8a1c1da5aab2cfc39c38a9594353c78652f_0,adolescent popularity measures and substance use association
c9a63a4272af92612219617b75bcf0c6ab2bfdd7>cb101cdbe7aac08d64577ea4ec526d1663a9899d_4,arachidonic acid-induced apoptosis measured via flow cytometry sub-G1 phase
80254a9d7a5f4e9eda4b87519fef28b3e4188e89>f953cd0447d94bfc73c4920f95a2d36bb8e33e6d_10,BAROS score system for bariatric surgery quality-of-life assessment
3fa646a34100457a6036434475cc2a88d149268d>6df60e9f1a9933e1ff81b2f788102de3ffedeb3e_1,JMOSEL automata-based decision procedure for M2L(Str) logic
83c01be8a0961fdf5e80f71eaa5c5e6245ad94d2>ca62f7fc5e27239285ff1c174e0fa20148c44344_1,eicosanoid biological effects on cell replication and apoptosis
25ca9559936e465774c15aec38a69a4319395da0>1eb080cc5edcfe7f0e0dff1977768ca52e9050ff_1,NO2 exposure and fetal growth association using AQMS versus LUR models
525b1b526fd1823e49be21cc9a29637b99a55474>47f036906e021d18a01d2e7b0034d071b36db1af_0,improved mortality rates from biliary drainage techniques over decades
fdd6b9825b0307dee90ac57fb55aca9da2974dd7>1516747309b98ec9f9b7e58b947d35c5829e41a8_0,variable-length n-gram model for sequence database information extraction
2ec51a4ac8e1dadb1addd5837d760be4ff4d607b>5f827d0ec3bab0b44ce1419e7465ac65b794ac00_0,prior study support for dietary and exercise intervention findings
3f9329351c516e7547a1f0680d1b6153b0cfd9a1>7a5a34fc4b4d812b86e96f218f408b4b555f656a_1,"numerical experiment parameter settings (beta, eta) adopted from prior work"
2dab419465042ffc5da8f032470bd76372dd4c56>3a681477ad66a92fdd771f1849e7a5eec702908c_1,intravesical BCG treatment and tumor progression in bladder cancer
04bd0ceac333305cb6bf4a706f85e84e9e0db2bd>c71c93d89ffeeccf16be0ccb72b39348719ec306_0,amniotic fluid infection markers predicting PPROM after tocolysis
627176f8eeb568529ca271b247b1e07bb187e82f>0ab2a507f3a8788c53dfa2680c4a697aca670def_1,pH- and chloride-sensitive GFP variants for synaptic vesicle fusion imaging
5184c79102c2d4170f4dc55cfbc13781740c63a3>ccd5de644a7722afe300b0c6c1355a196946ce0f_1,pathophysiological and clinical links between hearing loss and tinnitus
40b002847cecce2e3cfaeae83e85393e57179a0c>1c8003c27d0022f241b42a1d5ca12b85e44726e6_4,free-energy function interpretation of belief propagation cost functions
238608d352dda1f8caa60aa6df4370f13023a6fd>80dacd865f89fbf22d9b1b054d6adadabac50d36_1,accelerated age-related hearing loss in a mouse strain
ead3afac058d76227c400d07c8745513b4a2ef66>bef79e42ea9dbe003d12b2a42803ee6360d8b196_0,short lifespan of a desert shrub species compared with grasses
338f1bb2da464e8125c51d346b327cdae2dac828>03cd9870ab3eff6fe1afcc2ec502ef2b979d828c_0,lamotrigine efficacy for nonrapid cycling bipolar depression treatment
7a398ddd062939cccfcaac6bb31bba744ac900f4>eb13f0225c2b403381064132819e15b23c719b43_3,OxyR-Dam competition regulating agn43 phase variation
d35227b7a396b97aa82a4422f50ad9f341b9a191>b910ddbed873468c87bb5d9218b6058c308df87e_1,community richness pattern differences under environmental perturbation
6eaf907d895b41ccef01ba4f7622a690eb2f5b8c>91b1d4bc3549eb20f2669fda6801ea2a72b5e7c5_0,astrocyte and microglial nitric oxide production upon IFN-gamma stimulation
0737665256ff19972931e9f44455a3fae7c8e181>355258a8fb114ff334a79ec21851615829c3f81b_1,inclusion and exclusion criteria for surgical simulation training review
5ba35b32fbd5fadaa10df97b87df75eaa2203923>fd4e86ba764f50dcefd4d57bb489a7f2c169e137_0,multi-country clinical study geographic locations
32ea32efe772213a20e9a2c339855a8c0a968557>b4facb522be23b950b6e9761488cc7ce78f784b6_0,increased closeness to parents during the transition to university
c530edac57ffa39997801a600c486eb231a87a6d>21b324399af869ff28634117eaaeaccfd52d371c_5,numerical methods for computing Type I error in sequential testing
9067b0284ae1debf2488a7ad1db111b8182e9b26>b13b1cbd30124f18adf4d8c5099313ef218c140c_0,debate over non-CB1 cannabinoid receptor on hippocampal excitatory terminals
017b71a302a1261871271628ea53281c404bd3ee>3f81217b132183810982bf9cdbde1ab57c594a58_0,MF59 adjuvant inducing Th2-skewed IL-5/IL-10 immune responses
0323f404c7211e8e7f5034f070e3e1a54ecff495>7b889faead3d086f66e10d2b2024f1a85419c7d0_7,gender-specific care approaches in women's substance use treatment services
48793a345eacc733e0e3dd51cb0cafd56baf101f>990f0494d4f46e43bdb76415e8524ce591902792_1,core group hypothesis in STI transmission epidemiology
7cda88815f9e7424090048076e27807c9dc013bb>3f93c7d5e18c1ebf108f3daac65e0701811667d7_1,ultraconserved elements acting as developmental enhancers in mammals
04cb3708ca6c1642df38d9233358fed315666921>6972bb708a8257aa7d3ed374f21c5b44b81d5a29_0,Sequenom MassARRAY genotyping of SNPs in the TEDS cohort
0e6ddb7d089493b2deba4ce844d50b54e2b023d4>66cb6767c5ae25fa1177b12774cd506b8e9699ad_8,punisher versus reinforcer effects in a signal-detection task
2676eb3b956a7aa69c652a1721fe05ae1c50776a>fddef7adfdfaca355c45a6d079095d4f38df6629_0,item design methodology comparison across prior studies
4dce430c34595c89fc878bd0c47f64f4ef2feb47>b04f0343c6feff16f8d846c2ca840f5416c2d7fc_0,cloning and identification of the GABAB(2) receptor subunit
6a97855c529f5bbcc57883ba6ae7686fa383d54e>14d7c8b93d9dd2c25c50eee83423d1f8d9e037c3_0,Akt2 requirement for M1 macrophage polarization
b26e82a63bfea6f9a641682487946d75f9018896>None_0,total bacterial counts versus CFU counts in cultivable marine bacteria
c07df7f914dde39e5a06ec71a57c4e1b3e99f8e2>83ddc9fbeb069be835983e88ca033110ed5418b5_0,long-term recall validity of childhood body fatness in the Harvard Growth Study
65d4de92fa86bfc182feced6c440382d9bc8d4e2>540ce47e26a5dd033bfb19a9d4429c739f7dd611_5,QUERI health information technology research focus areas
71197e96cc66d18123cffa099c043cf41b67445b>620a12113f0ae1f687dfcf6da5abbe6d3491fa85_0,optimal transmission policies for energy harvesting wireless nodes
8ed36b9038cd445e4e49839f936dd9570ac865ec>95b64fcf16863615d0b22142550c9a180ad00b32_0,induced membrane permeability facilitating material transfer across membranes
39c68a095d58f0cd5f54e942fee4b22a9c2fd9fe>7c77cd228aef0769225ede4056c91726153bf986_6,estimation uncertainty in transcript and gene expression quantification
06ca8b467c87ca28bd143d0bb60a8f339bfacf28>bada762f016ce32c42b219b8d214f88de1a3b927_0,respiratory protection requirements for hazardous laboratory procedures
d281e8d1efe16d668fdfef4b7f2225d9fec2135e>9ea24226d1b1a8e15d6fc9160a2a8f00ebfad2f0_4,vascular P-selectin upregulation in ECM-resistant versus susceptible mouse strains
41e9bd6b3e9dd39845705c0d8338c3d13ddcf917>bfa8970f6292b80844289788eb8cf87caf4b6b7e_0,sex differences in melanoma incidence by age group
4149753d1641df2e6cf2142932ac080e1c360e7e>04b600c385b0ed98e79d43f6a74da47b1532344d_1,SB269970 reversal of PCP-induced reversal learning deficits in rats
59770af31aa173b1e639f7b6686aa8e28479d3ad>102ea1abffceb6df270d310a1f68e062a0d71df6_2,neuropsychological dissociation between endogenous and exogenous attention
789c72f9687cbb58ecb2c77c926677e08526ac46>8e3029a96161f4c9622c30820d92b681e070ac9b_3,sample size calculation based on prior cardiovascular SOFA score proportion
0ebb754e982cfbea4340ebe1221b3d6804d9e709>48853d71ecf88b9341e448e130d36562470a1ae4_4,E-cadherin/beta-catenin mediated adherens junction formation
8549f3526917c14994cd25af7668b49a79c50a7e>575ee2415035c44c0f1ffc1de85232e1c3e26783_3,nitric oxide role in host defense against intracellular pathogens and viruses
c9411482609c16153ee6642525cbe322036f323d>c7c7eb67ff0527cfac32ced00dcf7df09efe8b39_1,Yager's fuzzy querying model implementation and extensions
1f77db999f8908d3193c70b68d31b6bfce3408f5>b330036ca3ba0978cb53ff7802c68ccf511a5262_3,zoledronic acid elution from porous implants enhancing bone formation
d437f4dd0bbf112bdf0387161b976b4c1a910eeb>048b5064f6b0594f2e0c3239076f2ae07b5ab790_0,drug-induced disruption of hERG channel trafficking
560c67b8d5c6e4b2809fbbd308d373366241ea86>b0fe8d2727db77f58bc430fef29aba3308ecd3f2_14,propionylation site abundance compared to acetylation in Thermus thermophilus
7a9bf55cf151a07a0ca8237e765ba0d1412c73ee>e232a3393e6366652d41b8619b6ffd7b240194e3_1,UDPGDH mutants and glycosaminoglycan role in Wingless signaling
4b40bf5ea0a2ded9d1f651c4d07bd5a5ab04fc73>daf678e8c63a4971516cf163fdd8178f3ae6b832_7,accelerometer monitoring days needed for physical activity measurement reliability
6a996ec970c62f70974a4068a7ac10327924c9c4>1485b24fd844bb89c645b859de9935775c5da2d1_0,ozone and particulate matter exposure effects on cardiac HRV
7a08c974b6ae6919690d45336d36da8da2a4beee>f0c6ade907d1549199e22221230c465ad5e0fa1a_0,aggregation propensity of ALS/FTLD-associated proteins
fad7bfa71587f1afdd345e0131692069bc2eccc6>7c7bcc55e3bad48806d2d092e358989839fb40bc_0,Nur77 transcription factor role in T cell death and thymocyte selection
a38b631c1c6bf34af69e04ff2bdc79b856ad8c4f>3ac795339bd00acc0c2a8d2794129a09eae53fe5_1,body image distortion and limb position perception in CRPS patients
a871d94e8a724063c6521072704bef915963add0>840bc3a33e54cc307a7c11abc287ed25391968a6_0,MTT viability assay for detecting liver cell toxicity
602d56f55b8c21475c9bf67e73c5d8e999ee9696>d9bb6f5360b6e9413e5f675d4164e29a6040a7c0_8,Ptf1a enhancer reporter construct for pancreatic gene expression
925c2189d093ce7992061e64e732ed018de6e064>f30312caf49194b294b589b3b9f71d95136acc45_0,sex-biased parental mortality from differential reproductive investment in birds
a8631ba39f7b793821f3826561c75c8760c63ecc>8171e6651c80359e878f31d290825064a7430c9c_2,large-scale experimental study using non-public datasets
4f7235f67d107ab3cc2be302882490f552f25bcc>1e5c04d4b5c4defaf48cd7ef32f6f3246ddb04a8_4,ABF1 truncation effect on plasmid loss rate
ea92be6e5a2c9249991326f5e9f847e20e470322>2f3e26e993c38d346b279a043e05dfc140edf561_0,deaf couples' preference for deaf children via prenatal diagnosis
aabebdcd75d9553f1fca9583912b69034dde0bb6>cda1dae0aea44fd8199b394142d1ca752ea7bb2d_0,chronic pain prevalence variation across anatomical locations
d6228aa33ada378031b06729a718aabe0a80e1de>dbd605458b9a35250d7e45c5ad01be0b99f1d676_5,circadian clock factors PRR5 and ZTL in hypocotyl elongation during deetiolation
80160aee8cdcbc26e6b65dd28fd07246c349140c>9b191008e5ce88ef5fb79694fa7fb8d7ab10170b_2,antibody specificity for PLCbeta1a/1b isoform detection by western blot
602d56f55b8c21475c9bf67e73c5d8e999ee9696>d9bb6f5360b6e9413e5f675d4164e29a6040a7c0_6,comparison of Ptf1a enhancer activity in CNS versus pancreas
acf642b538715cb6ea800e15ed4607dd59f18035>45d6e04079454e5926a07f36c6b753bdcc73949c_5,treatment ranking based on level of clinical evidence
2ca02485ab89a93b324f5d124fddef5dd1ae5bf1>fc241afc9b2501050c9f6f33ec23184d4d7cf54d_0,"Substance P role in reinforcement, learning, memory, and pain"
25a16f6fda8c4a6b685a3a99315cca3eb148eec2>c08d82e0e656dadaa0c26b1a21fe57fa60bb84d8_2,personalized treatment approach for IVA patients with clinical heterogeneity
ac5fb99eda6b95e9703bb3d93417df5f7373e662>e9891d090394b105cc1a6a85ccf55253ca96728c_0,dengue serotype shift over years in outbreak surveillance
44c7c79b39007ec574c521655fb110c9e8136697>d7645f7a305afba77a4b110d54def7071cec1ad7_0,pressure versus volume overload effects on ventricular wall stress
9f3c19ca2b819e2998de09629e899d5bf4d9a6db>d54d33395f195c03c69c34378928eef1bf0a59de_4,eye movement/saccade data variability across previous studies
fbe2b4790a395c4775feeeb95809b4714d2480cf>3bdf4d35ec0e7e93a775b55ac28bdc28f6582584_0,image-source method for simulating room impulse responses
98de6c3c88627ac6c8e8e3a869a505b1747f4bc1>03737ea929677707249af13a60920d0d465e240f_1,cytochrome P450 selective carbon oxygenation advantage in biosynthesis
0eb995565abac581fca293f6648e0bbbca262ea2>0593fe46483ca581bb7792fe9c3d9d16fdd76ceb_5,mTOR signaling requirement for mechanical loading-induced muscle protein synthesis
f7c081c8d98ce5b6be14fb2fbdae375344468700>19a47a8e69c3f6b0f532c1ab00860ebdeccb45b9_0,acetylcholine receptor alpha subunits required for neuromuscular junction function
c1ccb344983c0484c753fd079262fe1951203fcf>650a503a8009738f43bd972cca8e956fa080f76d_1,selenium supplementation and swimming exercise effects on GPx levels
17a6f6a5c2212f749eabe8a42b30011b2d2ceb69>6621492f79ae0b3715a6724c53030ea0b2a54386_1,enkephalin-immunoreactive neurons in reptilian brain regions
2c13456115cd6e83130cbc7c0b15a38e97f4169b>57e27ebbe6e343ad629d80fedc8b22b6f7eb1978_4,left atrial diameter increase associated with atrial fibrillation
efea2e6db9cb7b6409261990fc4ed04681463019>9f7cfa83d1c8dc1125de9d36d8e89ac8b5ee1c87_0,hydrogen bonding stabilization of amyloid peptide aggregates
42b6be6e6421abbbf469317b65131d48a47a4215>8e6467e2e45ab1a1050ebad9e20016e203fece8c_0,fluoride dentifrice use reducing dental caries
04aaca2e9284f6a51de78e0cbc5fbc2c43348a39>425688f5400dc532230fd7293fed1dd3bcf09ceb_7,RSC and SWI/SNF chromatin remodeling complexes regulating histone transcription
3f843dd8e9e6c80d9f7a729c95a7a0ea395265f9>None_0,lower fish abundance and biomass at human-impacted river reaches
6e8979e5d809a1a475aa3c8d1155aef92b4b6529>5d5773ee2c824c4219d392faafbfafda88ef6db3_3,validity of ambulation and defecation as emotionality indices
