citation_id,citation_topic
6f5baef8376ab292479fdfcf7ae72a4729e0d9f4>efec4d3ccba5b71debbe6e97db1a8c51e62fefa4_0,fungal beta-glucosidase structure affecting lignin adsorption and hydrolysis
2df84aefb85cfeb4a6c2d869bfc592a27b0e55e3>a70a1886ae499016705a6ce7332277927e6f8481_1,hyperactivity co-occurring with behavioral problems as risk factor
50b2b14bdff972bdeca0d0db75d0f2cba5b2f99a>997ec6defbf30d8dd41f32785fc8d0468ad2c15d_2,ENCODE project targeting the alpha-globin cluster region
ea29c9cbcb8a1107f51d661293eecf5d2d6fcc12>None_0,hormone-treated tilapia hybrid growth outcomes
57f3ea4b5b6dc86750ca72fc33040b0ca684fb04>0073ca1c9f85b23520e8b3c53f146533f6fe68a6_0,IKAS calcium affinity and cardiac electromechanical alternans
823a49c10ce0e05613afbe8bbda7b7219e43d2c5>4448616a83a88c54e1ffddf0390716630f9a4b70_7,automated misinformation collection to curb social media spread
21c7fa119032c976a89625081e9fc8497aadf520>dbcb2c6cbf1ce8aa365028b1437e918b30e5e0a5_3,elk habitat selection factors including roads and predation risk
11dba738253fd6d6461fc50e825b1fec7f94272e>15b2c44b3868a1055850846161aaca59083e0529_6,comparing an iterative algorithm to a prior semi-supervised algorithm
a9e94c0d1113bdbf55231898055734169233ef3d>72b6bfff4a133a3c3d9fc44f8d7bf7f2f56fdd2f_0,parent psychological distress linked to child illness variables
e231393d1d680bcad7cb3a744dca89c4ca689ca0>bbff61e1af17932c95494015daf83552078dfb7e_0,photoperiod-driven timing of sexual maturation in krill
f701cd96f48204b65ad528b72abdb61976bd5b95>4ef0aeeceab7afaf84472b48ce85640d77a2aaaf_0,"growth factor signaling in tissue vascularization (IGF-1, bFGF, VEGF)"
da7b2a0cfdf289be8ff0894bff41da9912fc6ce4>a0b92ba629cad9374df7b6f048f679c318c2508e_1,complications following total shoulder arthroplasty
88edbd25bbcb41311a5eb7553c9439c72f7bbc3f>8934adb4658ebb3061494086087f5428699feb3d_1,NDVI threshold used for nonvegetation pixel classification
9067b0284ae1debf2488a7ad1db111b8182e9b26>b13b1cbd30124f18adf4d8c5099313ef218c140c_2,"WIN55,212-2 effect on hippocampal excitatory transmission in CB1 knockouts"
d3b9bb471f77893ba3d9434ad3aff83e6a2db005>e0d2861a9022667a93a8a0573d44f238f7c3a027_1,"spectral clustering baseline methods (NCut, NJW, ZP)"
fc2f113764f20bfec6eb5ab5e6e796d3ac40e1f7>aa73756cb293b4322b41a025b58f9d522787e48d_1,exercise training effects observed in pre-HAART era studies
78cc2e9e52d5951e0dc923d0868dab6d1042801c>bf3034947acfe722fb34c6da3c573220ac8982d5_2,fitting decision-rule models (LCJ variants) to simulated data
6ffc84a3c2b3f8cda526d914a271e4301487ced6>936bb8e21dbdcf136d9fe9191d8672e909b769cf_0,nearly pain-free experience reported in daylight PDT studies
6dd3f5f0e50f529a78c3a9dbd00579cd2eaae7eb>None_0,allelopathic effects reported across invasive plant species
81b2a541d6c42679e946a5281b4b9dc603bc171c>c7788fe99735eceff2bcc37401fc02d2825f739a_7,boosted naive Bayesian regressors evaluated with Plane software
5c0adf4e8d00cc88dd8df006da051c5cdd75968e>d050c9d868f1fbe705b0922db9e829b32f7ad39c_0,Lasso used for sparse VAR coefficient matrix estimation
9a068a63f5ae85227863a972c7204903fdcca978>73619c0c3ee055ee31944e3a71119e9f68d42794_0,placental Igf2 expression and fetal growth restriction
4f29bb911fced42c0eb022b0667dc1b8821e281a>5af1eb1c5829e593c8a78c79221ff56eb01a377c_1,bacterial strains isolated from oil-contaminated sand via MLSA typing
026b7cae6eb1dfa570ddc4100135ff7b5023b6de>0b29c289bc5f0fa7e51090d1ad00654754b68b94_6,existing string matching approaches used as baselines
0c160181c3fa74d18e5b3a15cb351edd259efed4>42a0035bcddd0d0d1f8e19800e396ac4e1bc03a5_10,mitochondrial and ER stress inducing cell death
a97e549fc058efda4e870c53ab6ca98d695ea323>881a93939ebb854b95f1e75cd83b4ce80c2e4034_0,dye-loss assay for synaptic vesicle recycling at endplates
922f2fb5ebc5d7d8e08b087bdd4df2855bdd4b48>73f8d428fa37bc677d6e08e270336e066432c8c9_10,interactive robot behavior design with pseudo-learning mechanism
0fd5830f851a1745de63b38ff1b9d1747b93ac02>9639fc85db8fd700c897f0e186f01a04775ef572_0,beta-adrenergic agonist effects on amiloride-sensitive sodium transport
fb7521ec13482dfe6adbcbd51adddb0b0365ebe6>cf46cd232a6d2dba5fb188098b22530729694053_0,cyclic PR protein expression in Fallopian tubes and uterus
599de37e6628fd9e2f42eff08de73e85fc9e3e10>d55c95cedf9904a2776b682518c24b4d4d96bec7_1,absence of periodic extensional fabrics in geological layering
cf8ab9516fa05da66e8b291d4242ec04f9123759>e93a950210fb3f5cf13dab18f70dd99b83b010ed_2,CTC1 knockout telomere and proliferation defects in fibroblasts
11f375a8dfc9df50b275388313911cc0f33c5662>082295d930c2e24bf19079e43f7d8d11ea4beea8_0,SSR loci repeat-type consistency across Solanaceae species
ca4d2aef7421153f0f2c93db54a3e06a4942d329>a0ecd52bfe814e4941617cb23ba53b88a15397c7_2,constant sequence sampling across viral time points
985efcf5c9f280a8367dfd6d7c20d7f4781efd75>fa87b0e071e5b9a6ade7adbc5a3b20a3187c54d4_1,geographic distribution history of a fish parasite species
b4be43bc2e0130313b5ff0e93ac7a5d2248ac609>b4d65d0c912971d0a058ee5eceadd1b48b2c1618_5,"muscle enzyme (LDH, CK) stability after short-duration exercise"
abedef7aac09e682a32e94302e0d56dccbc02520>4f0e6e7d48a2c4f0586b2d33cff7f3c3099a1cec_0,iterative design-based development cycle methodology
eb948160e1dc8574b80f85f5b19854ad5cb17422>581e4e1cc17a11ad8469b353ba73e0f2f3eb45fb_0,public action-recognition datasets used for method evaluation
98de6c3c88627ac6c8e8e3a869a505b1747f4bc1>03737ea929677707249af13a60920d0d465e240f_0,P450 BM3 as engineering template for chimeric enzymes
87ee0e22badbf753b4e2656a6840cb629ea2e701>5ed47e8dad33d5222bd7004a06a1fd8df002ac57_1,topiramate protection against oxygen-glucose deprivation neuronal damage
8a06b3a1694b7ee9ac3b2211b7cbc05efc7528ee>f5218e9a520e2ffa600f6c487ce3e0a2cff01f09_0,Ruby language's compact syntax and built-in text-processing features
28127e5eb5c74acb1127b6e0f6d818e24c08fa3e>059b144b85110925864929256a42f6902929867e_3,CELF1 CLIP-seq binding site analysis in mouse hindbrain
e300bde47ff38b78bd09fc3566e9c3b5a0aa21e5>6cd197b734868a247cbe0564c4e856d68bc8652c_1,grounded theory inductive-deductive qualitative data analysis
8c8a85cfb87618bddbd639110bb07c47b5f6c0a1>08ac591d417dc808c35e64106983034f9100ac4d_3,BWW evaluation framework specialization for OISR assessment
917767e7e78b56764648d403f7fb5137f47c34af>08b0f8f0a6310467ca72b59cf67521fa689bc0f1_2,reliability limitations of dot-probe attentional bias scores
7d53a24af17569b11cc49d26ceaf75aefb0566ad>f96e40f804e2764ad75d87a430b61a810616eef7_1,root mucilage chemicals modulating root growth feedback loop
ba67231cf2a97a5168c508f4eb5e85d5d647ac92>65e1507959b2afb1def77f805e5a6b615dddfa70_0,"GnIH-GnRH neuron interactions across bird, rodent, and sheep species"
e8b98c4799f4095d14a3eaa75e0ad464e2715aa5>5b349d4294ba4387cbbb237f87727850700c6970_1,villous morphometry measurement method in intestinal biopsies
ac7e20ab08b29b6292f1240068de5651d42764d3>7ccf3f1567a87db5bdf26656a7a9d9f7568e0baa_4,uncertainty data source used for climate/ecological estimates
be709f0cdb0e46259cd4425b0a5e3bf1c5dab79f>a596eb0ef9542f3bcb6036f593c26162d11ab220_0,cognitive-load attention control procedure for self-regulation studies
294e7c7cee016a858f4fc6da0469b8377de66738>88f2a5bf4dec085e901183a071e6722cb11daadd_2,"antioxidant assay mechanisms (DPPH, RP, FRAP)"
298168bc61b6c07aaa8a1b49f9740bd8d17f9e2f>04a729067b4776573460cb47f2e5553b2d9e5cad_0,insulin dose determination for detectable fMRI signal
ee1e31b1203c23ad9e18bf2877712acfee26df8d>5b759397c2f45caad450907490c6ff11cbad6e05_2,classification scheme adapted from IWG diabetic foot risk categories
6ba0365c952e5131a853dd2cea103f6f13818222>58806a244b5b10468cb4183a6f3855429548cc3d_1,DoFE program for distribution of fitness effects analysis
0b8586f3ed13a8be53d54a67e9ce3c2ae39f34f8>da6ab414d4dea72788adafb836914be433bfbe11_0,early-life events dictating lifespan in model organisms
e3266909d21cdb575c213b644a6e9be45500459d>33f3c96fb4ec5bbfd120b044f2e6f96bb0a86016_0,young rats' greater sensitivity to dietary salt loading
0ebc4128400125a8c07a09d3c89fc730a4a21338>30ee4210a90728acec437b9c0f6f66b57f34d903_0,largemouth bass confounding effects in lake food-web manipulations
79c0b209d832fa300cfadfd63ccc9b4076e959f7>9e4291de6cdce8e6f247effa308d72e2ec3f6122_3,CAPRI constraints and optimization scores for network inference
71e44999ec49df6432ee727fe46f2868a2c9abba>9ea0eb84754d3befaea60d6ee76021c2ef30068e_1,platelet-rich plasma applications across surgical and medical fields
b6ea6f0e6300496feb079d5598d53cecb2d2f180>9072ad3c6fa2ba64468f1c446f6329a4cc296ae8_0,PEG-based bowel prep taste and compliance issues
a97e549fc058efda4e870c53ab6ca98d695ea323>881a93939ebb854b95f1e75cd83b4ce80c2e4034_3,MLCK-myosin II pathway role in high-frequency synaptic transmission
43b02723a14f38cf3060af20b7d6d576563380c8>55899ffa1ca17fd8ba86a6298a245723ddb22038_8,nonlinear mixed-effects approach for plasma profile matching
6cbd291523ad870ca223d02dbdc08a3cacf2b517>077cf67ea0492247b46b81fb04842daa5b799b18_3,refractory status epilepticus incidence rate across studies
18c97ea2ff60c110cc2a523e0fdf729608cbb083>fc13b9c3dfcc121013edaa12fa8ce7842aaed21a_0,mitochondrial permeability transition pore in neurodegeneration
f7dc1c49b625fd770aa0559b9563888bfd0fa312>a2b00d59b28102d7806f6733960e895b09baa768_0,double burden of malnutrition prevalence across African countries
f0cce550a3729bb78a82bb8466feef796fd0d3c4>c384adddcad3a017f8dad14c9847dae0e6dde323_1,baseline unsupervised word segmentation methods compared
81994bbfd6d2e174fe22f4f1d262b55f5b591df8>d144561f7e1c3b2adf4e3a543f66d061e814cdc7_0,ESBL-producing pathogen surveillance rates in Latin America
4a8927d37fbe3a0e975103534fbfa8ef7a016989>a6a4a7b82224739378273f1fdbfeaaefe92d506f_1,bacteria and fungi concentrations in archived Darwin-era desert dust
69c6107b7cbf1c90bb5ec950f5d5379be933e1f2>528a5187dc98ec9fa5a0484c9d204fa48d47fa6c_1,single-molecule FRET assay for kinesin motor protein
01da7ab3e60651d06ec5310b01b37de15209cffb>04b58bb061196d566acb2985659445f7a5985be2_1,SOM network organizing web documents into 2D maps
5ab47755421be3c564a7ea61f37bfdabc4d3822b>37d72f5eff3540d6a99788c4ca83de2415d8ba1e_0,active contour algorithm for organ segmentation in CT slices
27ea0aa5f8d3e1dc7c449aceef59524dd32307b5>21cc7a2a24c33fe78ab21acf5ea2d548fa11b0d3_8,oxalate secretion and excretion changes in knockout mice
c20db8a8cd0649dd3644a897404c8d5100b7c707>76ae742914fa618d9008cc1c664475928843a279_5,SPARC glycoprotein functional investigation
9242171373f7b6fda7bb414c78bffabb73a31ac0>7625e01b6737feac8b8602fc2f8e685ae4c178dd_3,unreassessed morphological features used in phylogenetic classification
2b80f65e936e58979de232164026543edb2a79e8>8f01119d68d6a980ec1608e905be6e4f58cb328a_0,Andean uplift driving South American biodiversity organization
5ddd341c20f323d736e9b3899ad20561c9bdbeea>8f2cfced117e54b3e1ba97b0e43f34e0ec747952_11,seed-infecting fungal endophyte diversity within individual plants
9afcbb6fe34cdd134093342ee05628f244af4642>b3d9e1390b0494c3045ae5f99eafe1e6251ead6b_0,chlamydia infection sequelae and facilitation of HIV transmission
04d6dbeaba77012fc46b6dbb754f5a21c38585c0>a6d776b63c363a771e2bfcd74122168371419927_0,EVI1 overexpression via RPN1 gene fusion in AML
0323f404c7211e8e7f5034f070e3e1a54ecff495>7b889faead3d086f66e10d2b2024f1a85419c7d0_2,integrated referral network model for women's health services
c43bc225d4c26f15eb7a05db8df524fbba5e2797>68a799116f2e0ccb881ab91210d54d81c0ade6eb_0,functional and mixed amblyopia diagnostic criteria
fe5b9a6875390927887817d0d3a6e5900d039ddc>2875c8af361eb2d9089556732cb1b807f1da1379_0,anti-cryptococcal antibody enhancement of effector cell function
2e29f5407ecdbadaec1afc0c192c6f337b088d32>779aa36de626c0d2e8793a632d8a375b307ccd30_0,prevalence of extinction bursts during behavioral extinction treatment
9f05c676f0e8b52a1fd82d87cb79c37dde46efe8>88d58d02ad5433046e0b73d42c8632e2b72cb798_0,computational OXPHOS/bioenergetics model for skeletal muscle and heart
6e8979e5d809a1a475aa3c8d1155aef92b4b6529>5d5773ee2c824c4219d392faafbfafda88ef6db3_6,trait anxiety versus state anxiety in selectively bred animals
8eb50fb948ce27694e7058a241fbaaa91fd78b11>fc649ad92d82601aa81e9bca6eab323ef34309af_0,hepatic lipid content assessment via localized 1H-MRS
9184109d9f2b9815b82004e1d6f8353318d19412>9d6aaf1a9388496c3b0ae42f74af16ba532ec0f2_7,Th.o.m.a.s interview instrument for theory of mind assessment
63abdea08fdba7060a3422602825f0f2acdc8ead>40b346d6236879c50ef68184b19e6e5ad562b632_1,McKendrick-von Foerster equation modeling predator-prey biomass
4118d21a5a09a31994a63d4d6fcff521855a0ea7>d82369cdf3bf31e1fc1231e0705c1768930d0d5c_4,TGF-beta induced apoptosis differing across gastric cancer cell lines
ce0ca90c7b34525306f49cbee40465972254f6c3>230ebe13b29d05e9c1ef6aede264ee108eb64592_1,hyperuricemia-associated glomerular and tubulointerstitial injury
41d69df1533f4ae4ef6157e6645ad37f3c540ce0>c1e05d9fa428e6b081081d4d4948ef498259047a_0,enzymatic and non-enzymatic reduction of pentavalent arsenic
29248e78f2057ef835bb444c9be4a19829df9dc0>62568ff0d30f5935f874a409cbf3ee3ddf3fea0a_0,S-reflex and H-reflex testing protocol replicated from prior study
11dba738253fd6d6461fc50e825b1fec7f94272e>15b2c44b3868a1055850846161aaca59083e0529_4,semi-supervised algorithm behavior under worker independence assumption
599feb4b2dc522afbf540675ef031b1bb88a65ba>a967d1ac47bfa7a596f1342cddac8c80c4736ac8_0,CRP as nonspecific marker of inflammation after tissue injury
ca6452209619a651c65919776688b9fbbf2a293a>16dbaf87b0497693dff3dd58e891bdc75f4fadf5_10,smoothing proximal gradient method for sparse optimization
ce2ac3ea88288376d8f7cc615fc6028b09851724>1176a93e8729d869188d36504df2f75845d0740d_3,lithium chloride inhibition of GSK3 and IL-17 gene expression
0e6ddb7d089493b2deba4ce844d50b54e2b023d4>66cb6767c5ae25fa1177b12774cd506b8e9699ad_6,reinforcement sensitivity estimates from human detection experiments
f56dc302b35059b41b4c61402fdae1201f5b11f0>b51ada959360f03bf10b0381fe78ad12904a3840_0,sperm protein tyrosine phosphorylation during capacitation
9462acef826a6b495fe8fb281660ee4418bb840e>21aaceb3fc27e8cc831e25191d967daa0d8962bf_10,total recall as marker of long-term episodic memory
9a657dc9c18cfb473e374be2d077daaa35e46dfb>5f4ee4e60a9bba28f56c47f37aaf5f40b4ce43cf_0,alternative polyadenylation site usage of Dicer mRNA in cancer
cf43ab7995bb90d374fddcf917685ae5c757c13f>c0e9eaec2955cf840c040baae65c4a25f1f6f126_5,apicolateral membrane addition during cellularization furrow ingression
15773ea7112a6b3149fe55d7c9602b23375b3705>78d26d223331a183fe108eaee8cf1b444e09e1b2_1,prolonged cocaine seeking during extended-access withdrawal
9ec46e357eb712087ff67c6f2167f804afde36a6>a527497e2ae20c54ef95e4e4f033a1d2fdd7c139_0,OPNI prognostic nutritional index formula
86855b2edba45442a02544bbd44151fc7ed89950>486b9d0ddee27ee10ae1c2b7c2e0414bf1c0f116_6,2D versus 3D brachytherapy planning dose accuracy for cervical cancer
48bff8eae05fb5369b0026742eaa79178e107fbb>bc6ad001c395e92920839e45dfd7e05ce69405d2_5,"prior NLP tasks (sentence transformation, comprehension, QA) as related work"
385c037a43bb2c23b9f686183c13e9ccc20724b5>b2b7024793ff8da6c80df9cfadd2b524b6d6f35e_0,entropy-based merging criterion with sample-size threshold
6e3118bea00098bd9a2a935a753e52dd333ef07c>d4cf1570fa4a901f5933186ed50157d7ba5174ec_1,albumin half-life reference values in humans
8c4901f35b5d170ee08ac0210faef1a091b5faee>None_0,extended active hyporheic zone denitrification findings
ba43f7a0b2850788b818f2096ae492ea4ba0fc90>d1a14535c8d5eb2a6f09e5e3d2c1b025c182d7ea_0,surface curve sparseness explaining differing simulation results
901077d4ad9080b04cc178eea5c459a75ca79bdd>4e3427bd6cc0dd0290be6c146b46bda6ad05403f_10,cyclosporine A blocking FGF23-induced cardiomyocyte hypertrophy
4e76d6b98473d7af7d7c946cd9b4e2d110de5606>9d57eaed154045f05a5d6543d72db7db873ab390_5,planar cell polarity protein localization in Drosophila wing
e015b92bfe4cbdb63e55bd7df5fb3b909d0d0ec0>e5abf6064f6ab260747a324de1e7480d9c2c53a7_1,food frequency questionnaire reproducibility and validity
26255bb3299872239300244d1ed410434b5779c5>fad4b142d8ffefe22a9058862c3b09e031c3f1df_13,Arriaga method for decomposing life expectancy differences
72a5627477a1d75c9b98ea862a53fb6a4cd7336e>1a998506899da3bc703455bde45114bd4c228947_0,SIFT descriptors and k-means visual vocabulary construction
740aaa319103712a66e1c826ef10947b4958b2d9>d2aaa1b7c0f2ba2687dfa658128871bfb7f91f49_0,replicated experimental conditions from an earlier study
43f9708d3b59a30b17bcaae4a40eb47009ef8a43>babae3cde475bce2e383050be5c8b58d5fa75f35_1,"anti-epileptic, anti-nociceptive, and anti-addictive effects at similar doses"
289037bbc1763dfe56456174f70b46191ad7b8ed>719cb0d643ba85204a383bbff42b7959d1b56d72_0,variance ratio analysis of postural body sway
2e56164942c6844c544c0773b05e8e035b58aaf5>84148a13cce6d42b7cff6040965cc77bccff1c9f_0,TCF7L2 gene association with type 2 diabetes
7cd5d7283db00723286daa4a37eefe237719a634>4fcd1cc16ef9f2bd97c6e9a7a66e7ad20e3b7a66_0,optical scanning method for peri-implant soft tissue assessment
05a1523811997bbd788a1b8ae83ddd07777ceb76>c01dfde3e76de228accb164d305a068c327dce35_0,hand-function test as a common stroke rehabilitation outcome measure
6db64093b62fd825ec1ded478d55a9b26047617a>5212712dfe43e840c327bf4db261ee61130ffd88_0,peroxynitrite activation of JNK under laminar shear stress in endothelium
6fc5ac6855c8abd22c2146b3e37fa3c6cfd2c211>a447f82f235cbd165a8c23848f1390755dace24f_1,normal reference ranges for GFAP and NSE biomarkers
e62fe430ef58aae90a661353359a54752475d89f>a65e19a79127c9e52fcb3eb8cd954ebdbb848cd9_0,iterative procedure for selecting satellite network applications
93be00306300885a956165f4654d94b05e5c7959>f249596513f8317b7a8e4bac5d961d2a404620dd_9,peptide tag interference with Skp1 hydroxylation and activity
6bd3d6b81899b05097be5fca2d8cd2766569b836>cd5fd50d44267650aa5a113f044ee333a58c7abb_0,CB1 receptor expression in eye tissue and IOP control
61c87ab40835f7439b7f775efa19798b4f124e1d>b34ed4e673a44d41168bb7168c314b0cf027e8e9_1,probability-distribution-based correspondence matching techniques
4ca143a333cae66e08397016280e99ec9f3c2816>0059e599d7cc01f430427c03402f1309d714d1c4_0,phosphoprotein signaling network importance in AML cells
d170f14baf198fb05b887b00dc29b8f65895c682>5ddbb4ed63ec5cc6dfb178dab4847c62d50be0bb_0,sperm morphology abnormality rates compared across studies
2c44d052bca5b7eba32fa6897b7bd6b4bd397a7b>4f9d8eb75f074bba40c264ffc0e6d36d63417d43_1,balanced Boolean functions with optimal algebraic immunity
6c915c18602c305938d29b631d35d1c292d623ab>9e1ec16016fe55d0f6c133cf982d9161bcf1b6b4_0,PRISMA/MOOSE guidelines for systematic review methodology
cf7aa95754624f61f0f93b18570d3f4d7ef5a653>f20116e13a37c246a4f4e3d3ff18e4137ea69aaf_5,flagellum-mediated motility in Campylobacter jejuni infection
0e4f01c0d0a5a9b9e2e6874ff378267394d6f0c5>04723ba4c737fd0e06187b6d054fe29b59c2f32d_0,calcium transport changes in sarcoplasmic reticulum after exercise
e8b28ea410efa058d78aa219498e4b417228cf71>e4ba0683cccd1a5c2c8200b48cf76a5fb96af984_1,diffraction grating and LED design replacing spectrograph setup
556c846d01d6452f6d4c2eb49d1f87e28ab8facd>0a48d6a93d46bf1028087f70ce5752d871ca6095_0,risk preference measurement design replicated from Dohmen et al.
b72a340cf0e8daebd885f4869fb40ed087301c86>424561d8585ff8ebce7d5d07de8dbf7aae5e7270_0,Faster R-CNN as baseline object detection model
4cdc8a32a8cdd080ba4cc64657934782ec154553>641a2907c5e94d88c60daed34f72b724719cca55_0,NMR structural interaction of an ATP7B peptide fragment
e038febd8a950839ad8f2fce1869bccb8101fa23>ab91e76a78fe837df69ce92e5eacf3952c204ecf_0,SNX27b splice variant upregulation after methamphetamine treatment
2c73cc7a94f6efc95931d5eee0825bccbec4d4b1>86acffef08a122b69572007742a3f637f124279b_0,metal ion coordination geometry stabilization in protein active sites
f8b87c4c9a2e53595050247bd647754966cb9822>b98cfb320e2f5f8962acee01cc35293827632397_0,UniFrac and Morisita-Horn distance metrics for microbiome beta diversity
b950f4539f57d008a62d1b14f076fa79362226b0>096bdd2bf22b5f68c1e4f6fb8e684a3e8f47953c_1,character N-gram language models trained on spontaneous Japanese corpus
