citation_id,citation_topic
7c3ec8affe80beb015f6355faad57799bf206459>3005dabe03d5b8c434f102b821349c2a7c23c5dc_1,ACC role in performance monitoring in ERP/neuroimaging studies
cf3086f8fa0c1e4b46827344845e379e7fa5b6d0>da09d06a0c801840dfd44b8f76783ea9f621ad01_0,Risk factors for nontuberculous mycobacterial infections
b0e50b111ed8c40f2e44d33baacfce1c933b2ac2>f7689017c47c1494b6564076bbaaf29b266b0d60_0,Correlation of fMRI signal fluctuations with pupil dilation
da2a80ac34255bd566db0fcb01f9a4d0877cc43d>1fd9bb3fda0dae1ee2d5495072456b6c64f3fdc2_5,Evolutionary transitions in carnivore sociality and social evolution
0eea5d66f255d38333a181b445047d93ef678a93>642ac876ef7734e2c7b852bc3a7a8d987d8dbd83_3,RSV-A ON1 genotype with 72-nt duplication emergence
026b7cae6eb1dfa570ddc4100135ff7b5023b6de>0b29c289bc5f0fa7e51090d1ad00654754b68b94_5,Comparison of memory-based string matching approaches
53487fa815c528121eaa639a3162d3e9630d9ec2>f657ef9206da3171b9f3cc7f7ca920a560a732ba_0,Cold-induced sympathetic activation of brown fat thermogenesis
1e22584fc8f7f0deea6e96df287c37c37ba86c6b>f2e8507a54cb42a001465944fc7113c43bb0a61a_0,UV cross-linking limitations for RNA-protein interaction studies
da129bbae192b859105b6d1727f0ff08f6b7067f>e20ce17f7e696a42d1681c36dcfc6ceeec649691_0,"Systemic inflammation causing weight loss, amyloidosis, osteopenia"
d70c2ec4118ba21ec83b96cb5780a89358349b61>38cfba9172c94b091950a5a8975144a06a288b32_3,Deficient cortical processing specific to speech prosody
d9f525209f06a5909b0d69cfe7754bf956e5c0cf>2d57462aca8d06674df2b058e23b5c0e3129a472_0,BPC recognition for segment-based speech recognition in noise
2bc41c1556884d73206abcb0f0c3812e4bef205b>d91ae7f9c252cc67980a19231970ee249fcbd92e_9,PVWatts solar generation estimation tool
5e2d9901e151816706feba16382be65770319d4c>63e8c3cd4a665a1d7b4f334530a5b78c403f239a_1,Neurotrauma as a significant public health problem
ae94ed70a5df863c0b9ba6c810d2d90cf2c1d340>f2230bf9bba2de50a7376f9020b1a837d7913257_0,Antisense disruption of hippocampal GluR1 and memory consolidation
22969ef928fd23237655dcf226a8dc76a5b971b0>38de7a68dd401e3b89e62a48763d9aa92897b88c_11,Local phase coherence for image sharpness evaluation
6354fc2c88133dea2fca5e3976c5177c0aed5280>0ebbecc557e26425ebff0bfd91a0c48c45124eec_0,Dogmatism Scale as a measurement instrument
e263d81cb5972ae489aec719b32fcba68efff806>cf2cb88d58aeb69a3cd33792a084e98de9a302bc_2,Maladaptive coping strategies associated with suicidal behaviour
6f0b8e2151ea0e0fb46cb6db1b1b0a8e9cfbf08b>4946e98ce869d257d66c6d0e637208094bef0986_0,PHQ-2 depression screening measure in primary care
c6a2b8983cc8bca5eebb19ecd16cb376abc647b4>6c6768bb9655d39b36bf0037cccde1c1d31c838a_0,Genetic influences on personality trait stability over adulthood
0ebb754e982cfbea4340ebe1221b3d6804d9e709>48853d71ecf88b9341e448e130d36562470a1ae4_5,Cadmium-induced disruption of E-cadherin cell adhesion
415f1da66d3e8911bbc9dbe9f7b6d1bbc7998e0b>6f05059c16e8ef3f49dee2afd11402631c824e54_0,STAT1-deficient cells showing increased STAT3 activation
d919773ced4910ddc6528aa0538baa3fc015e011>d4a133148d9f9211bc3f0f2ed4bc58ef3da00095_0,Comparison of smoker versus nonsmoker findings across studies
6cf8c878005b383009bc2c1366f37ac7ba4a1eec>d7b16091b800b035259e82296876124e9d9d8e3a_0,Low chemical doses selected based on prior studies
d14b2dc08f3fc175618c2945e516a87915829de6>c7cc74cc8709bb91a96d74894107fd8c24e7e36d_3,Cross-sectional study of chronic respiratory disease prevalence in Lebanon
114de63c96176358b8cd3c99aa744c86f0eeced7>7ffdab1930ccf68c10be4cf9a9ffdb933c9dd516_7,Ziv-Zakai lower bound adapted for elastography strain estimation
eafafc708296c462edc9294e1b8f3b1dd3f4dffc>8f12510fff2f067cbd55ef4c4c5ab01a7314beb5_5,VOT merging in Korean aspirated/lenis/tense stop contrast
7537d04a2d50b34694dcd6cf5ba0730a80aac153>c344f4fbe8289dd4c71b8284477c0b3c74322420_0,Twin study sampling criteria for alcohol/drug dependence diagnosis
57b294c67cadda0c07442b8e8001ced372af586f>8a81fe391aa6b851b66c742deda76f49105c3501_0,Differentiating degenerative scoliosis from other causes
d5e9bb418f5183ebcaf371efce583b2e710315ef>6aa6183f41837ccaed16951fe32e9e3e861a0356_6,CT window width settings for detecting foreign bodies
c5c5202efc83af3739e41b1353435c0810c29868>15cc1f845a809b1c2ba765ddfab863c7326e11a1_0,Attack-rate based vaccine efficacy definition
062ab02c421a101c2f4ce8b57e03efbcad9e65cf>31d31b65fa7b01ce90080264e7d1472af469355d_6,Hepatic encephalopathy effects on central nervous system function
079b0cc5fa40860aefef965e723f9a794a1cbea9>3287d04d3f2259bcd5da2160b07569953218e491_9,Comparison to state-of-the-art approximate nearest neighbor methods
7c13d5f07c17273f3788928fb73d349b5b4ca4a2>9330745141a45a83044185911a9869cc77b04003_0,Peripheral benzodiazepine receptors and immune function in GAD patients
31892be0cad96d6edb1d2bbd88effd297e9b8b83>e1d2ea5d876a526b915a450e2cb23581600e3750_0,von Neumann-Morgenstern definition of a simple cooperative game
f37370057294f625d34d88aa5b0abf6ee5d0c808>None_0,Similar results for crop yield and disease resistance traits
3b45ee5a7794d6632da1df6d41804b1efb667249>8f8911f08b507ae346b52b90065fb0db01d123f0_5,Spike-timing dependent plasticity (STDP) model definition
a08cee6aa80d59850350195d10a6d7a6305f0abc>1bd43bc8ec308a1ef3e9496868d8c6baa02e4f5d_5,"Comparison with online learning algorithms (PA, SCW, OGD, AROW)"
eafafc708296c462edc9294e1b8f3b1dd3f4dffc>8f12510fff2f067cbd55ef4c4c5ab01a7314beb5_3,Six-way tonal contrast from voiced/voiceless syllable onsets
de55a5cd1616bf4539bf66936b34e90a594cabee>32a089cfda93488dd4ce93bef85500d27e660d8d_3,CTX blockade of KCa channels and potassium concentration dependence
879b2f81636592247c5a6f7f1f5afc066c413ef5>e2af13a0d72b54036c691e91601d785220c4d02e_0,Estradiol's role in skeletal muscle contractility (mixed prior evidence)
75fe135e1ba6e187c06c0e43bf43de8203e4dd72>5dbdd08f56f26e9d40fccf3d3333d17ab07cd128_0,Summed irreplaceability as a conservation prioritization score
19430d54eebdc2d4392dbb8109eca521620e15c9>3cb7171b84051de99cf2f42049c5184a8835b2ae_5,Solvent viscosity dependence of spectrin repeat folding/unfolding rates
f3326b300fc5c850653c0a772658ad6925809fec>c5795d26cd9f59ab2aaa23cc4314d7ff8dabacee_0,Suppression subtractive hybridization for comparing gene expression
d79a9cc876798786762088cdacd3978d9beb24d9>12a23d19543e73b5808b35f1ff2d00faba633bb6_5,Flipped and inverted classroom teaching approaches
49987bb914cbfcfe96eee8f8e2932aa3205b79de>1dfe9a05cbfcf48364fe53f84795ef2b06357c73_0,TNF receptor signaling-induced apoptosis in EAV/PRRSV infection
fc2f113764f20bfec6eb5ab5e6e796d3ac40e1f7>aa73756cb293b4322b41a025b58f9d522787e48d_0,HAART-era studies including antiretroviral therapy subjects
b38a9735318cf86573a8c3bbdd58747527e6d3b1>f05330eb7b43478aca0790b843a4d6ffb3043a94_12,mAb G19 recognition of an extracellular tip-link epitope
374ea9e57080f052207cf4670c270a0fab22aa94>020fbe47aa5d100ab9ab8a4f10bd44bebc07c31f_0,Prior studies addressing similar relationships (vague background reference)
ca51830d6e03d155747f596db8a6486a842794f0>12ef1e4f950bcb45ba6908585b7b9a40a11df93a_2,MAPT exon 10 alternative splicing and tau isoforms in FTDP-17
57c3d2816fb027c9f7acb81a6a9858bc033b7b71>7248b61d716ef588c0fd391d1136e4f43a4ddc36_0,AG-like gene functional studies across plant species
ac4da0e3d63dacee4650296d67fb1bcb8646cc23>141af6428c3dc08911ed8c5175c6c2e6fb17c677_2,Sequence alignment and chimera-checking software tools
c98d55e7f020dec25be388d4d4de1e61f28b6ce9>baabf87e24b5bc7e279546770cd8abec70add3b6_0,Soluble tissue factor levels differing between patients and controls
0cb92eaf9420d4474d0b58c37392de235e9798a7>13b0adeb9c7a1d3a80eadba481822d2e7c065742_1,SAPLEN dialogue system for Spanish telephone food ordering
df63fdb20669a8b7d3ba7dafebf75b9a94d7ba46>4390f4a06a036b8f04cbb4fe7611fa5af9492797_6,Prior works cited as background on DRAM
8e2b11817f60523fb3d7ac30ab48e2d945637b6d>38099bb9a29a8649b73432544a2a978d2a4109f7_7,Combination chemotherapy blocks for recurrent ALL treatment
74a6b9c8a09cb4bd045d7ef58970c791711b38dc>49fecaa4b95ef6c572d1233422dc4d5f97309b4b_0,Crystalloid fluid resuscitation difficulty in blood-loss models
38a74e8978b416b3372b109ed36cd28d16c226ba>75d936e0355b0224718ee4cb8bb18a7492bdbc43_0,Comparison with open reduction and internal fixation outcomes
d13a6ddb8564712723cde3383bf3945ab805bee1>e817ae639ba2aab62172146638a78a84f8736de1_10,Review of nonparticipation in general telehealth research
fcbade2dbed7b1ce4aa15285a89028773e20889c>a3b7aec5548fa4aa010b72231659fcf0e57c6087_0,"BDNF interaction with dopamine, serotonin, and NPY systems"
15b1192f537be2ef2e809c0c2a85553e6b980af8>a926de3ce868d1d3d4886d4ab0ab6d32dc529600_0,Early CPR and minimizing compression-defibrillation interval for survival
6a76bdc0a8923c44232e8d62fc98a2aad6d65056>79ff4ab467ce290f97e6f264e40d9753c3f28178_0,Closed-loop bladder pressure monitoring feedback model limitations
a893cb126f2540ae4776fd82f928499abc9b83a4>9b9f819041cb5f7400c99fbc3f709becb7e33119_0,Horizontal gene transfer from plants into soil bacteria genomes
276ae3aca4b199021882e923439a34322858cd53>6ff2b47b4157846ef2c46466b662f69a8f564a4d_8,"FDA-approved RA therapy efficacy (anti-TNF, IL-1 antagonists, MTX)"
8ab3d17deb1b8d43e62a45dd194007a5dac4e8d7>e8bc1a021050c0121c8cad1972940c2ff38bcdaf_2,Biological function of negative emotional/pain reactions in welfare
5c36667d88f08e1076e98a996cc0f01f8cd24055>6fc6d1958400cc4eefe77e0e073df57b7e9a1e20_0,Wilcoxon test for mosquito escape/knockdown chemical trial data
1cbcfbc11d99483d2014d799aee0414aaf297ceb>10562221fb30bcea3940dedef5fcc54db2822595_15,DIMM regulation of neuropeptide biosynthesis and neurosecretory differentiation
18eea59972f7d6e937d98ccc2424d81be2129998>42e317c43d6fdd27a726deb6f6489c823a1c1642_3,Behavioral problems in school-age children with cerebral palsy
2eec346855c0625fd3620764b17b4ab97d497e0e>07351e5ea88076a42633db3e47cc241cb084dd59_5,UMAC message authentication code introduction
a3a680d81ccbfb6e3cf6254475251f3d3d970e2f>71d7a5110d0bdacec57e7dd2ece7bc13f84614e6_0,BLAT analysis and EyeBrowse genome browser visualization
4e76d6b98473d7af7d7c946cd9b4e2d110de5606>9d57eaed154045f05a5d6543d72db7db873ab390_2,Actin/PCP asymmetry disruption causing structural polarity loss
ab37f4f828b5a24c39a89b115c03aaf0747a41d4>7e7343a5608fff1c68c5259db0c77b9193f1546d_0,Cohen's kappa for interobserver variability in SYNTAX score
a5c4f62837e32674059921a8d7e528da5f48ef57>0f8dd4f27c07b81495b92e58ff1f8ac909a4d594_0,HIV-1 antibody escape mutations within targeted epitopes
550247561bf8376e9b5639b546b792788c78e0c5>7e82b38e21c87b6a76a8549a36cd91cec5459a55_2,5'-RACE method for determining transcription start sites
d7a429f1c2d6035fe3ee6605117a287a0443fd1a>7d4c7a10bbb4d91dd08047afdb01873eec81a024_0,Stanford Hypnotic Clinical Scale hypnosis induction protocol
da0d70c19a441d1c6a1efc7961398f164962795e>674d0c61553af234d163f35f286662f84cf7cb72_0,Path planning in dynamic environments in robotics
7fffbd3a88df2310d612d9cb5672a9fad7c5713f>23167b1279f5d3543c3caa28cf6c2c44791ae195_5,CA-MRSA spa/SCCmec/ST type similarity across studies
2ab7855f393fae4f69eb319019970fba98e644e1>92f17134daa6e1d8e47481936b20d8fa98f4681e_0,Neurosyphilis meningovascular signal changes on imaging
16af5414d1589437c9df5aa039995ea9580f9097>093382c01716447b742aeaeb3417c0b491857716_1,CFSE dye use in proliferation assays tracking cell division
7165140a23c3e6be08497da2740f7cd5bd543f41>f5f3d8aa41e2dbf5457f43ef4dbe6d281072ed71_5,Discordant transcript-protein correlation under cold/dry stress in E. coli
6cabf40beefc8886bedf07d89c0fac5a5b1bf830>e44460f1b0838fe085a6a76fc34afda8043b8eee_0,mGluR1/mGluR5 role in regulating pyramidal cell excitability
397a91d1195a7d85aeb7428b4810a17331278d4e>552db2d762f1ac116c59ac39969fd692cf8cbdbb_0,B cell subset responsiveness to repetitive pathogen epitopes
9c9f73003a613a0dee6200f126ff6edce0698087>1c5920abffd5b81e806791fee2aa00a8c49dacf5_16,"CFTR corrector molecules tested (corr-2b, corr-3a, VRT-532)"
3ab8e59b869864bd07a7ac148cff26667d1cc2aa>9fbfd7afe8024a15489c60ab8d6feda316ad44de_1,Conventional phenotypic methods for identifying S. aureus
c530edac57ffa39997801a600c486eb231a87a6d>21b324399af869ff28634117eaaeaccfd52d371c_1,Simulation study of adaptive sequential test performance
8d897c5b6d49564c4acb030db16c62bb5a4ab5ae>95f4eb67e877c6c9047b086148ab5703d6f335dc_0,Fluorescent-tagged mutant lines used in Arabidopsis root study
e26309d3c9c6d5324b3a7b2f4d2d444daa7c598a>192a5af24f95a45c550c0ccabd4e468a5638b37e_0,Leucoanthocyanidin dioxygenase sequence identity across plant species
45701ff05d3ed583a658f18aa998944c1d4eee7a>f89d87e5f4d58e9bb7d576ec6ae34a84240b9c5e_3,Negative correlation between contralateral PBR and ipsilateral NBR fMRI signals
7537d04a2d50b34694dcd6cf5ba0730a80aac153>31cb3b94389060ce5096d0167b7c9382f6f62a06_0,Reference to sample recruitment details in prior papers
1872080baa7d30ec8fb87be9a65358cd3a7fb649>894be9b4ea46a5c422e81ef3c241072d4c73fdc0_14,Fe-S biosynthesis complex components as frataxin interaction adaptors
eebc273c664cbe4cef9cee3d7cd728d289a0d53b>2f18f645466e229a6ae70465db66a2082e074ebd_0,Epidemic routing algorithms for MANET information dissemination
b2ec0f1621f2f4fba1d4d2f482c8f2380af5bc16>a2393d6e910b41d2456d1d794b42b5546b863094_4,Comparison to 1995 Lumbini survey results
a734b0c4eacb71fade0b3325a75f4afa53bc04a7>70d23ab5d4d4a6eb291725516b5e91317070a05c_2,Arctic cloud radiative warming/cooling effect factors
8bd1b74e46d368b581b7a53c7e6b8dbe2e0acd18>a95d737a0abee41adcb93e59fc8c537b54cea0aa_2,Limited and inhomogeneous patient sample sizes across studies
396529dfaf317b11364884a4f46dde76f5beb1c8>None_0,Similar results using fruit and recalcitrant seed extracts
497824c5613d5641eefd07e7281885d321b5a86a>489f1c42927dca534bc78c0754fa30ad51605d9a_2,Over-regularization rates in the CHILDES child language database
929a7548464ce1d9d785abbe35da34842c0133e6>21096eb950bdff77308ad3924d69b681589bdc91_11,Mitochondrial fission/division regulatory proteins
5aafdd98ce3e4be63baa04a230e5635e8dd69bcf>30e771155ed96439a8d682584751d0e0c53d5501_4,ISNCSCI and ISAFSCI clinical scales for spinal cord injury assessment
96b64fcf59f7b4463f5fcc43c3c4b7e19536bc36>7b7d20cbd7d3b7590676e72b3a9d7d1566f273dc_0,"MMSE, CDR, GDS tools for assessing dementia severity"
8fdf846ce807ec0394cd8d4ae07134ec7c8eefad>bbde3667e577e9e48ac534acabc2589178a33f86_0,Under-reporting of autistic feature severity by ASD individuals
9f138c81b7ff0425a903499a9aaea9eaf665e3a2>8829409630257aabc2c5dbb442b6b1af014b92bc_0,DQ gelatin coverslip pre-coating control experiment
ac8f4d837a7f865c1b79f7f5bbf652cdf0044595>18ac37aa2dce5ff0351b5f4b0d7b79f131699a89_1,Diagnostic cut-off value and specificity for a biomarker test
c20db8a8cd0649dd3644a897404c8d5100b7c707>76ae742914fa618d9008cc1c664475928843a279_3,Glycoprotein role in albumin binding at the blood-CSF barrier
4cdc8a32a8cdd080ba4cc64657934782ec154553>641a2907c5e94d88c60daed34f72b724719cca55_8,SAXS structural data on MBD domain orientation
a5fd956f44d429dec396c74d45c2087a934e42a0>1dd9f5b395836f8e2d8b63091214ce9f5cf23d60_0,Comparison of manic/mood episode relapse percentages across studies
b9345b9e0371dd33002660645da191c600276157>4a261ec504342b6cad5cf4599f81859297dc4a9b_1,Hydrogen bond/steric zipper model of amyloid assembly
f473f30f0bf35b7e97874cefc66e9a6dacc4eae8>f5191ac6456c5df72545a8ddee851f0c4fbe378f_0,Definition and characterization of lesser-known timber species
371c45a3378a4eb9f2af9c19307253ee50bdb8d4>cc09afc875a142890eb534592bc552a1e0a891f1_4,Vestibular-only neuron responses insensitive to eye movements
f576488fa6aa5a910b1ec13e8a1342d73af5130d>d939cad470bc765e117926ca40e4ce5b76cac9a5_0,Adiponectin/ADIPOR2 role in fasting triglyceride and VLDL regulation
2db502a1791b1c206ca697bb5b19bd847de24783>b87f47ac36c34b83173b2aa1269e79e3ae8c0f11_0,Equivocal Quadruple Process model results applied to the IAT
ac98889274074aaffe68806613f94400764cc392>e79c496d57be7fd821df67996a40c5579ed81450_2,Class I/II HDAC roles in development and tissue patterning
2b80f65e936e58979de232164026543edb2a79e8>8f01119d68d6a980ec1608e905be6e4f58cb328a_7,Andean uplift as a driver of South American biodiversity
9a06f0fcf2e6a319d6359ec6ed92ae6012d0f7ad>51018ed74f8454c649edce8e2f9432185e3f2c5d_0,EGCG anticancer activity across multiple cancer types
23e30641e0c74d5bf63cd1e3dc99bd31c92c0b6d>cc3c6816ed8cd8115910cc6535b1fca6bdadefb9_1,RAxML maximum likelihood phylogenetic analysis method
e824c85727e64e9c8b57b2b7d23a0efdc568369b>63f72afb1cfe836077fac3959ea7cff23c4a52dc_1,PKC activator/NO donor effects on spinal STT cell inhibition
31e50d5281eebe53c26473a381cc5a450087ca3f>b46e3ea724644d2df55d11d6724b6cf6b99c8dd8_0,Triglycerides as predictor of CHD/stroke risk in Asia-Pacific
28ec440acf186d6a21e331c6f8d4dcf882b3407f>548a8691bb047c618773b98663b945a20538e0be_0,Baron and Kenny statistical mediation analysis framework
c7da57b9600f0b2d062524e94be073b79e9b6bd9>7b85e169167a63fa912a18a745869a5ef837698d_0,Study site description for cichlid fish behavior research
6f02e74390574b83e247bcc930223fba8c4033b7>e303e6732faa2718026cba7b821e1fa0076a2952_4,Primitive streak/ectoderm marker gene expression in EPL cell differentiation
7c0238ef1cd6eab52c9234d7233eaa863f085bb5>7b4cc07c1ddd84cb09eb5edd2c1ce2b90cf2dc28_0,Plasma IL-4 unchanged after marathon or cycling exercise
9728d7c931bf34dcdb71f928329289d4d316a3ea>4933bb0a20f917e2c89f01e6bc87f083a654fca4_0,Blind reversible watermarking for medical images via histogram shifting
686f38a95ab595dff15b7d15430683418e425f76>1d280a23327ae81ebca7e580b2f4993ef569773c_0,Micro-CT quantification of term placental vasculature
fe677d2f86d623b3dfc92f060bd8d0d2a0ea413d>548992f59f682a83a671e7f288f7aa574580d4a5_11,Organosolv pretreatment temperature and acid loading optimization
c4b477f669c1e58394ebf4915f7eb59c770b0fcb>7c989cda97694cd13d10b92ff1813362e2750197_2,Model parameter efficiency compared to prior neural network methods
ffda3e25293d09832e8a6e7b1378b1670af725b2>de5d6cbd75278792715b53a57b73910d69d0abc8_4,Actin nucleation factor regulation during confined cell migration
8b091c67925e6cc5693ea0387cbc472d19959776>4b596494fadd55a10eb3a2a5552bf26558839cee_0,Whole-cell patch-clamp recording methodology
4552697d8f6a250de747b259809c1b53bd6a86f4>2f587ec3f121d1121885a4a62d2a4a82422c14be_5,Distinct gut microbiota and fecal metabolome across host species
8d14b763c8e43b458555aaa1fe16ed3570f9beb2>092759f15088a18d41c700de4676ce868a31042c_0,est2genome alignment of grape AP gene exon/intron structures
82c48f97cddf0c230b6c4c787e034ff045756caa>ee179b197461d4bbb82a7ee7cc0ac407424ecdd2_0,Sample size matching a prior child language acquisition study
837e203c03e8c7aca1d6a5eff16da685f83fa807>9c7168cb9caf4dbb9c9e4455f4b0bc8a5304fab1_12,Spontaneous reactivation phenomenon (background reference)
15ac5bcd9ca900dc948e969558670084e3d560e0>5297cce880dad7881b5f4c16b683f971363f009a_6,Genes for heavy metal tolerance and detoxification in plants
b3a8c71f1316dd174d49173591f332f1c810a66c>c88727a6a6a9096be58a9db9993633eab9415fde_0,NAD/NADH system role in lysosomal parvovirus-induced cell death
d8480a5c839f407b1647f7347e84d268aa1b68f1>a512385be058b1e2e1d8b418a097065707622ecd_0,Animal care and ethics approval compliance statement
0eb4a9a2f7edacaacd16184fbdf3e1f1a996821b>2825ae4d721b87149f1cf53299d1fe30a8647eeb_0,Sleep disturbance screening score cutoff
941df9dcd2d4ba6e6f641527e667a4bca4a9d23e>7449ebce258d5d0ac3e875a2fc20b7407d862f63_1,28S/18S rRNA ratio as an RNA degradation quality indicator
f8aea2f05f28ca6d45924decc3886908eebe50a8>410e4b3334e9ef76ff29d49f178d23895a908501_3,Acute phase protein response in pig infections
823a49c10ce0e05613afbe8bbda7b7219e43d2c5>4448616a83a88c54e1ffddf0390716630f9a4b70_1,KL divergence-based weighting for relational similarity measurement
7d3507486f9d016d6ac4848e644dce168dd02ae7>c7e993a5fc1e6e102fdf8b50ede79d718be1aabe_1,tet(M)/tetB(P) tetracycline resistance genes in C. perfringens isolates
dd2a9c3f63a9e6d6262ed92627cf8ade7e50441e>e8422bb495c2468cfdf18a7d5337819792636ab0_0,Antioxidant potential of Astragalus membranaceus at the intestinal level
0770a556eda12edf0ee35d4abceae807c668fb3b>eb57306ec3af23cd0c28e4202f55b4bd861ed390_0,Distributed versus lumped neural coding of eye/head/vergence signals
bd77af08d98bb7afb4a6e30e6eb0f6a1b6284704>5350e08f303ab094a28dd8b0faa2c4ed683c55b5_0,Reward expectation speeding response times in behavioral trials
a862b66dded379f1d5b433f507ab18b248ad9dbe>4a422651a5c3d1ecbc41bd9001d91b36a37d7590_0,IGF-I as a survival factor for FGF-2-responsive progenitor cells
47851e108a5855cb0fd375c9bdd039f78cc16c25>02bf68795fa74f0984701fa84df877a27dae6a2f_7,Fiscal policy uncertainty effects on consumption/investment at the ZLB
656571ac01ebe50489fdd7e4651194cc3fc4eaf8>4b8d3c91b321226b55df916411cbdf807ce8b067_0,Ixazomib pharmacokinetic advantages over bortezomib
28362d02d8050a32d988122d469cd48b68d904ab>e60d620109d2c26c56aec1f8f042fe30c9333092_1,Nicotine-induced prefrontal cortex desensitization in adolescent animals
0ced05b900f16ff31107b4afbe1d4c78fd1140ee>66d1a925568d54fa611f20849c8bc193622a8c57_0,Antibody panel for enteric neural stem cell marker identification
b039291c4b41c6c735b7e443cedf89e9f6cac95e>d7a4025a169b089ce180cfce339762a52db6d254_12,Transgenic mouse crossing and genotyping by Southern blot/PCR
67c108e8342c8a8d90ec9487724884a60dc4c492>898968b4160576f7d9684dd24d1cdf4cd92ca6f2_3,Error probability dependent on option position in a BCI interface
c1d97ddd8021a328dc6fee75c66e54d09a2ae500>None_0,Love marriage prevalence and dating patterns in China
c99a4f64bf4efc8237e84b68ab4e886a700b1b6a>25a0eaf413c57462da618b09f659d5e86817a45f_2,Stabilizing controller design for nonlinear sampled-data systems
9cf791370769f325f8bc63c7c31b0c35c56b64b9>28afb3fc51d84a6dd0011df7ff1aabc00f29071d_1,IS continuance research building on Bhattacherjee's model
6bf7f0e51ee82e50cb43fb2ba7e0ec598127fb07>5711987ebca8fb774d412f6841696fd0d75e3329_0,Mito-nuclear anterograde/retrograde regulatory networks
ac973fd7a6f208e213da523115b1e45fb8de34fb>041e88cd4e8a32d5023c685d36203b1618f7d4b8_0,SVM implementations with different kernels for prediction
fcbfb0dc4ea5f34129d8bd5bdac9f3071e53731c>4b557a30c883f974cf871d87b2646e1dc9cdff4a_6,Diet particle size effect on broiler chicken feed intake
646cbcea153582733b6c3d04d05fe9e4f216ca83>eb757f7f428ccd4b62f389da44848cb7077e3f27_2,PSO algorithm performance across population sizes
6f68ccd37718366c40ae6aeedf0b935bf560b215>60ed4bdabf92b2fbd6162dbd8979888cccca55d7_13,Infant face discrimination experiment stimuli and design replication
c8b5e0a39269267abd3b64fdfcb0bc4d50a0fbbd>f84de77a827116e630c017af8c5bf40e954185f1_0,LH signaling at the somatic ovarian cell level
b7e0e4d93c262eb9280b0b03ce6903670a942452>d24f2b1333e6a2c75eebeb6b09241abbea7845db_0,Octyl gallate effects on APP alpha-secretase processing via ER/PI3K/Akt
747e43b2b09a76ce9507c82e0acf22f3ea537b1a>11f647b95a7c9a94c346cd8dc53987105cb0f7c1_0,Online SNP genotype retrieval tools for gene information
bb3074e425bfaf99eb204c6130e9a54eee9dec15>11c8eb51792645248ca534461912d88079f7ad4f_3,Respiratory stress in rainbowfish exposed to low pH water
87dd9024cfc0f47841436e27789400f2e99c6c8f>35dd0c622b42a60b73d62acc69057165b7804d67_7,RAS mutation-dependent drug ineffectiveness in melanoma
