citation_id,new_classification,changed,rationale
2417526934446d81023af49f27bb7f52044bcb78>73f36294b5992a53e4f075e384fe30a13c629bb4_12,methodology,no,protocol replicated as previously described
3ddb156a9b63039623312a98ed02f00fdf36fcbb>158206bbc5e2d4caf2159d7888696ada60ed352d_1,comparison,no,higher frequency in accordance with previous studies
9637a13499f3dcd6fcbeb6e28b63f0157d73d652>40bf427d49150e32e85ac817b96d81e3db0936c2_1,comparison,no,own results support/agree with previous studies
a8c8a1ad99b42688bd933cbd8f1a09a614e85f40>4690a46630ce14c92901027b718c5aa6d6672319_0,usage,yes,task type used in cited study directly employed
ba4894e4b603d964ba1ecece92e28e3e0826d15f>d26738febf6ecf60e9a5fd257b2f2c030b1e7d41_0,comparison,no,own results in accordance with several studies
11f375a8dfc9df50b275388313911cc0f33c5662>082295d930c2e24bf19079e43f7d8d11ea4beea8_0,comparison,no,finding consistent with results in other plant species
07f04f833157d7819b20da3cdf1ebe0231e2b3a8>00d41fdcbbbd67e10a633f1bc263d78ce481299e_0,comparison,no,own data combined with previous findings suggest mechanism
795baad3fef2d39557fb7bb794883f5888463df7>af63fdc3ee045f5987ccb8e7f55abe0747808b2e_0,background,yes,general context motivating gene-therapy model choice
105ff2418fa565ce8b6df83a6a9db6ea1ff2d429>2775c1411c5b2d2c02b77005ba07c63703becc71_0,comparison,no,own null finding contrasted with established literature claim
8234e3304b21fd300d37575b2a0c7eb5645a4ae7>54f0eb70e18caac1551e26e815e41af41f5d2ed5_0,comparison,no,own result combined with cited results to draw conclusion
c9a63a4272af92612219617b75bcf0c6ab2bfdd7>cb101cdbe7aac08d64577ea4ec526d1663a9899d_6,usage,yes,measured using flow cytometry per cited protocol
15262f45fcad8500d22e5bb5e0277e873d18f4a4>734af93e3ab11ab491b087eb2dedabd2eb02e370_0,usage,yes,"assessed using CEGMA/AUGUSTUS tools, usage cue"
8be28e6afd1993dcb2c41ac8de2d0fa3ff28e03f>20a74f25d09759bc627e2248fe18b2fe260687c9_2,methodology,no,isolation/protocol done as described in cited work
954a461a0dd9f143e9e12775bb7b2fa5de336f71>e4e1ea4a352bd9f7eccd6398405da6c6ffb88a80_0,comparison,no,similar results found in another study
2d618b7a7101da50eb825caa95cb9cbe2af3e952>1e7d7204b367cdc1a987f9e67ffe2ae9c3fa213d_0,methodology,no,algorithm from cited work used as modeling basis
d02b2ed519c6ec25afb4a80b137e7c254ebfe841>e6df377742748d6c5d98d0caced4cb37db9dd768_1,comparison,no,two cited studies' findings shown to corroborate each other
4333d3a225f6b26c785f2bfb52ba08ba50422d6d>217508a0daaca7f5cc207959048d7e747d6f0aa2_0,background,yes,describes a related approach from another paper
baf97c01e689a32137d8b905beca9304110df1d2>569c747f7bc1640cd4c07756326caf11d2f52559_0,comparison,no,similar results reported in another plant species
24dd5810e14e7c402919299f29b48544fa03d529>02dad9c51e3a2e2117ffc41d624de4a090271d1f_0,usage,yes,implemented existing scheme using cited encryption method
3a8fc1dbcb7fec44bf6a0a27ca85a0d7416d0722>d31331bfad88252a5ef37075bd9e679a5ba5583b_0,background,yes,established biochemical facts cited to support description
192a667bb6b8691931840c0c558350f51494a9f7>500cb7df1dc10a33615f8d02efa218b52c205759_4,comparison,no,quantitative comparison of own value to published values
2e55c9f131e1bc68a717406af20885fa29ae5cf1>aff0ce725691d9849a86273863de7f448372a33c_0,comparison,no,activation patterns consistent with previous studies
e3f56dcca40348ccb201b31f2329ed09c0fb1fe1>275c54bd3396e70e644a98289bea3cb594b42498_5,usage,yes,bathymetric maps generated using cited Matlab programs
28767016435c869e1d3216eec91fcf0795babb70>4da9dc98c630fb2d09fcee4d6e22e7ea9fc1c1bc_0,background,yes,"general proposed utility of pupillometry, contextual"
e2b6c8b3aaa3708358324da5196a3f726011ce68>062adc05afa92b611bfc4320c2e2f2ea938a7aa4_0,methodology,no,protocol described by others is followed
6e99f811d7817287226a134bd05a826d09fcbc98>3c045042469071b9d21230fcfe5ee598fc3ddd39_0,background,yes,prior findings given as general context
53f49e504082b570d5caddd95db2a451f0641fb6>a3367dc3df14de2345cb84244d625106d4d4b02e_0,comparison,no,null finding consistent with scanty published data
941df9dcd2d4ba6e6f641527e667a4bca4a9d23e>7449ebce258d5d0ac3e875a2fc20b7407d862f63_0,usage,yes,RNA quality evaluated using cited electrophoresis method
9a06f0fcf2e6a319d6359ec6ed92ae6012d0f7ad>51018ed74f8454c649edce8e2f9432185e3f2c5d_0,comparison,no,own result consistent with anticancer activity elsewhere
812088389dcd514b807e13e212037b2b244c2de5>f6f1006ee10156850b2c4f373d2c56a0210ea3fa_0,comparison,no,own results comparable with other studies' findings
dd0f9c1a4bbc3458d03f3b3d070ecb1b86bd232b>76df956618732c2a7813a09924d997af6b743b7a_7,background,yes,describes database update reported in cited study
83cfa6f33c2d5e4348309fe6a130b6ef6427855e>7a216307b91e8ab75b7015d5eae6a5013f8ce5cc_1,background,yes,"describes algorithm's lineage/origin, contextual"
90628187e370d27b20665127cb2a4d0e6f40c082>292b66484f1725394748979ac794200105b33943_3,comparison,no,reports findings from two previous studies
4a1ff0ba1eb39b9ce4e8d26cc40afd77849a7b0e>d57712638c684193d065e28cd29bc34945026367_2,methodology,no,method based on ESN technique introduced in cited work
b4c4341b6f496258de8359681bf3a15ffa31cf81>6e5c275f21121a2c9edb77add2372bbb1dc767fd_0,critique,yes,prior results described as controversial/contradictory
024be40d85fb9512051a1e1bec0eb1210084be87>1290025d5c32218fd2cd9fedf561d7326bbc5969_2,methodology,no,modelling case study based on cited field campaign
81994bbfd6d2e174fe22f4f1d262b55f5b591df8>d144561f7e1c3b2adf4e3a543f66d061e814cdc7_0,comparison,no,other studies also noted similar high rates
89191d39d6143c0cb31b0538a157db4852f02cca>8db70b7399d683c9a28d9bc9e797c917f2c8b8a2_0,background,yes,animal-study evidence given as general supporting context
3bc2c6160c33b03653dfbe3ce0e9073dfa72255a>c9bc98d26b418a2e504b4c600fa1a4e973c7da9a_15,methodology,no,builds on own earlier work's approach
6bab800f13d24d73663c656b5d8c69dd20628c1b>None_0,comparison,no,previously published data agree with these results
9bed3eaf33ec023be17dd6916cc9ca42a9069983>d4524af6eae31d9603fd2f9b34449a8887392ec9_1,background,yes,cited theory used as rationale for method choice
ae49602c0962ad5c44960095685acea7bbef57a7>None_0,comparison,no,similar results found in other species
beebbcebc7808951b7723f420fe6cf963858ed61>d12b23c6a4dfbdf0850a747ca3f9f8bc4730b233_2,comparison,no,"notes methodological species difference, neutral comparison"
052157cc6f9b1faee4edf6bf3908236b30cdebf3>3e042815478444b00b9ad534c0be190fcdd9d7d4_1,comparison,no,"notes methodological difference from other studies, neutral"
d0d4c632cb7ac291df4f2e3b223594fd6866a503>53af9dcb73a8b6190433bda4a072ae24695bdd4c_0,comparison,no,similar results obtained in other crop studies
560c67b8d5c6e4b2809fbbd308d373366241ea86>b0fe8d2727db77f58bc430fef29aba3308ecd3f2_18,comparison,no,quantitative comparison to counts in own previous study
c8aecfbd5eceac432452504ff5f1267d480410de>834dbec0940e50953f9d66b0f3fafa526a7224df_2,background,yes,describes evolving conceptual framework across cited works
904de1ee80e6247b546556aff681055134e10c15>252621c71f83a55f509178c605f928715314f9e9_3,comparison,no,diversity pattern comparable to other species studies
f308573f2763a4fccddef893ec91c88892bf2708>99066822ef1abdc6368bbf1435380f1a2048a352_0,usage,yes,symptoms assessed with screening question from cited questionnaire
b9131b61f59fd28423e381442f61482c21981e53>9d1ea189b907a3fbd1662a21b06bb5432c3be77e_0,comparison,no,confirms previously reported observations
d40a10b924883743bc3da6a10daa07092565ad9e>4619008e56b0ceb35a6e1f15d6916dd5664a55cf_0,comparison,no,results accord well with cited factor analysis
98038a931dc0e66bbd558f48b38f7d354b0aa4f1>e16a1914e85587dd695b3fd4632ee4e20915ace9_0,comparison,no,reliability compared favorably to clinical scores
a7351077ac15746925f8b846ca1f396c2a7e06fc>a97bddd90d80b36b6a9d8ab9214c8d80e584cd5d_5,background,yes,"describes SIFT algorithm's known mechanics, contextual"
e8d058e094508f99b132ec0b436a22c5f119350c>01cf9459843f4e62985becae547da595d674e9f0_2,methodology,no,analytical parameters used in own measurement approach
7823b7e3e100499193943e39fd0db71e4099faae>07da1373272ba2e179b38077a9abcb84d0370c33_0,background,yes,"describes AOPC method's mechanics, contextual"
126de5f4600f4a9aa33cef76a7f6c4be9ebe98a1>71cf1a7820f834be5ee30ee2aac13b2d8f739b3b_0,comparison,no,phenomenon shown consistently in humans and own model
076d59d308c1cfbb948dd5c14a2cdae694c79822>d8552130efbb5ecced41b368dc039d15aa11c026_0,comparison,no,own results combined with previous study's finding
2465588c89661d21749e432b2b3c9d1c4f1f5493>0eababc1d7274cd902d74b7b272f3363c2372fa7_3,usage,yes,plasma samples reused from a previous study
7d3507486f9d016d6ac4848e644dce168dd02ae7>c7e993a5fc1e6e102fdf8b50ede79d718be1aabe_1,critique,yes,"gap: gene combination not previously found, contrastive"
898a524f2ea0579ef33e7264a6e938ab968e1d1e>e6790bb859751e91d443696e0e78354d260955fd_0,comparison,no,result consistent with previous result
24762a41868d2e5eb8b6b8653a0e1ae0dfc502a7>a3d051f80632ac40d3f9226ee0c32dfd4e8a5f32_0,comparison,yes,existing algorithms serve as performance baselines
b16d3ef0c6070ea8d3290d4aac3f31e800319adc>96638a686daf6399853029bfbefd1a525170cdd2_0,methodology,no,technique adapted from suggested/adapted cited methods
3e40c9e55e73139c03952f8d484c6e30be1288f8>dc065ee48d3958b988905188c7a73197b6e56f13_1,comparison,no,confirms own previous Northern blot data
646cbcea153582733b6c3d04d05fe9e4f216ca83>eb757f7f428ccd4b62f389da44848cb7077e3f27_2,methodology,no,parameter guidance from cited work applied
f0cce550a3729bb78a82bb8466feef796fd0d3c4>c384adddcad3a017f8dad14c9847dae0e6dde323_1,comparison,yes,lists baseline reference methods for comparative study
10420e876a976fb39cc9f2fb67b8be574e5ef2a5>c453a582a162df8eba06a3881053d39ee4b4c3e0_0,usage,yes,assay technique performed based on cited source
aa0ce2e2183b202c7dcdd2d476307f48da6c9c7c>8439584a15f950de7cd320842eb3c44f6d1d1d2e_0,background,yes,general context of NGS adoption in field
d8545b06ab9318b96e8906fcad7ad9e297850522>7ad400a02f33cf4427aca07cab48faf9a7306dc5_0,usage,yes,specific reagent/protocol recipe from cited works used
eb22a6a9239c47ab1fb5b18604a002b12c323656>f8c5392b6db059ce0b2fcf02ea884f93afedc768_1,usage,yes,incidence data obtained from specific cited sources
8e49a107403d92d87c35a059a81b29a58cf8b85a>b4328aaf02eb540afa2927bcc5f263bead2478df_0,comparison,no,own results in accordance with recent study
06f2451a0b7de987db19738d4ddd4d8b4f011364>8cdb2229b7daaa17e4060e7f4827078014423e11_0,usage,yes,"catatonia assessed using named scale, usage cue"
4d118b0e6e6673265c49061dee73560299c88174>3ca011a2c10e444212448e295ee59a656012f193_0,comparison,no,own results agree with previous studies
43763b0d91805b7beaedd79f44057b7b5ab8f0c9>d499c7c0d3b907c1bf7a6f61c239599c02d5a1df_2,comparison,no,finding matches what others have reported
5c691d1e253c982ebe4ecc60cffd26d1898fe832>2783be70248851324dd8a75aeba3f96bc90646d1_0,comparison,no,supportive agreement with prior studies' findings
0435f121f1278cfd4ef6f8a6db9f44fb56ec2a27>59e6206c40706cb4cb7ef654ec4051904e96a225_0,methodology,no,describes own cloning procedure
28d1383df8dd697a57b7da4540cc7f13a9d8ca51>4d6ad516cab34029987033b052fcd8e8d92394fc_1,usage,yes,specific primers/PCR conditions from cited work used
c07d84fcc8e7d461a390b514d8868eba4824f7e1>None_0,comparison,no,claim affirmed by previous studies
c0ed0383745f8c85bfada385d42e73a3e0e4b96c>73679f1ba00de9e73492f3f5d53bdcef50af3fb4_0,usage,yes,specific software tool (Modeltest) used
1a222e6c1642c51dd6c527a91533a310a7d25fc7>311db1e4f5fbefb1ac86618c6772194393acc134_0,comparison,no,own results in conformity with a previous report
50a141c86cf1d972785d1e2b192ec77970efa2e0>2019c7409c9822f4b1c36fea4473118f35ff4cb7_0,background,yes,"discusses potential future techniques, general context"
123e3bdc3c66d58e8b1a7fa8c5f5f859ec63245c>99d200cb223f2618f70cbadb78136bf49e8db6f3_4,comparison,no,classification matches criteria from previous characterization studies
7bffa0f894c478ce164c0a242ce44131e1001de0>None_0,background,yes,general context of EIS application elsewhere
