dataset_source,split,paper_id,citation_id,section,citation_context,citation_topic,cited_reference,label_coarse,label2_scicite,classification,classification_rule,classification_method,is_key_citation,source_marker_type
scicite,train,bdb7868353f9b5133947191487e8569a97aacf30,bdb7868353f9b5133947191487e8569a97aacf30>ce1b27189411624333ed9d53e0465f7dd77ba74c_0,Methods,hGFAP-Cre [19] and MATH1-GFP [20] transgenic animals were kindly provided by Rob Wechsler-Reya at Duke University.,,ce1b27189411624333ed9d53e0465f7dd77ba74c,method,,methodology,default_method,heuristic_rule_based,True,explicit
scicite,train,804e51c61743ca863b90621bcb09173c915816bf,804e51c61743ca863b90621bcb09173c915816bf>7ee57188039704c590209dc6c2b6c6098befe66e_10,Discussion,"Both of the studies conducted by Dhandu and Angel (2003) and Yan et al. (2001) also focused on broilers older than those used in this experiment, a developmental stage where broilers are less sensitive to nPP (Nelson et al., 1990), which may explain the difference in results obtained.",,7ee57188039704c590209dc6c2b6c6098befe66e,result,,comparison,default_result,heuristic_rule_based,True,explicit
scicite,dev,c37ea0cea6498f238a4cd1b7afe932842c22cb4d,c37ea0cea6498f238a4cd1b7afe932842c22cb4d>c32b5e1066b0a4acf5bb91b5534a7e7b57099206_1,Unknown,The main idea behind logic programming is that the programmer must de ne only the logic component of an algorithm and leave the way how the solutions are found to the machine|it is also expressed by the equation coined by Kowalski [2]: A(lgorithm) = L(ogic) + C(ontrol) where the Control component is xed and an algorithm is in uenced only by the Logic component.,,c32b5e1066b0a4acf5bb91b5534a7e7b57099206,method,,methodology,default_method,heuristic_rule_based,True,explicit
scicite,train,fe677d2f86d623b3dfc92f060bd8d0d2a0ea413d,fe677d2f86d623b3dfc92f060bd8d0d2a0ea413d>548992f59f682a83a671e7f288f7aa574580d4a5_8,2. Yield And Characterisation Of Ethanol Organosolv Lignin (Eol),"The polydispersity value of 3.9 observed for the two-stage, OS7 derived lignin (Table 5) was relatively high when compared to previously reported values (Pan et al., 2006b).",,548992f59f682a83a671e7f288f7aa574580d4a5,result,supportive,comparison,comparison_cue_or_label2,heuristic_rule_based,True,explicit
scicite,train,97f039b4a9748884cf0892b542b9a3f0fa43b438,97f039b4a9748884cf0892b542b9a3f0fa43b438>83e7c7909ed8e1c4b9ceefc55004a863c0d80052_4,Discussion,"…target sentences more fluently in the matched than in the mixed or literal contexts, which is consistent with prior work on the role of context in metaphor processing (Gerrig & Healy, 1983; Gibbs & Gerrig, 1989; Giora, 2003; Nayak & Gibbs, 1990; Ortony et al., 1978; Thibodeau & Durgin, 2008).",,83e7c7909ed8e1c4b9ceefc55004a863c0d80052,result,supportive,comparison,comparison_cue_or_label2,heuristic_rule_based,True,explicit
scicite,test,e2b2d980eca45afade166f1319e17816b6b77431,e2b2d980eca45afade166f1319e17816b6b77431>dfd16c90cae7741d0eb7642b968690b59d3e24dc_0,Discussion,This pattern of response is consistent with previous results reported in the literature (Kokel et al. 2010; MacPhail et al. 2009; Padilla et al. 2011).,,dfd16c90cae7741d0eb7642b968690b59d3e24dc,result,supportive,comparison,comparison_cue_or_label2,heuristic_rule_based,False,explicit
scicite,train,b8c33373f52ff7a709adb570518a91323e3a6dcc,b8c33373f52ff7a709adb570518a91323e3a6dcc>89572f6ef4aeafabe21f2fdcda407ccdd678df7f_0,Discussion,"Ten years after the relevant work of Kozlowski et al., young post-communist democracies would appear to be incapable of defying this deeply rooted scientific/technical model. In a much more recent study, Vinkler (1998) encounters similar conducts in a comparison of Western Europe, the USA and Japan, with the scientific situation of countries from Central and Eastern Europe (excepting the former USSR).",,89572f6ef4aeafabe21f2fdcda407ccdd678df7f,result,,comparison,comparison_cue_or_label2,heuristic_rule_based,True,explicit
scicite,train,9ca700dc0972f951dc83b224eb1950321e7eeacf,9ca700dc0972f951dc83b224eb1950321e7eeacf>9b9a6489172c1f564927c29b243276ad5ec131a8_1,Methods,These correlation coefficients were then combined across all metaanalyses to obtain a summary correlation coefficient with a fixed effects model [13].,,9b9a6489172c1f564927c29b243276ad5ec131a8,method,,methodology,default_method,heuristic_rule_based,True,explicit
scicite,train,269efae8e576dc3357078717264167731f6667a9,269efae8e576dc3357078717264167731f6667a9>1c5ca8a58f464e3d4fbb69dd47c5d97e1b3bb13a_0,Discussion,"Moreover, comparable results were obtained in an in vivo imaging study on mice, which was performed with the highly resolving U-SPECT [30]; in this investigation, intraperitoneal application of 2.5 mg/kg amphetamine led to a 27% reduction of [123I]IBZM binding relative to baseline.",,1c5ca8a58f464e3d4fbb69dd47c5d97e1b3bb13a,result,not_supportive,comparison,default_result,heuristic_rule_based,False,acronym
scicite,train,40d72f061e454a119ab1d11c5c60b5bf0fad81db,40d72f061e454a119ab1d11c5c60b5bf0fad81db>None_0,Discussion,‚Ä¶expatriate partner adjustment: we interpret this result a similar fashion than the findings and remarks of some authors (Shaffer and Harrison 2001; Cole 2012) who stated that expatriate partners that decided to interrupt their career in order to follow their partner in the international‚Ä¶,,None,result,not_supportive,comparison,default_result,heuristic_rule_based,False,explicit
scicite,train,28b9b7599e564dd44c5b997adf46c5c9cb9b1377,28b9b7599e564dd44c5b997adf46c5c9cb9b1377>005a473a7d50814813dfc4cbf86c8ad1444e3fc3_0,Discussion,"Two studies using direct measurements by hyperinsulinemic euglycemic clamp reported that intrauterine growth restriction or low birth weight decreased the insulin sensitivity of whole body glucose uptake in young adult men and women combined (17) or of glycolysis, although not whole body glucose uptake in young adult men (18).",,005a473a7d50814813dfc4cbf86c8ad1444e3fc3,result,,comparison,default_result,heuristic_rule_based,False,explicit
scicite,train,70bf8246ceae19f097f2a2aeff16c06b5ba97a77,70bf8246ceae19f097f2a2aeff16c06b5ba97a77>0b4bbdda783fd49f6ff7ea2195e272edb4864308_4,Methods,The 3-step admission system in the Netherlands has been described in more detail in a previous study.[17],,0b4bbdda783fd49f6ff7ea2195e272edb4864308,method,,methodology,default_method,heuristic_rule_based,False,explicit
scicite,train,7b402c04c69e1719b7a5e3ec722f4b20a655b222,7b402c04c69e1719b7a5e3ec722f4b20a655b222>86aaef532a0a99a86d83d3b10cf229ce7c45c31d_0,Materials And Methods,"dN and dS were calculated for the aligned regions using the codeml programme from the PAML package [56], with default settings for pairwise analyses and nine free parameters used to account for codon frequencies (F3X4; [57]).",,86aaef532a0a99a86d83d3b10cf229ce7c45c31d,method,,methodology,default_method,heuristic_rule_based,False,explicit
scicite,train,7b84de729396dafbd9902a863813cf07ddff699a,7b84de729396dafbd9902a863813cf07ddff699a>d008272a8213ee67673e986a23e99d14ca836958_1,Methods,Although the time-constants of the learning window used in this study were much shorter than those reported for hippocampal neurons by Bi and Poo [27] (viz.,,d008272a8213ee67673e986a23e99d14ca836958,method,,methodology,default_method,heuristic_rule_based,True,explicit
scicite,train,b2ec0f1621f2f4fba1d4d2f482c8f2380af5bc16,b2ec0f1621f2f4fba1d4d2f482c8f2380af5bc16>a2393d6e910b41d2456d1d794b42b5546b863094_4,Discussion,"4%, an enormous improvement compared to the Lumbini survey 1995 result that reported just 15% [20, 24, 38].",,a2393d6e910b41d2456d1d794b42b5546b863094,result,not_supportive,comparison,comparison_cue_or_label2,heuristic_rule_based,True,explicit
scicite,test,0c5b551e43b479c46e3895f24a85059717d0abf1,0c5b551e43b479c46e3895f24a85059717d0abf1>e4a2e0c4b3cd1f2a1f5c8297cf9ba21f7c29acdd_0,Results,"In addition, as a positive control, we decided to investigate the Cip inhibitor p21 [39], already described to highly accumulate during Cyclin B1 degradation [40].",,e4a2e0c4b3cd1f2a1f5c8297cf9ba21f7c29acdd,method,,methodology,default_method,heuristic_rule_based,False,explicit
scicite,train,469c06abd3750c350bc146e68c917ee4d08da285,469c06abd3750c350bc146e68c917ee4d08da285>524e3c399cd981b38303689b2d59a5a0622c4c78_0,Discussion,"Our suggestion that the Andropogoneae of the Panicoid subfamily is monophyletic diVers from the results from the tb1 gene (Lukens and Doebley 2001), but is in agreement with reports based on other genes (Clark et al.",,524e3c399cd981b38303689b2d59a5a0622c4c78,result,not_supportive,comparison,comparison_cue_or_label2,heuristic_rule_based,False,explicit
scicite,train,5ddd341c20f323d736e9b3899ad20561c9bdbeea,5ddd341c20f323d736e9b3899ad20561c9bdbeea>8f2cfced117e54b3e1ba97b0e43f34e0ec747952_10,Materials And Methods,"Methods for extraction, amplification and sequencing of the nuclear 5.8S rRNA gene and the two flanking, ITS regions were as previously published (Ganley et al., 2004; Shipunov et al., 2008).",,8f2cfced117e54b3e1ba97b0e43f34e0ec747952,method,,methodology,default_method,heuristic_rule_based,False,explicit
scicite,train,c5cd91167a110b0d6483b9dc5b951a5bb7d1b496,c5cd91167a110b0d6483b9dc5b951a5bb7d1b496>b1e812f54dc615cf1d757f542c3a100356b64653_0,1 Introduction,"This paper examines these problems by evolving the PCL (Pictorial Computing Laboratory) model presented in [8, 9] for WIMP (Windows, Icons, Menus, Pointers) environments [17].",,b1e812f54dc615cf1d757f542c3a100356b64653,method,,methodology,default_method,heuristic_rule_based,False,explicit
scicite,dev,30c1ccdc46b8b0062264ce95fd56aeb8a73c299d,30c1ccdc46b8b0062264ce95fd56aeb8a73c299d>60339ee4d2175f9c102ac285f00c9d4ff199b649_0,Methods,"We administered the Conflict Resolution Style Inventory (CRSI; Kurdek, 1994) [40] to measure adolescents‚Äô style of handling conflicts in the current romantic relationship.",,60339ee4d2175f9c102ac285f00c9d4ff199b649,method,,methodology,default_method,heuristic_rule_based,False,explicit
scicite,train,0244271bdaa0e6ab1e8fc29070662d6b00746f1f,0244271bdaa0e6ab1e8fc29070662d6b00746f1f>None_0,Discussion,"‚Äö√Ñ¬∂in cuticle thickness reported
 here is in agreement with other studies which show that cuticle thickness increases (e.g. Gratani and Bonito 2009; Varone and Gratani 2009) and wax formation continues (e.g. Bukovac et al. 1979; Gu√É√†lz et al. 1991; McWhorter et al. 1990) throughout leaf expansion.",,None,result,not_supportive,comparison,comparison_cue_or_label2,heuristic_rule_based,False,explicit
scicite,train,54e6b25c6ee25daec13f9f85d80f2cd2aaca3d2f,54e6b25c6ee25daec13f9f85d80f2cd2aaca3d2f>2563a861abc0101d83344aef8dd4065f547a6784_0,Discussion,Our results confi rm previous studies that reached the same conclusion (Boushey et al 1994; Vermeulen et al 2000; Till et al 2005; Marcucci et al 2005).,,2563a861abc0101d83344aef8dd4065f547a6784,result,not_supportive,comparison,default_result,heuristic_rule_based,False,explicit
scicite,train,fba34a8472f07b4833464437d785cfdd621cb873,fba34a8472f07b4833464437d785cfdd621cb873>670ed96d6736ff927a84d766caef1850b508628a_0,Methods,"Cognitive function was measured using a computerized task battery that measures multiple modalities of cognitive performance (Green et al, 1995b).",,670ed96d6736ff927a84d766caef1850b508628a,method,,methodology,default_method,heuristic_rule_based,False,explicit
scicite,train,891c43de74b0699fb6d1c109b7cac6ef9ad19649,891c43de74b0699fb6d1c109b7cac6ef9ad19649>ea74c2054161a25e24fcb0f01f46def4edd09d88_6,Discussion,"…carriage rate was 4.4%, which is in close agreement with that reported by Hisata et al. (2005), accounting for 2.3% more than the values mentioned in the study carried out by Torano et al. (2001) in La Habana, Cuba, 3.1% more than those of a study conducted in Brazil (Cardoso-Lamaro et al., 2009).",,ea74c2054161a25e24fcb0f01f46def4edd09d88,result,,comparison,default_result,heuristic_rule_based,True,explicit
scicite,train,6438d8db1ba327e0b7be10d2ad282376590fdc7c,6438d8db1ba327e0b7be10d2ad282376590fdc7c>7e4fc4b15f1783bf8c55a65e1ebb467486b77f2a_1,Methods,Content validity was examined by 9 experts with clinical service of more than 15 years each.(12) The internal consistency was estimated with the use of Cronbach’s coefficient alpha.,,7e4fc4b15f1783bf8c55a65e1ebb467486b77f2a,method,,methodology,default_method,heuristic_rule_based,False,explicit
scicite,train,27e24ba50f355186dc337161ca2c813b25518c8a,27e24ba50f355186dc337161ca2c813b25518c8a>1135db463febaf74ff810c02e051556b250f0772_1,Methods,"The DlasR rhlR mutant of the Iglewski PAO1 strain was generated using the same knock-out systems as for strain PAO0001 (Beatson et al., 2002).",,1135db463febaf74ff810c02e051556b250f0772,method,,methodology,default_method,heuristic_rule_based,True,explicit
scicite,train,c7b8a63d5ba2f37390d25360d4b9a16450d0448e,c7b8a63d5ba2f37390d25360d4b9a16450d0448e>None_0,Discussion,"Rather, our results are concordant with those of Rowe et al. (2009) and Fischer and Paukert (2008) where the explanatory power of local-scale environmental characteristics exceeded the large-scale influences on fish assemblage structure in relatively homogenous (i.e. agriculturally dominated)‚Ä¶",,None,result,not_supportive,comparison,default_result,heuristic_rule_based,False,explicit
scicite,test,9603345c16128556c07411ba3fb7670ca7a16bbb,9603345c16128556c07411ba3fb7670ca7a16bbb>59740a2116bbecc511c30b3b1a23b6c33d7a5108_2,Methods,"The HapMap release 28 (merged data for phases I, II and III) [19,20] SNP data were downloaded from the HapMap website, converted to GenABEL format and trimmed to include only samples in the CEU and YRI populations for which there was matching RNA-seq data.",,59740a2116bbecc511c30b3b1a23b6c33d7a5108,method,,methodology,default_method,heuristic_rule_based,False,properNoun
scicite,dev,0f445feb2e23bc591d3170d6f41fa67157acb497,0f445feb2e23bc591d3170d6f41fa67157acb497>None_0,Discussion,The results agree with Priess and F√∂lster (2001) which related the decomposition process and hence microbial respiration with SOC increases.,,None,result,not_supportive,comparison,default_result,heuristic_rule_based,False,explicit
scicite,dev,48efd0b4da7649dc865f6ea10a54e78004bb6b0a,48efd0b4da7649dc865f6ea10a54e78004bb6b0a>5e9bdbeb12fb3d726cc5f6caaa0bb85e4319644e_0,Discussion,"Coinciding with our results, it has been previously reported that i.p. injections of Œ≤-glucan reduced IFN-Œ≥ production induced by concanavalin A in mice (Pelizon et al., 2003).",,5e9bdbeb12fb3d726cc5f6caaa0bb85e4319644e,result,not_supportive,comparison,default_result,heuristic_rule_based,False,explicit
scicite,train,0e42a8b0c3b1f40f00a00fdded40aac605e89595,0e42a8b0c3b1f40f00a00fdded40aac605e89595>None_0,Discussion,"Only in G√°vea Park (Parque da G√°vea), Rio de Janeiro city (see Esb√©rard, 2003; Esb√©rard and Bergallo, 2008b), a similar result was obtained, in which M. molossus outnumbered a frugivorous species.",,None,result,not_supportive,comparison,default_result,heuristic_rule_based,False,explicit
scicite,train,291ca965a80c0b484e70533599b2898f3c9b7cf7,291ca965a80c0b484e70533599b2898f3c9b7cf7>63daf1741972395162371e6e9bf12348828cfe44_13,Unknown,"At this site we have already carried out a local-scale analysis (Spagnuolo et al. 2007). For the small-scale analysis, 56 shoots were analysed in a grid of 35 cm 9 40 cm with mesh of 5 cm 9 5 cm (Fig. 1), so that we could estimate clonal size/shape and growth pattern. 162 J Plant Res (2009) 122:161–170",,63daf1741972395162371e6e9bf12348828cfe44,method,,methodology,default_method,heuristic_rule_based,False,explicit
scicite,train,1c10a64f53f043d581816fb077e32d602c948a23,1c10a64f53f043d581816fb077e32d602c948a23>e10338780d2ac5d21d34993dcde7c6123f8078a6_0,Discussion,"22 as a result of the presence of an RNA hairpin, which has not been observed in our previous study with unstructured mRNA (m291 and m301) or other single molecule studies [9,22,23].",,e10338780d2ac5d21d34993dcde7c6123f8078a6,result,supportive,comparison,comparison_cue_or_label2,heuristic_rule_based,False,explicit
scicite,test,aeb178ef1910a61152cd74209c28641199c82855,aeb178ef1910a61152cd74209c28641199c82855>754c04953c261072fa367f4104e3deff082d9484_1,Methods,"Organotypic hippocampal slice cultures
Interface hippocampal slice cultures were prepared as described previously (Stoppini et al. 1991; Boudkkazi et al. 2007; Debanne et al. 2008).",,754c04953c261072fa367f4104e3deff082d9484,method,,methodology,default_method,heuristic_rule_based,False,explicit
scicite,train,b77e929364ead9d331bc7881276608300c550f09,b77e929364ead9d331bc7881276608300c550f09>3bb880ed576810fbdb25eea236447d35b998f9e0_0,Methods,"For phylogenetic analyses, the obtained sequences were assembled to a reference set containing sequence information of 180 species of cichlid fishes from Lake Tanganyika (Boileau et al., 2015; Meyer et al., 2015) using CODONCODE ALIGNER.",,3bb880ed576810fbdb25eea236447d35b998f9e0,method,,methodology,default_method,heuristic_rule_based,False,explicit
scicite,test,ba02f4f830d049fd5d2c0072f4a43cdb6090832d,ba02f4f830d049fd5d2c0072f4a43cdb6090832d>ee40b43e4868bca485f0becfcc8b140b66bbae26_0,Discussion,This result is in good agreement with other multiplex real-time PCR methods in which efficiency of multiplex PCR could be optimized to the level of single gene amplification.(35) We also observed consistently lower threshold cycles for STAR assays than for TaqMan and SYBR assays.,,ee40b43e4868bca485f0becfcc8b140b66bbae26,result,supportive,comparison,comparison_cue_or_label2,heuristic_rule_based,False,explicit
scicite,train,cac7805b18ec01288fd9b6c614e5e53c7e07da95,cac7805b18ec01288fd9b6c614e5e53c7e07da95>2d29232e26b4d956eb82bfb05fbcb7b62fceb10b_1,Methods,"As such, the Health Action Process Approach model [47] was utilised to identify evidence-based determinants including: low outcome expectations, low risk perception, low self-efficacy, and lack of social support for healthy lifestyle.",,2d29232e26b4d956eb82bfb05fbcb7b62fceb10b,method,,methodology,default_method,heuristic_rule_based,False,explicit
scicite,train,4ca143a333cae66e08397016280e99ec9f3c2816,4ca143a333cae66e08397016280e99ec9f3c2816>0059e599d7cc01f430427c03402f1309d714d1c4_2,Intracellular Protein Phosphorylation,Protein phosphorylation was analyzed by flow cytometry as described in detail previously [12-14].,,0059e599d7cc01f430427c03402f1309d714d1c4,method,,methodology,default_method,heuristic_rule_based,False,explicit
scicite,train,7c08f12e883125df92aca4848c81bbe5bc4a8eae,7c08f12e883125df92aca4848c81bbe5bc4a8eae>14731aaa113d30bc5e37bee4af8e5f6462ce5f19_5,Results,"Previous studies established that caveolin-3 is recovered from neonatal rat cardiomyocyte cultures in light vesicular membranes, along with flotillin-1 and flotillin-2/ESA (19).",,14731aaa113d30bc5e37bee4af8e5f6462ce5f19,result,,comparison,default_result,heuristic_rule_based,True,explicit
scicite,test,8e8e19bf6e9d7bcf921e91f369a140da2e86bfa3,8e8e19bf6e9d7bcf921e91f369a140da2e86bfa3>None_0,Discussion,"Therefore, we can compare our findings only with the data obtained by Koubek et al. (2004) who obtained them in a way similar to the present study.",,None,result,supportive,comparison,comparison_cue_or_label2,heuristic_rule_based,False,explicit
scicite,dev,2ba3516e8bcd3bb9572f0a0e06a1de51d864055c,2ba3516e8bcd3bb9572f0a0e06a1de51d864055c>None_0,Discussion,"Our results could be explained by an increase in muscle sarcomere in series, which has already been shown in animal studies (51, 59) and put forward in recent studies determining the effects of eccentric training in vivo (10, 54).",,None,result,not_supportive,comparison,default_result,heuristic_rule_based,False,explicit
scicite,train,343f8452a462c855e90e2197a66c71613f09a8ad,343f8452a462c855e90e2197a66c71613f09a8ad>88009fb591e3477c2cacfdd71efef0091576a1e0_0,1 Variational Dynamic Kernels,"Initially, utterance-dependent generative models were obtained by MAP adapting an appropriate gender-dependent background model using the provided gender information.",,88009fb591e3477c2cacfdd71efef0091576a1e0,method,,methodology,default_method,heuristic_rule_based,False,acronym
scicite,train,ec78f571979c45a5ba3ab3092a0d9c207604e534,ec78f571979c45a5ba3ab3092a0d9c207604e534>0ca4065e31ff3c3431bb420298143f6c8d4c420d_0,Methods,"The economic costs of physical inactivity are evaluated using the cost-ofillness approach,2 where the medical and non-medical costs of NCDs associated with inactivity are evaluated (Oldridge, 2008).",,0ca4065e31ff3c3431bb420298143f6c8d4c420d,method,,methodology,default_method,heuristic_rule_based,False,explicit
scicite,train,f1516affaec39fe1a54e3a988094d4ebbecdde9e,f1516affaec39fe1a54e3a988094d4ebbecdde9e>1e522816471854cfc37dfb925439b49019c5b2e9_6,Introduction,"…analysis on diagnosis of HD in PD and employed a variety of machine learning techniques and classification analyses to introduce the acoustic analysis as a non-invasive diagnostic marker of PD (Novotny et al. 2014; Orozco-Arroyave et al. 2013a, b; Rusz et al. 2011, 2013b; Smekal et al. 2015).",,1e522816471854cfc37dfb925439b49019c5b2e9,method,,methodology,default_method,heuristic_rule_based,True,explicit
scicite,dev,403be1b4e5ac775d46700814b76eedce4be8441a,403be1b4e5ac775d46700814b76eedce4be8441a>0f3ab6835042ea45d2aab8e4a70151c11ca9a1d6_5,2.2. Distributional Model Implementation And Training,"…the best-performing dimensionality on the clustering task was 100.3
Parameters for the Topic model were similar to those reported in Griffiths et al. (2007).4 Markov-chain Monte Carlo (MCMC) sampling was carried out with three Markov chains run for 1,600 iterations each, with a =…",,0f3ab6835042ea45d2aab8e4a70151c11ca9a1d6,result,supportive,comparison,comparison_cue_or_label2,heuristic_rule_based,True,explicit
scicite,train,405463a38d7792c769d8a6059bba3c18ec7def44,405463a38d7792c769d8a6059bba3c18ec7def44>d6bba296da84bfba555e5ce0737421e02373060c_0,Discussion,"These results are in accordance with observations made for translocation of Foxo3a from the nuclei of oocytes during follicle activation of mice and pigs (Castrillon et al., 2003; Ding et al., 2010) but differs for Foxo3a immunodetection in pre-granulosa cells from primordial follicles of other species (Tarnawa et al.",,d6bba296da84bfba555e5ce0737421e02373060c,result,not_supportive,comparison,default_result,heuristic_rule_based,False,explicit
scicite,train,7c13d5f07c17273f3788928fb73d349b5b4ca4a2,7c13d5f07c17273f3788928fb73d349b5b4ca4a2>9330745141a45a83044185911a9869cc77b04003_0,Introduction,"Other studies have found that GAD patients have a lower level of peripheral benzodiazepine receptors on their T lymphocytes [36], suggesting that benzodiazepines (which are antianxiety drugs) may also exert a regulatory effect on immune function [37].",,9330745141a45a83044185911a9869cc77b04003,result,,comparison,default_result,heuristic_rule_based,False,explicit
scicite,train,748d62e6539e0b804f12e9192ae79202375008d3,748d62e6539e0b804f12e9192ae79202375008d3>1ba55fe9e4dfd254eeec830260ee384606f19b46_0,Unknown,"Survival and proliferation of adult ICC is dependent on several factors including Kit, 5HT (serotonin) signaling through the 5HT2B receptor, Ano1, heme oxygenase 1 and neuronal nitric oxide synthase [101].",,1ba55fe9e4dfd254eeec830260ee384606f19b46,method,,methodology,default_method,heuristic_rule_based,False,properNoun
scicite,train,bebb742e4346443ff1e54baee1b9a4bebfda1489,bebb742e4346443ff1e54baee1b9a4bebfda1489>73784cc9ef59ef7d6700e0c1c1c31462b5d18915_0,Introduction,"Few studies demonstrated the importance of alexithymia among suicidal patients, but the results were not consistent (Sayar & Acar 2003, Hintikka et al. 2004, Iancu et al. 1999).",,73784cc9ef59ef7d6700e0c1c1c31462b5d18915,result,not_supportive,comparison,default_result,heuristic_rule_based,False,explicit
scicite,train,6f68ccd37718366c40ae6aeedf0b935bf560b215,6f68ccd37718366c40ae6aeedf0b935bf560b215>60ed4bdabf92b2fbd6162dbd8979888cccca55d7_11,Method,The same 24 color pictures of Barbary macaques used in Pascalis et al. (2005) were used in this experiment to create 12 pairings (6 easy and 6 hard pairings).,,60ed4bdabf92b2fbd6162dbd8979888cccca55d7,method,,methodology,default_method,heuristic_rule_based,True,explicit
