citation_id,new_classification,changed,rationale
ba9b71f460f999b8d8dcc768ecd741b9ea8158b2>15a13f759e0c2673042cfe8d63cffcda3ee450bf_0,usage,yes,KEGG database used for functional assignment
adbcc12a04e608f88b1dcb12568207fe5398f520>2326f0b32885b151ed126731f810ec71dc421676_0,comparison,no,Other studies support citing authors' results
1c6b446bc13a454686b6c3872a78fa9c0760677b>815bd94807ff43a3f3a4f361e5b21e3f7a63556d_10,background,yes,Lists prior algorithms/contributions as context
57f3ea4b5b6dc86750ca72fc33040b0ca684fb04>0073ca1c9f85b23520e8b3c53f146533f6fe68a6_0,background,yes,Cites finding explaining a mechanistic claim
39c4f677089533c9a12a22041321530ef4ccb601>1c565fc77b901cf844dadc5334646178378b66d7_0,background,yes,Summarizes recent findings motivating a hypothesis
b24afa8d17e1640fd26318bfe71a2700aff2d1a9>8a4534b1031d611876e2ee047ff5d2dc3757397c_1,critique,yes,States a limitation of the cited relationship
032cda3876f80eaff146d59a15c3ac86050a4d24>ea0372b4c4f44085dec5f7f637a1c0900c7b20a9_0,comparison,no,Consistent with reported IOP differences
9f998d0c3501ec59c036d3f4131156219806306a>df2aeee1ab760c03b903ff0eeb99a6bf84cd614d_0,methodology,no,Design choice based on cited investigation
3edfbd82cb41288a9f6081b7e523bc0067932700>23600edff3b249b55369754adb515a31a08288e0_0,comparison,no,Replicated previous literature results
53114f0f5e6fdc237988a366cd9af65372e959c9>54a3bf1e50a581a0163281e43f42b0d46739c9b4_0,comparison,no,Longer follow-up duration than previous studies
c1f2ddb211d773c27295f480354767c2612a8053>9955b33f62a23e793953fe3d1884ed744a6ecb40_0,comparison,no,Results aligned with other authors' claims
4a7f74115fd8824a53d953e9d5f214e4ffcf3a20>bbb845bc1818591b87851d28797ca0c39c686255_0,methodology,no,Fixed effects approach similar to cited work
b15dc4cc7d759e4f9cde13b09ba06ec9dae151f3>None_0,comparison,no,V-peak resembles results from earlier studies
f431ac50de75a49be350c9546e38fddc36c1cecb>ce294e54f703e9d5e8cb486ed5829e7798916b60_0,methodology,no,Software built on cited DAPP principle
96215fa744982e57cb4a4bd2c6c828684f6d7b87>ceda2c6f16609c70a8ddae51d9d37a985825c138_0,critique,yes,Own findings contrast with cited study's associations
b26e82a63bfea6f9a641682487946d75f9018896>None_0,comparison,no,Results similar to those reported previously
40036d9304488a29d7642fbac23c46fc89a8fbe0>d3b27746f7a53f2dc5d9b8c2f3d343313622ec36_1,methodology,yes,Experimental settings match/follow previous work
5a9ba9e9e6bebe352f02f3e3f7b949a05455c2c4>a7ac7172a4cf4f0c922cea8091af0d28040e6190_2,background,yes,Technique's use in other studies described generally
f3f4ddbaff3e40d335ca0fbb8f173ed3cd30fbf0>3db09e287f236af3e280894b10e9ccd0d8faa720_3,usage,yes,Sub-cohort drawn from established ROAD cohort
bfb11b35b52cddd3ed78b3203408c916f0cd7d76>0d3317ba27fc759492dd873c855252858bcdac7d_0,comparison,no,Comparing results to studies using similar GRS
26420ec3d87ab5cce2f6439c368e6cfab4dbd4e0>ed36122184056b9dbc518e3b59444e0f1b913acc_0,usage,yes,Specific anxiety scales/inventories were used
0f811605238713a03a80e3b2c7ee0b4209648985>3b27aa570198f8dc86c4a0aaf4befe1bdac3aa3c_0,usage,yes,Matsuda index used to measure insulin sensitivity
85305fd14d887a9515de56bd43a1148b4631922c>e132157e97e1f9296e2a5a82c87060693cd087a1_0,critique,yes,Explicit contrast with previous study's approach
ec2dc427209a877513ab2834764273ed087916ea>6c329fe7a19aa514c53b226231494a735d72b4f0_1,usage,yes,Specific expression vector from cited work used
222fb4ca4702f1921ed96affa8766e536865af7c>None_0,comparison,no,Recovery trend on par with national trend
6bb2a51082f25428d79d3b8d560366ac69035ac2>811129c2174fbf11a1e6b2fb12504595e78b80de_1,usage,yes,JULIA implementation directly used by systems
bc00dd8c1f5c49b75b8c89314de75c7ba9da6f21>0c7d7b4c546e38a4097a97bf1d16a60012916758_7,usage,yes,Kaldi recipe directly followed/used
a7095b7f26b89071f03b4e0e57f42599c2470c5f>545ee85c26bc4713fbffd1f71ae54b7ab7933b13_4,comparison,no,Finding in line with prior study by same group
9a71488b865aed98a8062ce0b6056ed0ed3639ff>17b58281e4574fb4a2db6d6ae879ff68a7ce3112_0,background,yes,General literature support without adaptation
2cedd91965fec5cfad393b54485890fd5086054d>85b4cca433cd3ed9731c45c3898a13cfd2691fdb_1,comparison,no,Consistent with authors' own previous results
591842a106001afa3d89b6c12d7715835f96cb4f>5bd0109fde4c01578b16a9d5a58d7870b0fd31fb_0,comparison,no,Consistency level compared with other studies
e586dde432609320ac026c6e21f34125ba6e49b6>58c7ffc47fde0f5120e1ba32dfe8b30db7d65c64_1,usage,yes,Feature sets from cited works directly implemented
c6ca01df369dee4ca8ec49984180ad62d820d29f>12fb878db56fcf2c6391b023d7ff962a3bf0959d_0,critique,yes,Explicit contrast: difference from MACE-style approach
291ca965a80c0b484e70533599b2898f3c9b7cf7>63daf1741972395162371e6e9bf12348828cfe44_12,comparison,no,Genetic differentiation comparable to prior site
d9d24925878ff7cdd70ad2fcd8de5241b486f19d>2bdc4f0a4956b2aed861682d2be180f0601e52ef_0,background,yes,General principle about IRT model requirements
d6d46dcb41cc6a0883566f223c7689a5d479f785>None_0,comparison,no,Spectroscopic results parallel earlier findings
4f3d9449bbd96a8218751997bfb3d5300725fce1>1ef82931fe51b84b3f2ec49f8a47efbee6e1ea3f_0,comparison,no,Findings concur with previous studies
77886db323abc7128185bc96b03b59ec895050ab>None_0,usage,yes,RMSProp and Adam optimizers directly used
64544a1ce5b6b3a7b808f1bdf50355aa96449af7>e837a28c00f9d67e3fb33f839a222a5ab0f10910_0,background,yes,Prior work cited for general correlation claim
e28904703eb7a8052f7b26618bfcaf1b64311efa>39d742b0215b388f0ce5c7db31e98d700ba00df1_1,comparison,no,Binding pattern identical to cited result
fc2f113764f20bfec6eb5ab5e6e796d3ac40e1f7>aa73756cb293b4322b41a025b58f9d522787e48d_6,comparison,yes,VO2 estimates comparable across studies
ab4bfd0521ec8d78440f60ece521d66f1745fa20>7003482a13ad324451506ce212e0b417382050fe_1,critique,yes,Surprisingly different results from cited study
731f91107b2485fdc4838ba17a70ded6acc255f5>d7182d9ebc99782060c4894fe247a7ced7a78b06_0,comparison,no,Result in accord with developmental stage/reports
89d339d8da952b6d860e6ce3017fe0ff4e60f4c3>e01ff1ae186840de7af4172dc1c0978e32fc6b5e_4,comparison,no,Explicit algorithm comparison with CLOSET+
04e502258b2d09f3deaa3d20448bb3493b621cbe>3c9c7ed296684d9f7f2cc24d85c5e09e8fe603af_0,comparison,no,99% agreement rate benchmark against TDRC
4c79aabdeb9af3e9a89020fa1935f45109882824>79627196cfa0577316a0dfaa21da38647743f636_0,usage,yes,Cox regression models were used for estimation
1d8d960f4c1bcd5fa93039b0d2f7e8c82e2b4d6f>f079647502ea163587ef3b85719bf50dbf9c36ed_1,comparison,no,Unexpected finding relative to other family members
2ec51a4ac8e1dadb1addd5837d760be4ff4d607b>5f827d0ec3bab0b44ce1419e7465ac65b794ac00_0,comparison,no,Results supported by previous studies
50f1c3e5a5d82fa99365f00497cd9167896dd091>10847bb1f6e63f5cef6116ed2a0fb7d3b0a7881b_1,usage,yes,Specific primers used for normalization
fcf1dee673578d7e8b218257edb0e8e95423f70e>779922b2a247f297a83ce9f748a44f24664995ea_2,comparison,no,Peak latencies consistent with prior studies
57c3d2816fb027c9f7acb81a6a9858bc033b7b71>7248b61d716ef588c0fd391d1136e4f43a4ddc36_0,comparison,no,Very similar results across multiple species studies
a0bed2bc031ee4591b7b4308f4e730174cc3ec59>70d132f40900ac0d48676da52b820538228e8dc9_0,comparison,no,Findings in accordance with other authors' rates
083c8dd9ce0e7159cc66d3492d65396383e9752b>79eb14904975018a809f16ba939b88f753f81eb7_0,background,yes,Describes evolving understanding of GLP-1 functions
2acec287390181b43e166794fc72d723645415ff>422eb72108ce3cef7e66514720b99af04a46ae57_0,usage,yes,Review conducted following PRISMA statement
b83206f7faa26b6067151f721c4f39e81402c88a>05ad0bce83740b1ab8f57c3be7831a4b6b976ae1_13,usage,yes,Specific shifting task from cited work used
45aaad1ce30b0ab97d335bf71b239a54c09f69f0>06689c4f9d8a2fa2d78a4a70301684e4e676c9fb_1,comparison,no,Results support literature on processing deficits
c6a2b8983cc8bca5eebb19ecd16cb376abc647b4>6c6768bb9655d39b36bf0037cccde1c1d31c838a_0,comparison,no,Results consistent with prior personality trait studies
002ecb24eefed9c906b4c52018774a7d5ff749c8>a53c4cb2a9d830b26f1d1e02102ed5c65b677863_0,usage,yes,"Validated questionnaire used, supported by prior studies"
49bacf2f17781b99e8731f36c797873bd57144bf>84f2a000ec32f9394ca6cd823c5cf724be9b5a9b_0,usage,yes,FSL-BET and FSL-FAST tools directly used
0101ae91c87779648c78b31953080ae2033ddf9d>dafab9e844255c1cc72fbf9a1118248aabc537a6_0,comparison,no,Connectivity differences similar to prior study
8dcf47fd084fd0f1d36e7182f6a05b90d9bf81e9>bbb4ecbbe67d51a8fb7deea0324de1ec9fc57660_0,comparison,no,Observations in agreement with cited theory
2843472cbf6502ee6427d0e09a3198794cd3ab3e>559d5151c909b2b80f6459dc97c401f65b192fbb_1,usage,yes,Tendon displacement method directly used
d8545b06ab9318b96e8906fcad7ad9e297850522>7ad400a02f33cf4427aca07cab48faf9a7306dc5_1,methodology,no,Detailed experimental protocol adapted from cited work
92c69fce013202cd782824c2cd2fc39cb1b8c5e9>321b25b19e9634acff0cf8742b6a6e49d19b6a84_0,comparison,no,ChE levels same order of magnitude as cited study
6a996ec970c62f70974a4068a7ac10327924c9c4>1485b24fd844bb89c645b859de9935775c5da2d1_0,comparison,no,Own results align with other human studies
23f18ccb530034ae506ab683876fb693dea75c4a>5adb9f34e35169a8c54a309be6ef90a966dfa143_0,comparison,no,Partially consistent with some prior DTI studies
b29c56f40df8e90fd6ade3d06f8aa0defa49dabe>c84da4003b647b2b9d9c61a31e8e65d87e80e483_0,comparison,no,Similar structures observed as in cited work
a9da45d3c240ad5eb1cdd93c8ee731acea9de078>f953c14a73a426488fcf3d25505c243b29dd274c_6,background,yes,Prior finding motivates choice of junction cores tested
c7139f27461e01d42f7a357b5253da485db359d4>13a5562e78128e68bb5aa6fe5a842595bcf39281_0,background,yes,General finding cited to support prognosis claim
046ead147491b34d03b56448acb919b0d5ec798a>7c41eca2ef3a5350521e6e23d5acd890dd41a908_1,methodology,no,Describes measurement approaches of reviewed studies
e8b28ea410efa058d78aa219498e4b417228cf71>e4ba0683cccd1a5c2c8200b48cf76a5fb96af984_0,usage,yes,Specific optical recording system/technique applied
43446a0bbcd4d973744c98b89a707b749b447733>c4867897e539bd24e83dbcb5749ebb2c4c3527bc_0,background,yes,Describes availability of tetramer technologies generally
ca6452209619a651c65919776688b9fbbf2a293a>16dbaf87b0497693dff3dd58e891bdc75f4fadf5_5,extension,yes,Method generalizes prior MLMT-T as special case
db22dab2179c4dc2ef8c63321394c6bb5873fe7d>c90933b53e07883d008c3d21b553ef6ee8001732_0,comparison,no,Results congruent with other authors' conclusions
58e800139617de5e0382c224312a01787e8a2d6b>f70fcf87fa95732a06c2927070b084d8abfac512_0,usage,yes,GARP modeling system directly used for predictions
d1ce95485162b623ceb11701c8fc7ae2905b8be7>12d7d6767817649ebbaf818e09cdc1dd02bc6c21_0,comparison,no,Confirms results observed by cited surgical study
225b559eda3fe9934b6a012059595fbf46c76fc1>b8ad1cc3c71ae674cea2dee65a674a29ac6f58ae_0,background,yes,General background on fornix involvement across diseases
