citation_id,new_classification,changed,rationale
fa39a6766e5058aafa2bce47722654480a9d37f4>257a64f455fa56ae39708feb4be6c36369ff1420_0,usage,yes,Directly uses cited genetic map data and KELVIN software.
45edff55835cc98c06c893d5bed2a8dc2b308655>1e526b851137c3deca29c1cd0e3c852ef7744d3e_2,comparison,no,Studies compare published outcomes against originally registered outcomes.
aab326884c65b09274891f94f71d3cb620346f87>76c45f67dcb8a9299c0a191cf611d551a8148921_15,background,yes,"Describes established signaling pathway findings, no adaptation or comparison."
1521e1abc56616b6351f37ca246d4f3c7a37bb1e>b584b3f997f6b4918d53d65af7ef93fbaa7d282c_0,comparison,no,Present study's results consistent with a prior systematic review.
86d16e5f252e1075685845be121fe1b8fde0c35b>8f0c4f67e51ee7414c66a23b17cc156fcae2ce66_0,comparison,no,Similar method discrepancies reported by other independent authors.
a5fd956f44d429dec396c74d45c2087a934e42a0>1dd9f5b395836f8e2d8b63091214ce9f5cf23d60_0,comparison,no,Result rates consistent with several previously published follow-up studies.
0846094df2ef424e028c4b4e8b934d1db79e6948>01a75b84837517a571fa674cef763e7b24009cbb_1,comparison,no,Model results consistent with a classical theoretical description.
d543ce5e35d1671e3df4f8703a1b5949bac800b6>None_0,comparison,no,Own proportion result comparable to a different grafting timepoint.
c980f79612a951d465b3ee9edac58867bc42bd80>24526509a4f7c1a7849a0e40109cb3ade4cf06fe_0,comparison,no,Result agrees with data previously reported in other species.
9d101863796a40c63d15ba2ee65783fccb5b7832>bf80e553162107c0a22fabc1df023f6c5fb65465_0,usage,yes,Directly uses named dietary-analysis software for diet formulation.
a916523d51c7913d6210da07673a382d8043dce6>69e7cc9f4c119ba490b38e791465fa510d4265f3_0,comparison,no,Establishes similarities between present and cited investigation's results.
529862fd23b8f42f71425fb9611beac6416b5655>5de0d612db99d972950c5aa0fff1f27d14445035_0,comparison,no,Plasticity location consistent with multiple prior imaging studies.
9e92fc73392d4aea262aa6bae77ab379c79b37b7>2521ee9b9ba1bf7dfd4341259b97f383827fecc9_1,comparison,no,Revision rates broadly comparable to independent reports on UKR.
28de460cd76fc42f220dcc289ebe78c72b1d52a4>bc879474e921fe52dd36815abe0f0089f28ddc70_7,methodology,no,Own experiment adapts an established phosphorylation assay to test hypothesis.
2e8e515a004bee99bb91d5344dc91e8855e3395e>0da4a90c139164532691e314425354c2a80a9578_0,comparison,no,Phenomenon also emphasized/reported by other independent author groups.
25a4f27339ecb3bf9f13f4d1286c197ea2bc5074>None_0,comparison,no,Another study reported similar results for hemodialysis patients.
09e48749fad720a26ff7c8d58a795221e5a0bbce>15e0338ca5c626cb1a26098085fb0efd04544701_0,critique,yes,"States genuine limitation: method ignores within-subject correlation, unsuitable here."
b6ea6f0e6300496feb079d5598d53cecb2d2f180>9072ad3c6fa2ba64468f1c446f6329a4cc296ae8_0,critique,yes,Documents genuine weakness: poor taste and inadequate colon cleansing.
68a2522476fde4c74c19d003725304c34b2d945d>8f41e4bb794f811f67b86e74a94f595d1a44c711_0,methodology,no,Describes own systematic review inclusion/exclusion methodology process.
afe9cfba90d4b1dbd7db1cf60faf91f24d12b286>e34671e16f34c92f61f8424d5a7c6166e47bf820_0,usage,yes,Directly uses OpenCV's freely available Haar detector implementation.
6ec1ef0b16e54f5b8b675a5676771bc362064931>841cbd1e031dae999c09dda4362a3650dcdd7066_1,comparison,yes,Explicitly contrasts own approach with prior parameterization-based methods.
c60ea9c93e88dc67bdb4231a5dc6e59501e831ed>1ca488faf0209c7d89ed794622d8cd924f064116_0,methodology,no,Different experimental approach used due to compound's short half-life.
aa2cd9d04362b7c84602e3fd6b0b0d91b945fb87>932de154c10090d21334811fd0b867ebb9d9dcff_18,comparison,no,Observed decrease similar to a prior ambiguity-aversion study.
6b26b07192640a89bbc6127de7066185530bf716>None_0,comparison,no,Results confirm prior findings regarding retipolide chemical patterns.
28127e5eb5c74acb1127b6e0f6d818e24c08fa3e>059b144b85110925864929256a42f6902929867e_3,usage,yes,Directly reanalyzes published CELF1 CLIP-tag dataset from cited study.
067c4d561a6f2101a24a151e72db6a19f648c5b8>8a4f1f110d9ed5e4c921c34254e3bca43fd3fed5_7,comparison,no,Current study confirms prior investigations' natriuretic peptide finding.
741bbb18227446387547dc46b0839dfea108a2a9>574d73d4e765a1ab2a122f4aaded3b20ffc67079_0,comparison,no,Result supports previous observations about mutase enantiomer production.
0159af5972b2d3a40c48612bf88880b558896558>None_0,comparison,no,Similar treatment results reported in another cryotherapy study.
67fd3bb71d0f1a06e61fa0ba6615b0397867fbc3>85b04d25eac459fab2870ae995d01b09a6d65e1e_1,comparison,no,Results corroborate a documented geological drainage reorganization theory.
3fc98f845ad2294f009eab80786be59067cc885d>10d34e3ba06f810b82d10adeb889f7695e9c3834_3,comparison,no,Benchmarks drug potency against another compound across cited studies.
9462acef826a6b495fe8fb281660ee4418bb840e>21aaceb3fc27e8cc831e25191d967daa0d8962bf_8,comparison,no,Pattern associated with conversion risk across multiple follow-up studies.
bbd6badf7d4e2ed2dc90a3447bb3f22385d4af30>fdd0037155fae3ce64830c7d26cfa0eb25f6487e_1,methodology,no,Standard ROC-curve statistical technique adapted into own analysis.
bd463064ecd0463e776ce20b5ce4eea9f6dcfe2f>18f081728e82f8105a2cc1f7091e9059bf7f9c45_0,comparison,no,"Results as expected, matching well-recognized marker significance patterns."
d443cef7e84523690ac1659cd59a665fd44c0714>c3321a8ea5a8759ef13f12b1f6a0115a648ab2bd_0,methodology,no,Own survey instrument built using information from multiple sources.
47f463a59a526edd2dd33c5b9f24465c7fdcef49>None_0,comparison,no,Cites prior demonstration supporting cautious interpretation of own results.
919ec913d34ab5c7b2bab3962a99f7ffd1f20fac>fc5faf4d7810071045773db8d94173974cb48a7e_0,background,yes,"Describes a prior construction technique, not citing paper's usage."
1ed8042c32b484573035db874ee8db00b77ba326>f08f08fab4db474ed6d556b908622d95afa2704f_6,comparison,no,Explicitly confirms relationships consistent with prior literature findings.
5ebbc8c444c9c9f13ad0041afe9bbe1562786e27>7da35d6cc5835aec7b4c83390518bb4d32f63ba2_0,comparison,no,Factors generally in line with other chronic condition literature.
25a58b728ebeee5bc33d753bccb89617af1cd6d6>5b97f710fe7b89887740e292d1c5e2b9f1d65b1f_6,comparison,yes,Extensively contrasts own and multiple cited optimization approaches.
5227ec6b6b9e6630d3eec53e8784b1d43b97febf>61ba484c3fd142d5ddf606eae1a549fe29594208_13,comparison,no,Conclusions drawn combining own and consistent previous work results.
a0eafc11bf159d598475a07c98b9cedf30b86cb7>4957147f205941d97c60186eee1b1e4236bbee72_2,comparison,no,Results in line with several other independently cited studies.
b141a962bc4e5061475c8036309e00964d0129eb>5068b8ac7d96e5f900265bfc52f5cf54aef11b40_6,usage,yes,Directly uses a named commercial ELISA kit to quantify markers.
e1067b6a3429636615ecabc90845672e56ac3996>None_0,comparison,no,Involvement percentage consistent with several other regional studies.
ca1fbac41e30a06aaded305f3e8981c6ca691184>cd860c22784f371d8937afb1081d76ff8c258257_0,usage,yes,Directly uses established ISS and TRISS scoring instruments.
3e3f18a8f2e617b04b8884814f324ee67ad825de>65f04c7b8bf794236106daf12c5926ebee5b21f8_0,comparison,yes,Presents cited algorithm as a benchmarked competitive alternative.
f235a647262a0de2bd5199bfb40bd7c7328fe9ca>31864e13a9b3473ebb07b4f991f0ae3363517244_0,usage,yes,Directly employs the named Canny edge-detection algorithm.
b3077f5a64fa34374698ddcb5680b7c689602ed3>de1437f606b362531351d2b720b53c175f33dd2a_0,usage,yes,Technique explicitly employed directly in clinical trials.
0a5036bacbfd79602b86f431fe2d8a0261a6c7f6>aea381fb145a0510b4846a9f73f51b597377a1e3_0,comparison,no,Basal cell levels consistent with several previous reports.
b8a18619f2a81108397e4fbd5faba89e29755dc0>94660605276e5907b7eddc185f931fd9dc8e483e_1,critique,yes,"Notes genuine drawback: extra labor, time, cost required."
1b95b159786c4d543bacc2ee19e55ad5fe59cf14>20a603c12afe97b667708cea749722cf4722f3ff_1,methodology,no,Established correlation structure theory adapted into own decomposition.
1142d367029b78aaeb953f8fbaca47ae0e636d75>308d3b0ea53b9dd9fe1542cc36e47356336fba23_0,methodology,no,Own second method based on a cited deposition technique.
541d00c1e8cf96f91688cbfabd1c5cc90fec4b2b>24a9fd80925c989518a489723d8e8a0f099bb734_0,usage,yes,Directly uses cited OU model as an experimental baseline.
f104a3a2693ee78c2933f67f611a344bc6e1d987>11877ad1b3e5ccebbdf02cbe6c6015c82661e550_7,methodology,no,Adopts a cited general research methodology for the study.
bd1cb1220ff4a74047833e09ed0ed326a3f40406>9ec1f59e369502f710ca4a25cdff6f76bb9e9c3c_0,comparison,no,Own rate compares favourably with other reported sites.
fb7521ec13482dfe6adbcbd51adddb0b0365ebe6>cf46cd232a6d2dba5fb188098b22530729694053_0,comparison,no,Expression regulation consistent with several other cited reports.
81e4d94cf51e07216bd9276ed92a04c53a42b551>9b84fa56b2eb41a67d32adf06942fcb50665f326_1,methodology,no,Standard statistical technique adapted into own protein analysis.
cb12d128d0b9830cc123fdee1320fa5de1162fa3>c50bb3c6ca80d05b6117f0a3a23da9c3bfb8c60b_0,comparison,no,Complication results consistent with previously published open-surgery reports.
c7d22430c0d60b90464ca543456b37d1887e413f>5c9959c57c75957956704cd8ea78c38b67369d93_1,comparison,no,Findings support sustainability theory and prior empirical work.
f18469d32ef2171dd84460d77dff220de0f0abd5>7984c29ac78a0eeea4e2ffea3f63a88664c2d9d3_0,comparison,no,Immunoreactivity level coherent with previously published results.
94721718b91a199af94492a0630719fa85046518>a86da4c99e47672920547c8fb324fd8318c704cc_0,comparison,no,Similar results reported across several other virus attenuation studies.
47851e108a5855cb0fd375c9bdd039f78cc16c25>02bf68795fa74f0984701fa84df877a27dae6a2f_9,comparison,no,Model results consistent with other studies' reported small effects.
676b19ba1c40fedf4d27a3f48a766ac20b960f8e>fe2fd3262b549d1b36898127e3cc7ca1c1dd3646_3,comparison,no,Data consistent with previously demonstrated mutant degradation defect.
38a74e8978b416b3372b109ed36cd28d16c226ba>75d936e0355b0224718ee4cb8bb18a7492bdbc43_0,comparison,no,Results compare favourably with previously reported surgical outcomes.
333c515d1e5dee428e9ccc224b704311de72f46b>e804969e7601b199aaedcd9a4292078fc102f06b_0,usage,yes,Directly applies named clinical grading and loosening-assessment methods.
13348c00f3dad6d47cb6298bd25035fe2aee57b5>96694a94c04a62589f8f263650af99b34a0fff3d_0,usage,yes,Follows a specific suggested evaluation procedure from cited work.
2bdcb724b605255b9d691dbf5e71f03ea38f3a3b>004906d82709ceebebf6d3b111cc97a99f445038_0,background,yes,General background on utility of cited HIV-resistance modeling tools.
bd36544bfecd5b9ea58d0eab186968b3c9d181aa>9a01ad5d531d9662795f4d65fdf4c06116dc871c_2,background,yes,"Describes another paper's method, not adopted by citing paper here."
8a1dcd51cabbd95bf7212a42a8fc5bae5d6b65e1>668c6321b924dc59c2fccf8328f4dde13906ebe1_2,comparison,no,Similar findings reported in another pediatric reference population.
7334696d7aa6dbce3f52eec4359687dc45e05378>3bc08ab2fa3ca52263eacfe482180075546f7e49_1,comparison,no,Contrasts explanatory strengths/weaknesses of two different cited models.
780f3488fbde0acd2adbc9e1870c588c9558585e>da1f4cc1340e6c651875933b6db78ef56feb9eef_0,critique,yes,Explicitly conflicts with results supporting an alternative phylogenetic placement.
952660f4a305ebc8bc46ea23dd1ea41464d6681f>6b1223f442606ef04c8c04b36f1cdc0efb14c560_8,comparison,no,Own results confirm protective effect suggested by other studies.
c600b0131dedf511e769d493f94aa66ef6338387>608624ceb50db5383631e6683a5c50a1f02ee37b_0,comparison,no,Synthesis induction consistent with several previously reported exposures.
a24ef2bffff5641b67e6e97c770f450d13e96984>8eb26014d3c8c0b0a591269e5bed1f2e732c48ce_0,comparison,no,Pattern qualitatively similar to two other cited protein studies.
231e9f8cc6baa1c292aba6f54a8d4b2e1609fd39>31a291559e5a9da9312fac39f6dc524a3bca0cf8_0,usage,yes,Subclones isolated via a process described in prior own studies.
1ae76817ddb9f1969e80a339a235dde8c9afd094>e3f8af6936d1a5cfeddf11148a2b6b61e59c1a75_0,comparison,no,Own quantitative result differs numerically from a previous report.
a987290394cf4476ea4f55f3f7bb427ff5cebf34>0c610357d8682ecc3239863bf0ccf9c8d9090381_5,comparison,no,Concentration numerically lower than several other regional studies.
806d16ecd872b0ddad906b301908a50c085f76f8>a0288642f94ef3871dc8520c1d62658d274dac0e_0,comparison,no,Finding supports earlier studies linking polymorphism to psychiatric disorders.
b676c63e9243d92a617f148f96c7b7c4048b8e28>56d3a0bf0463ad0b750f47166454a2132ecdb7ed_0,comparison,no,Absence of strain differences consistent with previous comparable studies.
9ac8b68da6ecfcaa4056e11c7d0d8548336945cf>07f0aff7a06a5433129003a5b30c7bd201489d93_0,background,yes,Bare reference-list entry with no usable citing context.
6e0a93c15bec70de7b6cb6eb3cf5d2c9583e4f79>a5a86bdcf8fbcabf82a5669810f8d2aaa5a3f499_0,comparison,no,Detection pattern consistent with a previous FOXO1 localization study.
58728d20f447f52c531760a857fad816002e286b>55cb77b75239dcf08ec438f0e865f41f8ccd3d11_0,background,yes,"Cites a call for further research, general motivating context."
e9cb466973929d483eb4249af8fda3dfdb63f517>cce2b514dffae887bd629f6e84bd53d784d53927_0,usage,yes,Reuses a previously validated antibody dosing protocol directly.
f8a78ea9330b5aecbbcfd352fee546c21de09560>f2e808509437b0474a6c9a258cd06c6f3b42754b_0,usage,yes,Directly uses the named APACHE III scoring instrument.
2a3c919dd30c0b392dee92a47bf8571ec0894a53>623f0a73986bd4e83c0d88aa5f9f95a0bb09fa4a_0,usage,yes,Reuses ICD-10-AM codes previously validated on the VAED database.
46540a67656c811c6583f00424f37f94cc14eb51>aa85e17b3af1d3fa15f1e7488f9f1286563048a4_3,background,yes,"General therapeutic rationale from literature, no direct method reuse."
aef0686e744236f148b5d520ad0e268eae56952f>c46eebdece6cdacfdbd8bd9109ab03d7f760e41f_13,methodology,no,Describes own peptide-library construction and biopanning approach.
