citation_id,new_classification,changed,rationale
71f2841a272ee3841125b442bcb747b9ec7bfc35>9697334e04acba28057c7a6fa044167a29c066fe_6,comparison,no,Fits original heuristic label; no strong contrary evidence
1ed8042c32b484573035db874ee8db00b77ba326>f08f08fab4db474ed6d556b908622d95afa2704f_7,comparison,no,Fits original heuristic label; no strong contrary evidence
a0d64965847d2185df80409e24a334e4d701197f>7ac43fdc1c3549d29916c6159637d760f2d2007b_1,usage,yes,PolyPhen and SIFT tools directly used to evaluate pathogenicity
e880819d37a611b4a6f73d63598575f6d1fc9f3c>3d51a43c070ae69a74ecf437387de5726ecadcf8_0,extension,yes,"Explicitly ""generalising previously obtained results"" from cited work"
b1c00e9c4e936a77a0147eea6c20c5754b151898>a78b085724db0af05b6e1b42ef3ceafbfd804438_1,methodology,no,Fits original heuristic label; no strong contrary evidence
9b9d5bb304b7453a652b258bbe18d00e4c8c5980>7fe1258a7ce7b8c691508eb89e2dd134b5b505e5_0,comparison,no,Fits original heuristic label; no strong contrary evidence
fc7ea9adaeed2e4bdab43680a5520375d652ac7a>77e9ac044b4b6ec83072633cde0d5367213e035d_0,usage,yes,"Loci ""validated from the literature"" directly used for genotyping"
2a51b58538f6f20543e5999269aca732b4016089>7c73945bea00c9cc80fbeecd746fff3d5e56b780_0,comparison,no,Fits original heuristic label; no strong contrary evidence
78df72c544579fbdc6f5c9a4b38434699e645873>a0c52ddd655648ddf0c426553bf0957e8abcc02a_8,comparison,no,Fits original heuristic label; no strong contrary evidence
6be6951271d0522ff61f46471d6a2af257b0f058>bfcb182ab9a363a92040b93dc17551fd3432a100_0,usage,yes,Mass spectrometry technique from cited works directly applied
053ab6465dd4d8343236c57b98e8518057a78ddd>3c76d80df7a854b801d7e569dc6a133bb0335e95_2,usage,yes,Specific bacterial strain from cited work directly used
6348f1cb23fd12b37b88969ad3fda62d8c31dc16>8abb1cbb1b701140e247070a47625f42d91f0615_0,usage,yes,"Existing parsers (BitPar, LoPar, Stanford) directly trained/used"
fb0ae66d8969a70cbd266456f858f39459463dd5>2b07bc5d7ec4825fc09947d63e1c6ac02599e6e9_0,comparison,no,Fits original heuristic label; no strong contrary evidence
0eae0a403f24f8ff891d923b4937c32925c9367d>0dc2e84b91c3078be63471aa396019a1d6db033a_0,comparison,yes,Benchmarks own performance against previous background-model work
cfb8d1580c6b099ddb7e575b48b35868eb2d1c03>3b05b86247b92bcac943e77fd2ae3a5c1e770f7b_0,comparison,no,Fits original heuristic label; no strong contrary evidence
94f653e1bdf7c81d5667dd92d0554728de8af8cd>None_0,comparison,no,Fits original heuristic label; no strong contrary evidence
f3a20cc2b353eb2ba3a01704b5394ef862000ca5>7c3bbc71e9e07ee9f3d319f8b13197120d7ff051_0,comparison,no,Fits original heuristic label; no strong contrary evidence
1a5845b50a64b4cb56be434be2e7a8ded92e80e7>607dd8f5442c3146d2743abf13fb1e7610d8abaf_0,usage,yes,Specific primers from cited work directly used for PCR
fd29c1211a22b9a047584d9812652809079c5ff1>01b1c227559c7dee2683deca8ed15717db787813_0,usage,yes,GBlocks software tool directly used to trim alignment
52cb8c0c84611e1eb9d59b174bd0633e1841a075>25195e495eae1239930b753c5c00f420b9094be3_2,usage,yes,"RT-PCR technique ""as previously reported"" directly employed"
61f9f05201f0179a84559fa18e88822ab2ab571e>ff120975b0701bf4fd63856a9d52ebec8491674f_2,methodology,no,Fits original heuristic label; no strong contrary evidence
dfdeea8ce2e3ef25084c297a09027e9d2bb1491e>aa53d8ec6cbe937cec842ce1f02853895ba56c3f_12,usage,yes,Coordinate transform method from cited work directly applied
ed2661d792dfe263cc78b4036c7500eb7318572d>a91e3d4f9ab723e92c0d71c4a11f8db272599f6b_2,usage,yes,"Tuning curves built ""using a Gaussian function"" from cited work"
06a6976d9a3deac30b0a571d31f85c11ae4eb8ad>2550df6b33260cbe6fd60331ca6c7a8c0b48e80d_1,background,yes,"Purely describes what cited paper proposed, no reuse shown"
530491ae60461aa262b2d27bd72dac3fa3d8a48f>f1dd272b6b8a4e1da027ce092f9c55c9915d3fb9_2,methodology,no,Fits original heuristic label; no strong contrary evidence
9cf57d4abb851fb1b61020683b401452b5757069>3e35a2aea7c7e1a338fe955ef00df6d909a06750_4,methodology,no,Fits original heuristic label; no strong contrary evidence
ef6ef5aee25a2b153a7c55e2899b2a73082451e0>a867147facea7cf7d2c288b89bf90b2b5d0ccc00_0,comparison,no,Fits original heuristic label; no strong contrary evidence
54aa6858daa97dab5f941f4e54123785ec74d070>None_0,critique,yes,"""By contrast to our results"" signals genuine contradiction"
d39371afd5346a0ebff9d98942fcb23bd1a7926f>3c04bfd14d84508675d2447cef8eb1a0d1ee0b51_0,critique,yes,"""Results contrast with"" prior studies: real contradiction"
a3c0f95ed575e4b31d378eca13ac506501e1f5ef>f659571b5d51b5c363561d401026aa7ac8262dd5_0,comparison,no,Fits original heuristic label; no strong contrary evidence
15783ea4c99fe2b855d04f3531395faff82aa95a>f2e93d20d57b3f296911c399705fa5eed006c764_1,comparison,no,Fits original heuristic label; no strong contrary evidence
f4cfc5923d833393262eb5e6f689188168bb66be>bc902fecedeb326d64988da29349a94938a67af8_0,usage,yes,"Strain/method ""described previously"" directly reused in this work"
65f82a55f2eee84a7f2e935382904a9a5cc5a380>2be8664f7184d76625f67f145e506495ccc5ac32_4,comparison,no,Fits original heuristic label; no strong contrary evidence
c4b477f669c1e58394ebf4915f7eb59c770b0fcb>7c989cda97694cd13d10b92ff1813362e2750197_1,comparison,no,Fits original heuristic label; no strong contrary evidence
ec6f66952e6131e4249c4eac9984e8e0d237b6e1>315c54b1c8d06aabde569be83c9b033f77a12628_1,background,yes,General background on phenomenon across many cited models
4f4ec52726e13a12d7dccf631ebde6aaa47173fa>6bb96b0c74ace8699e68685a3ec9ac37a6f505ae_2,critique,yes,"Notes ""different results"" among cited studies: conflicting evidence"
67c33f247c785fd87ae6f061d5c3d3787e384a7a>dbcd728237e60e74e17e5459dce5fce12eccc2ee_0,comparison,no,Fits original heuristic label; no strong contrary evidence
6dd3f5f0e50f529a78c3a9dbd00579cd2eaae7eb>None_0,comparison,no,Fits original heuristic label; no strong contrary evidence
69532d1bac7199fcdcb2ef103b2c90beb2ff7d93>0218370d599af1b573c815de3c0aae5c47866ff8_0,usage,yes,Thematic analysis method from cited work directly applied
5ba35b32fbd5fadaa10df97b87df75eaa2203923>fd4e86ba764f50dcefd4d57bb489a7f2c169e137_4,background,yes,Synthesizes broad literature as contextual background evidence
85035f50d541e8bab3b47bb73ed97e535d37d3ea>65b6c411cef8ec9e6b5f71bfd78db1a0feae3d16_1,background,yes,"Table-style summary of cited system's features, not reuse"
01a554b159b4b988fab2a9834ba80239d641f8cb>81c27abf9224eb014ef95cac6cd583de3d6ac202_2,background,yes,"General field motivation, no specific method reuse/extension"
1c0f4f853f640e2b2e987fb496301116fdc40bdf>3eae360c6ee52950f27f577aedd5f9934a04e137_0,methodology,no,Fits original heuristic label; no strong contrary evidence
b744aaa8bf2b69ebede91ec0aff536edabf6b4b2>1047e87cd56b796f87363d624526639cf75b299f_0,comparison,no,Fits original heuristic label; no strong contrary evidence
e9d03d0afef42c732913d45e4549076aef1889b5>1b52a0eb8b2045862d6a6b5105a87dbc9a14cab1_1,methodology,no,Fits original heuristic label; no strong contrary evidence
9b13c165bc7e15070e001341d0613a693034d038>54b1e49e30ec32bfb7cc5d1c88cec7f96a320b8e_1,methodology,no,Fits original heuristic label; no strong contrary evidence
0770a556eda12edf0ee35d4abceae807c668fb3b>eb57306ec3af23cd0c28e4202f55b4bd861ed390_0,background,yes,Reviews landscape of prior modeling approaches as context
bc9c67c32a11abfbff81e7deaa30b8877a0950ee>ff58fb217f4b840b38637c555176ccd9138ca355_0,critique,yes,"""Results differ from"" human data: genuine contradiction"
0190a8ffe04eca123e2e642ac23c4f49caa258e4>8c37815578cbd64ae31a86ca31f1064a8be67ce7_0,comparison,no,Fits original heuristic label; no strong contrary evidence
5110f66e793d067edefe4005592836f564c7e613>e39e25b3f165dc650d35f61bc2dd1546bc6d6234_5,usage,yes,"Tool ""used by YEP"" is a directly employed cited artifact"
210e3d0418b1cc4f6ecf8fcfcf0f754cb65c1305>4721ad0db596f3f78ddb31b4305ddbde35f8f181_5,methodology,no,Fits original heuristic label; no strong contrary evidence
56faeea708263993dab43007ef92ea0eb54e011b>bdcd55037f9cde4cf16b95123e55a0060226460e_0,comparison,no,Fits original heuristic label; no strong contrary evidence
1a5f3c7ce21bd8dafdc9a79b2741bcd5d7f4564e>1e553964ccc8ccc090450aaebe1c87aaacf9ec83_3,critique,yes,"""Not entirely consistent with"" signals genuine discrepancy"
7bc98c64fa1de00ac8e0dc70ba98e3efc683d684>46b1a817e0d45975afce0acb8b65453a88d64cb5_2,comparison,no,Fits original heuristic label; no strong contrary evidence
8670684ae668fd0afde8a422bf06f08f29c49251>d89054ec6fa19e9757193f4891a7154ce878400c_0,comparison,no,Fits original heuristic label; no strong contrary evidence
b84a6ebbf7328c48a4113f17818c60e4cbd4f3f7>None_0,comparison,no,Fits original heuristic label; no strong contrary evidence
a5f425abced72c4dd13b1e5cd7d82c6c78f93175>5f92687e70f9affd3ac8553d504e8b124fa0ef9e_8,comparison,no,Fits original heuristic label; no strong contrary evidence
731f4b9498ec9276c76f8bf1e3c32a50eb9394ab>a4cf4bb41fb0b6fa978fd1456e86308218c8e882_10,methodology,no,Fits original heuristic label; no strong contrary evidence
c205bb07693aa921b3426041c5cfefefac531147>427387a9fbe2eece056ba0190e6212c91128aa16_0,comparison,no,Fits original heuristic label; no strong contrary evidence
88a87a17072d7670522bff791544ee8740edb705>13d3d20a17f9e837e4a5f768147b0708a3fe7579_3,comparison,no,Fits original heuristic label; no strong contrary evidence
4446afbec9735537bffa7187e9a3569a863d3ae1>0ec406ad5538b5bb3c422637fc05521ad85c1e2a_0,critique,yes,"Explicitly ""differs from most other studies"": real conflict"
93be00306300885a956165f4654d94b05e5c7959>f249596513f8317b7a8e4bac5d961d2a404620dd_1,usage,yes,Specific antibody (mAb 4E1) directly used in assay
d0795090c47fbb8913e365dac816271f4bc4d4be>93f237179c4524e315c3f03a717767f113f97ea6_1,usage,yes,Specific pseudoknot database entry directly used as example
0c0b1a08004676fd46c28719d8f992c1e0c02bee>44dd796bac75c3e420f7401933cbc790c29a0eff_0,comparison,no,Fits original heuristic label; no strong contrary evidence
11df5738f235dffacf008e395716d9f03d0981ba>ff0e0d5ce5a9d8053a6613015faaaa1308f187fb_5,comparison,no,Fits original heuristic label; no strong contrary evidence
fcbfb0dc4ea5f34129d8bd5bdac9f3071e53731c>4b557a30c883f974cf871d87b2646e1dc9cdff4a_4,comparison,no,Fits original heuristic label; no strong contrary evidence
99a15f7469f73f92fe13dd9d51c8e5a6e0e6d357>a0adabea24c7e28cdb4e1c8455b42a56a010d629_0,methodology,no,Fits original heuristic label; no strong contrary evidence
a7ea1bf067c72eeda271135059bc9658739f0ea8>d1f49aca430062969ff91a2fe1baae60b2b6f0de_0,comparison,no,Fits original heuristic label; no strong contrary evidence
33f949eec7518a3ea7892e0d7fd80da89ae1664b>094b91f864d274811b503feff3a3ec0f89c86cb3_1,background,yes,"Describes existence of other tools, no direct reuse shown"
32997ac4b69a54077b4f5a834e2960204b6338a0>270bec8555646e9756bb6780a15383dad7684379_0,comparison,no,Fits original heuristic label; no strong contrary evidence
f1008e589391ccb845f5788ee0290c0ab48938ee>53b2645444030836afc1aecd1f02588d298ae31b_1,comparison,no,Fits original heuristic label; no strong contrary evidence
29fe703c3f5bc0e023f948e92c0ecc5b54df928f>45deba2e2ac79e34a41d90ecb706310c7c3d6fd0_4,comparison,no,Fits original heuristic label; no strong contrary evidence
938f1ce672ca80553b7785bdd6a1dabbd8e21807>7745bcc280459e4c73cb6a6256df37904cbeda85_0,comparison,no,Fits original heuristic label; no strong contrary evidence
150c0b1ea27d25b177817d441edbf638e8372417>9abf80b47652ab614ec5954097eef7f06cd227fc_1,comparison,no,Fits original heuristic label; no strong contrary evidence
967bf8d69c31ec7bbcb2987ce9f5fec6423e1930>694b3c58712deefb59502847ba1b52b192c413e5_0,usage,yes,Europarl dataset from cited work directly used for translation
9eacc5dd900f798605d54f996432a632a5fa80b0>320e1b1fcf5e0624bc3c9fbcfed06144d0c90232_0,comparison,no,Fits original heuristic label; no strong contrary evidence
979dd2651ff2f04c52095a60978ed3bc87610062>777896b0f4cb6d2823e15a9265b890c0db9b6de5_5,comparison,no,Fits original heuristic label; no strong contrary evidence
