citation_id,new_classification,changed,rationale
e2d81d8bcc2c9396d5ea7e92eecf8a29342ab58d>4a3148166679c5b630e52cb4a640060e73fefa1e_0,methodology,no,Describes citing paper's own analysis model choice
fdb14ef77dec4befcf0f4b70c302c6c1b737b874>5d973cf56cb9430d93c380fbe5d4b189a4d1a3c8_0,comparison,no,Own findings agree with cited work's profile
8c92ec160698b726f340f52bf6462acce56a7fa7>303fa67761bf435311bae496402707e30d2a1fdb_0,methodology,no,Simulator based on cited Markov chain model
ff3935eb8f131a1ccf973f13796bd86288a2964b>438579366d956145afae08bbc15a6c787e18c27c_0,usage,yes,Named bioinformatic tools directly used
5712e03066ab159131a0cd5df540d9ac4cf771a4>c030b134298e36bee7da8b243629c982e2e07701_0,methodology,no,Technique's reliability supported by cited studies
2b91866405e178b3cac6e53f2c0e691d0c95b10f>1faf6bd8a4c857ff4cfcc256c92f7f9fda5d0f27_0,usage,yes,Established staging system directly used to classify
dafc2a7af0681c6344232f8243894ea57f0ca4c0>3c25c0b97f3bfba120a32aafe82cf7ed2f5e7f62_6,comparison,yes,Procedure explicitly consistent with earlier experiments
f606f4f7e4b64f4c43320a21154d58301ba522dd>b6a2e9bf4d2327302e6337f1bee90bf0b4a3aab5_3,background,yes,States disease-related fact from literature
14c1ecaa29bb88d8930fa543279937074628c946>None_0,comparison,no,Numeric mass values directly compared to cited calculation
84704ad017343033104d1b5cf157319b21197cc7>cc9d3475ba1301310a2d538e95f582535e7246ab_1,usage,yes,Mixing time data obtained directly from cited experiments
918266893b0375bc96824caf7cb4136c9fa2bdc0>23097530e11e7326718ecd623fb505662dc680e3_4,comparison,no,RMSD values benchmarked against other cited methods
b89c5038f3887989b491028c87854592eb9b5eed>e979827fe83c65586e976c6407f49202f2997efe_0,methodology,no,Describes citing paper's own inclusion criteria
afac59ae3a303e8d017a7293d5eaeace280a8801>77f88d0c529b9c1cec264cf28edb1a9f1685d502_1,methodology,no,Poincare plot technique adapted from cited work
d1a4eedef9a610e933db31b36fb00953335e0aec>911eabdde989f93fe412e82c159dd289e9e7a6e9_0,methodology,no,Test items adapted from cited questions with changes
cc56eae2528bb87fe4adabf1a4487b8636e767b9>6d6bb93872a190de290f259e63587db4f17d539c_7,usage,yes,Specific protocol step directly reused from cited work
ec63bab8f05f0b779c90458e72b6481a81af476b>c35328702c65f472ba54dab91ebf4d8f1b08707e_3,comparison,yes,Own findings indicative of/similar to cited results
81989cdd49a22d631e802133902075196c25df29>5a2ef58d4cb72cffa431a64235f1846e7dcc73b2_0,comparison,no,Study results corroborate cited work's findings
bd0c0eca12fe2bc38688ad0cecda4ed4196081f3>fe16bab285d5d59ec10e9d2bd4266b98d88a0095_2,extension,yes,Confirms and further extends prior research's findings
5e98188066f5f8af7e2ce10e6eaf273612ba7ab0>a283b283399597819cafad9afad682147d0ab048_0,usage,yes,Sequences retrieved from database and directly used
326861d2fcb678c73ebdb8e065998cbab5f9f6e9>a81fc7d0035f1f651b8454f05274ebeee6dc6acc_0,background,yes,Clinical reports motivated the citing study's measurements
cc56eae2528bb87fe4adabf1a4487b8636e767b9>6d6bb93872a190de290f259e63587db4f17d539c_10,usage,yes,Microscopy technique directly used per cited protocol
90757db1424e93a5b379356bf5056dff52b25499>784110f1e1c2835b00ada7e36d4cc769e55c0536_0,comparison,no,Association consistent with previous studies' findings
a774f4d548560212a6ce131ba079a96366d8902e>89c9932e031360567870628399d62fd7721e1e86_8,comparison,no,Proposed model compared against cited model's predictions
c97771939f720d7dd8936b64377594999c569d4e>73d31b1c5a33c14e5818485f15b9b40c5d7ab2ad_0,comparison,no,Findings in line with results of other cited studies
95746f1690aac138821596f863097e851d462976>a7a252d73ff0f63ae9d444cded332c8c41552e28_6,comparison,no,Consistent with past studies on task performance
4f28202077d543d80fe1f9f1518f582e49fa085a>3919d64beafe3a30e9f2a689be082a36560978bb_5,methodology,no,Describes citing paper's own association study design
2fdcd0a26a7749af1d135ac11851cbdb8b29e283>bce1ad08961b82b080dbebec9a7d39e5dac26277_0,background,yes,General background on use of vocalizations as markers
7762876ebf87d2f40bb7079bdd093c970517630f>7934dec2f320dbf494aa0c28bdd63d4e586d3530_0,comparison,no,Feature consistent with previous findings
07b7c7c77fcdf85069ed17f8484f6a973de95ac0>f6c040bdfdd3ff7683ce9334c90c475b18345ed2_7,background,yes,"Describes other studies' methods, not citing paper's own"
6e84d682cddeea82a07bb323258f0fa500847812>0f4a2eccd6c5c364a6bb8298afb7a7b4a2806461_0,comparison,no,Own lab's prior results in accordance with current findings
cfbaf43f37cd9d7ff3c7cd66ed17f9c029feb6cb>5a293e95b011cd143e393d0816831ae6f48a117c_2,background,yes,Cites evidence supporting general psychological claim
eafb871ed497e2b359b3840f61d49b50d17c7c2c>a215d6d579a13a19eb100b1aa845495060bfaa04_1,background,yes,General background on compound's known effects
429961112a9b4f08f6b68acce8868b3468d72c6e>087337fdad69caaab8ebd8ae68a731c5bf2e8b14_0,usage,yes,Public benchmark datasets directly used for evaluation
9b436051ee60b21ce71491884f4ce539432e2923>434bc850db3dc3db4670c48b1ef92b7e2b2f494e_0,usage,yes,Defined reporting standard directly followed/applied
33e6eeec4cd55d49a355d41f585e736e616105ed>09e15bb266da86d0a9525d2a94ac0b38f0b53b88_0,methodology,no,Followed cited approach to select categories
f0f9ca746071d95ee194b195f7b27be77fa76b99>e8a6ca1801a236ef3a0122e2d95ff377a2139969_0,background,yes,General background citing similar findings elsewhere
600af96561d42d4e8226dd5c1e969674e5d6c8ad>4fac7a4dfa6719b19f1b40de788a2524bead3775_0,comparison,no,Explains neutral numeric differences from previous studies
04d1b0214bef9a4ad8931f37f57b3b7659a086d2>d5e0eef4f2c722e7cd4d047e4ed8c7c4a89bf840_0,comparison,no,Results consistent with cited migration findings
58b1aca032c61ebb7c12f186cd7680712f1a0715>d2b51f189883b4c100e825ea283e9e1e07d401f0_1,comparison,no,Own incidence variation similar to cited cohorts
eee06d68497be8bf3a8aba4fde42a13aa090b301>272216c1f097706721096669d85b2843c23fa77d_0,usage,yes,Adam optimizer tool directly used
9a0fa9e6e48f7cd39896d71485d71819e62e4352>a3799a2383de975fb8f8e1ee428163e540b21f92_0,background,yes,States historical origin fact of an algorithm
07f2c928e4e0c556e440bffac02dfd3134e9372f>b741bab0ff9d4422080e4804ac61fddf7c934e19_6,methodology,no,Parameter matched to cited observed data via own model
131886cb52f4231b22b8305e049427e322002005>ad079d3b19e14c1af9e418c4a79231e70ef1a1fb_1,comparison,no,Recent finding similar to and concordant with early study
e9b964c2a6b9d04f8fce97052e234abb777498a9>8b43412565e578bc1ac71cbc5db9c93f989679f4_1,comparison,no,Current evidence aligns with earlier research findings
562a029173dc90d1e36c51a03abc4b21573256c7>fd803dd81bfffc0da67724f84b93bfc32b46042b_2,comparison,no,Contrasts associations across cancer types in studies
599a228e42ede0c498b48dc660d506f1965d4f16>5abbc500084e7657217b317745383f884b2b0466_1,background,yes,Describes concepts discussed within a general framework
470e2b76f53f3eb7554b4a7e136a7a46560fb8a2>1fb10136ff6c0e3be2740982d6f6851af1577212_0,background,yes,General background linking activity to injury incidence
f8a1701a4c53d2a47474593ea09b8341acda004f>8f29b9c79c982fa979f1865d370b23a3d7402ac7_0,methodology,no,Applies Nyquist criterion in own imaging method
a36337cf1fa22a325d770cf3a6824ebbd041a872>160a73ccb2f71a6275541cdcbe21b72c331c69c1_0,comparison,no,Own results consistent with previous studies
1a5f3c7ce21bd8dafdc9a79b2741bcd5d7f4564e>1e553964ccc8ccc090450aaebe1c87aaacf9ec83_12,usage,yes,Additional cited sequences directly included in analysis
