citation_id,new_classification,changed,rationale
0a4aee9bec8996847d6fa7f439de61a5bcb18b5a>2360d2b7c0cd7d50229d23286b42a0590b5ff106_0,background,yes,General rationale for focusing on AEW troughs
f48888eb870eba77917d34efc79bbcedd4bbb411>6990deef767a4ae50034232f0901d59d9e79770f_0,comparison,no,Results similar to other cited studies
4dbd1183f0ab39a05c396a9c19f83028efdc90d9>ff9d4f21af8bafd3a0a0c014000942d40a7c03bd_0,comparison,no,Similar results described by others
d170f14baf198fb05b887b00dc29b8f65895c682>5ddbb4ed63ec5cc6dfb178dab4847c62d50be0bb_0,comparison,no,Compares rates to multiple prior studies
0b8bdc9a685b682f08b6337296c98f5c5e731a08>a57e5cff0fcc4dfcdd552af023a3da0406401b89_2,comparison,no,Multiple close numeric agreements with prior studies
f7387ecad3224873468fdc8d6f9c0288c33e1231>7db670d45443a8789e1a3fb758c3261dab755a20_2,usage,yes,"Methods described in detail elsewhere, reused here"
9efebeada238948c156bb066fab1b2bc174f2f29>0230905979a5e3fdb60e74bd505e79ac0746ec56_5,background,yes,Lists prior denoising technique categories
86ec0bb292a33eeec637eb876e2e872e979c3aed>b84b2f4d6372d8be59d1ed1e6c26f0869ac8b8ee_2,background,yes,Lists other domains where models were applied
c692477ce498dcb6fb1c54654d027bb5ad93c85c>3ee1b3d4704640a62375e3ba7e39b9fb99ad6aff_0,methodology,no,Own regression approach built from predictors
d5afd7e2456db7f212599d836ac5597859d806b6>1a36a6f94cb6cdfcefe9eb4f72bd434688ee8613_0,methodology,no,Adopts Campbell et al. return decomposition
a91dc9edf243e869babf1ab0d0ed2c5f800a93e4>7a59ba23d76482366be185f804121488d364a172_0,comparison,no,Confirmed by results obtained in this study
42a38ee148a4fd98a073c1deb2e2265c45348413>f79a9fbd6bb5d5b9c0fb804931cfc680e57b7fc5_0,methodology,no,Sample size based on prior power analyses
c7821498765590737020bc7c705e4aa5ced1431a>c5f41ec32b778d72ce7a44746087e295be14fbcb_0,methodology,no,Targets known neuron-dense region from literature
efaa33b745b1420d6bf13873a4df09680c7984e0>eb08d5a6852228a7b45deb22f1bf4dde945020c6_17,usage,yes,Specific mutant kinesin reagent directly used
2aabdb7a0b89e8187364b6431848bf45a2f7a876>44ab5c4a872b3b3e4655bab275b76d6d0c1ebd80_0,methodology,no,Adopts trial-based gastrografin treatment protocol
8646f3b41aa5685734eaf6078cbe74f2fc57b83a>1d7c24eceea55241122d305a19e547cb087a56b4_0,comparison,no,Compares Qanadli scores across studies
1493ec98343becc815dc98796303d7ca44bc6cf9>368b22837caafb297417145d7927253d045325da_0,background,yes,General background on Cyclin B1 expression in cancers
43ab2363f94eebbb0d28f70bf28bf11ef271cd59>c79bfa9a67c8745d7620fcfe8cf582b9d0407073_0,usage,yes,CHARMS checklist tool directly used for extraction
5282fb89b2bce021ac64eb43421d69c7dcc7b379>c4b42cfe72b42376076e04505b8818fa307f63cc_0,comparison,no,Similar genetic association found in other population
18bbe5b9b3b523fe1e23e2ada6ee40335e9353d7>328d53486a7610da47d09712c8834956fa9eed86_1,usage,yes,Specific Glut1 antibody reagent used
348ddcb10d069239ee552e48a58e627002719246>43b86c5869c9b7cfa876ac746ca504b06a93f822_0,usage,yes,"Protocol previously described, reused briefly here"
b7d6f3c1e7bef793823e8a9566689fc579e9e3e1>100747c07fdb0ba17e32f0c4fa29392cfd25482a_0,comparison,no,Contrasts own limited training with expert studies
6f68ccd37718366c40ae6aeedf0b935bf560b215>60ed4bdabf92b2fbd6162dbd8979888cccca55d7_4,comparison,no,Consistent with other infant perception studies
04aaca2e9284f6a51de78e0cbc5fbc2c43348a39>425688f5400dc532230fd7293fed1dd3bcf09ceb_2,comparison,yes,Finding replicated/confirmed in a new strain
f9eb2ed2859fa428882086b5031d92e70dd66d4a>b2ec8034e4f666dd42db739795131f594588ac04_0,usage,yes,Specific reactive compounds directly used
9ca1f7a80a703ad8de00ab028c210e3d2eda4e40>32a54bec72f62407084289dfc1b6df4c9a7ce1cf_3,usage,yes,Existing collective activity datasets directly used
1c3d8d6958b3156ab6ae9b05658b307486528546>0e8318de730beadc329d808c9eb57928a563f433_0,comparison,no,Contrasts SAS vs VPA literature findings
a2da4de6367e36197a11e196f3c94509bfcdd8d4>d188bc50c4eff7127d3b807e0afda8c488756719_0,critique,yes,Conflicting results across studies noted
1d1eba4d66ace13e6e53d6dcb6a42ecf928110c8>cc85aa1d3e64e958db4365f89ad8a884511e698b_0,comparison,no,Similar mutation rates to other pathogens
0b1a8cd6797ce81bfe94c7db036d554843ba7f33>6e8501ab48890f293030e0966d37f94186dedaa5_0,comparison,no,Supports prior safety profile findings
026b7cae6eb1dfa570ddc4100135ff7b5023b6de>0b29c289bc5f0fa7e51090d1ad00654754b68b94_6,usage,yes,Existing string matching approaches directly implemented
1794d5ca99c09d64e947015477f50c2ebdb0f95b>02cea82d5031a1170d73c7ce57a61999c53f3e5f_0,comparison,no,Consistent inhibition results across species
fd9707a38ca4cb7abf7ff62a92e7542915a5a79d>fcb611e6c18972dac54a476b2b7d65df3e64ccda_2,usage,yes,Analytical model employed for choice responses
0dfb4b38a0167e50aab4e5c92ceacf17350e6260>007648dc15ca92d3be054949435bb5897af58b57_1,critique,yes,Documented limitation of linear models on binary data
9da2ef62e79da29675cbb63b40178f707a696fc2>8ef8d354d917fd898d6bcaf6cdc3dfbbfb27f0d0_0,methodology,no,Same treatments applied as in prior practice
446a1dc0d2808c7c6b7eaae923b8de6c76ca227c>None_0,critique,yes,Own results differ from other authors'
c97fa4789ab34c657cc7b0a45549f5adeff05224>ba3b77a470b3b99675f428af89efc11d79073410_0,comparison,no,Supports antioxidant/lifespan hypothesis
d044d71d97c07bd9119da79749c6055a66b47562>7827a380953a42af749f7a4b0f2a258ea01632e8_0,methodology,no,Uses qualitative case study methodology
2802fc5f2adcd56d72bff762bbcc51154009925f>2daa9a3b5e5911c83f330d713f0e159edfb9b4dd_0,comparison,no,Agrees with other researchers' findings
17e8dd52471f7a783b936c816e9ef09fdd0ff680>128dee6fd8ccac1f2f823836c895c8a137171f6c_0,methodology,no,Uses established LD coefficient formula
f66166928e5265afab4d14143e858e1bd7ee9066>730db28e5ab26e6c4259d0971eed5caf6e17823b_2,methodology,no,Includes SRH item validated by prior work
000549bb992125eecace11190d748278e53696ce>f6461aca4c7e239191580e0b59c5d4c93fd67b87_12,extension,yes,Design explicitly modified from Bloomfield and Hales
70e275b9bf575c85e5833d87c06086de5a6d7a02>fd7edb333dac5dab45d5737b23a52aad9cf93d6b_0,comparison,no,Agrees with Roger despite different species/system
a5c45c4618570cc0629979b2cc02f000880bfeee>90e06b3dc20938b4d02a0dfd611c572ff856613a_0,usage,yes,ROMS/CoSiNE ocean model directly employed
d94124c52a78b049763668588d979be53ae2bcd0>d3fd9794743ab31ff490f5de494c200a4757651e_0,usage,yes,Previously competitive LBP methods directly utilized
8ebd0c64a3f1833cac7b8191303ea2bbd05682b5>86fdeaa16c965db52f41ad8489ee38b93590eba6_2,methodology,no,Uses trait/profile agreement metrics as defined
7aac02178d32f3f49e7b0836722a3755d6c60c1f>29f765c85dddc5a90ebf52555b44ddf62176ed04_0,methodology,no,Clustering based on phred/phrap algorithms
d58c0ae7677182cf78fd9244f5e4e7f92d45a212>0d2fc90eaedb9dcf6258b71a3200350a5625ea79_1,comparison,no,Finding supported by prior research
1defd1c581f7a8141287cf266de23d1abb7ac241>30a423a54c8b36ffdc9e023e6405a918c2c8f028_0,comparison,no,Consistent with own and Sim et al. work
13b13f03dca369e0b7c2046c0563a6219c8495ab>fbcdd2455c2043b7fc82f153ae44bdffb0950daa_3,comparison,no,Motor pattern similar to prior report
74a6b9c8a09cb4bd045d7ef58970c791711b38dc>49fecaa4b95ef6c572d1233422dc4d5f97309b4b_0,comparison,yes,Other investigators had similar difficulty
4b40bf5ea0a2ded9d1f651c4d07bd5a5ab04fc73>daf678e8c63a4971516cf163fdd8178f3ae6b832_1,background,yes,Describes methodological variation across accelerometer studies
f37370057294f625d34d88aa5b0abf6ee5d0c808>None_0,comparison,no,Similar results across multiple traits
40a95ab9ce6ee25c2b37cebe0c62df81011ad0e8>67bc66d6100a0bda2bea19e7eead66513345b58b_3,extension,yes,Result explicitly refined by later authors
9c94d0557f3876da078f9c3f7bccfed346ad514b>fdde0456f99bfc8e92ffafa3bb93366396ad1ea5_3,comparison,yes,Contrasts DSF dispersion/scattering properties vs SMF
2e2c74d79ff1163dc19c2ba6c533f40033de2b9c>5d4342e9131d15be9ff83e4e06879439a452adfb_4,extension,yes,Follow-up period extended from 3 months to 1 year
24fe18db8ad1c3b1d77a73b1fea0f9a471434bf7>57220e5e1106b295bab12105c79f6307ab220e0f_4,critique,yes,Prior proposed times now concluded incorrect
6e193cfc21b619d0044200e7ccc658ffa5d2ea69>5c71a835e13a834cbe8f1241159a7237b820dc92_0,extension,yes,New features added to Morfessor Baseline implementation
bdf00612fbc2538f89be3c0bee242950af63ccd3>4c1900303371ce90e269f4cbc040e9f028a5c5be_0,comparison,no,Concurs with past psychotropic medication evidence
062f761b21d005596c885d0160900edd6b316d4e>4da416318accdde3eb69d32eb11e591a366b7bf1_0,comparison,no,"Similar p16-/HPV+ pattern, lower frequency"
ba9cdfbb165c739d95dcb3d7cdc8e0b3114d0ea7>59066d7ae14da8bcc4cce53255444cc570bcdec1_0,comparison,no,Comparable startle habituation finding
23657688dbf4943db0dd09ef423bc736820c0170>None_0,comparison,no,Consistent with others on nanoparticle cytotoxicity
471ff2f6fff41e64350168b059ac3f13696c1c09>b69aa2af017d1a5332e34ee0cc8e7890abb504c1_11,comparison,no,Majority of studies favor microTESE outcome
29cd81b4d95c3c99d2d27629e2acf0f5e3c2ec17>549965db135e62ba1de843f6aa68d5b04bf3e850_0,methodology,no,Model based on RACM mechanism
04aaca2e9284f6a51de78e0cbc5fbc2c43348a39>425688f5400dc532230fd7293fed1dd3bcf09ceb_5,comparison,no,Reaffirms HIR-dependent recruitment finding
b72a340cf0e8daebd885f4869fb40ed087301c86>424561d8585ff8ebce7d5d07de8dbf7aae5e7270_0,comparison,yes,Explicitly compares SLST to five alternative detectors
021e4de927f22bad05138f7f4b4036825b123291>8c4909c3454d6e096b6270754850390e5399cc00_2,usage,yes,Radiolabeled urea analogs directly employed
d15da5462c9d75a624e5f8b8187fb73218a1d3d9>c2da3ed29e2e5b35fd404f84b251d7214eddff23_0,usage,yes,Uses Gajdosik et al.'s reported data values
d8fb5c6e78bba8996decf03fbcd14569e3fcd790>c0cb8a1b4d4f4b5fbf381a5b320d291c94a92525_6,methodology,no,Own PK-based infusion protocol design
850e88fc76e61c5c01f9c7dbda6bf4dadaf08e61>c92133f4cfeef1d2dcadb05a57d8513516e364c4_0,comparison,no,Similar to two European adolescent studies
da820da7ebf9047d3beda64f5ec144ef9cc463ce>5d615b728b583eaacb6025d2ff9540fec9813969_0,background,yes,Future aspiration to use semantic repositories
1cb10d6d52502084cb4d8e00111d0ed8955b98ac>7d32e3cb0dbcf2ea9e82747629d6ed929fcb94f3_12,background,yes,States known Arabidopsis dephosphorylation mechanism
3d0beff06c19e894644ff9448a92e9b3d6b14fa7>48be9f30756038a52f98334008571c62c0dbd4fd_0,comparison,no,Consistent with prior studies in other settings
160917cab1571403e9ee370771d132bcf5616086>e447841fdca3f12401b970d3e43b7b8dd99b9ee3_1,comparison,no,Agrees with prior CFTR/VSOR report
e9f86da9170a5efdb7976417430367af5caa1d7e>c27319a464d5003333c787e2b3a64be96cb15fa2_1,background,yes,Background on proposed SPL7 copper-sensing mechanism
1834ab3cb84bd4c5de9ff26e6cd206dbf44b993d>74677094ba4fb0f7a6297326b4c9cf8e6ea1fce2_0,comparison,no,Consistent with previously reported wire deflection
34781859a61a7993657b641e749834b844ca0384>aa675a89c70e28678f3aa66be9f3c202daa00005_0,usage,yes,SPM5 and MARSBAR toolbox directly used
35e0f3b268b3f861d24fee96aeaeb85fc723dee4>6d96855aa74594c22604427348d49e67e7ca2bd7_0,methodology,no,Describes own patient review procedure
77cc5c7417526334a60494acd658dcbf377cae1d>ced7e3c1f9c912dca5751664c86a7587b58b0854_8,comparison,yes,Turkey enzyme products compared to human orthologs
f181523baa0735d48cc5f7d43140d8a4a9b2b41d>b0f95d2a6e83408d1ee3fcd24b65b809081a3591_0,usage,yes,Contrasts chosen as in Barch et al.
61f9f05201f0179a84559fa18e88822ab2ab571e>ff120975b0701bf4fd63856a9d52ebec8491674f_1,background,yes,Surveys mass-transfer techniques used by others
fe677d2f86d623b3dfc92f060bd8d0d2a0ea413d>548992f59f682a83a671e7f288f7aa574580d4a5_0,comparison,no,Compares cellulose recovery to prior pretreatment
dcc32394403ff8071e1dc9ec459d89a683cde550>68a6528901ff49344fa0715d3fe75e2722c2ead8_2,usage,yes,Sequence data obtained from published sources
375cd77d3ee7c412a64a79f70b49594262b3291c>None_0,critique,yes,Results substantially differ from Canadian findings
a31f3431d87810718f78bd70894fe4a4bb4915b5>d1dca74988c1852e4e8608d06023e3f73c453757_2,comparison,no,Consistent with authors' own prior work
