citation_id,new_classification,changed,rationale
4be69f84b1abde15214b60210ca43ff12627fb29>6b29cdcbde0f6d666cfc00b92226a10679ea4bee_4,usage,yes,Cited article's data directly plotted with own results
7184b56dd919fab78fe2d06a53e2b35766ddd9da>fe13f843c52243e096d7e1a52345a68eaf2cfef1_6,background,yes,General motivation for hypothesis from prior literature
8f05b0fb084b1e37960c61b854ab6318f928de22>a822f3b60be3fbbe06460a0f64a37d07b0d57019_2,comparison,no,Supportive/contrastive comparison to other results; no clear critique
076321ce856b56ec9f9dee0293abae45ddd2c858>76f4bd4bef69f6dd8029f6b461a74a686c9d0317_0,comparison,no,Supportive/contrastive comparison to other results; no clear critique
3242940f50ef76990fed93fc9b7b7cdcb792b89e>None_0,comparison,no,Supportive/contrastive comparison to other results; no clear critique
36f58d7c0256b5230fd0ab457fb3d897a62feaed>None_0,comparison,no,Supportive/contrastive comparison to other results; no clear critique
df0b38aba6f74e89df76b9b874aba5b8639ed3a2>None_0,comparison,no,Supportive/contrastive comparison to other results; no clear critique
b0e50b111ed8c40f2e44d33baacfce1c933b2ac2>f7689017c47c1494b6564076bbaaf29b266b0d60_0,comparison,no,Supportive/contrastive comparison to other results; no clear critique
144da377da520e0ee9a9342182ff161f2a6270ae>cd8bcc5b90a4498be55142d7dea46a46de41cb6a_0,comparison,no,Supportive/contrastive comparison to other results; no clear critique
5c44f8e52617fb5f84a38643587267c93f788b5d>a44c1abcd187a5cdac13e8b20c1727f47efb2777_1,comparison,no,Supportive/contrastive comparison to other results; no clear critique
0da215187379b42c4fb054f2fc258cef5b080d38>55bad6839e85ca26cbc474c39f5c9080c35df1a5_0,comparison,no,Supportive/contrastive comparison to other results; no clear critique
4445cba251a0c983b76acb84d3c48ca8713c65b9>b83fc70119b548fbd5ad03093eb3add669c8716a_3,comparison,no,Supportive/contrastive comparison to other results; no clear critique
70b1e174c0d26a6262355e3891c2655559f79122>45e3f5396f892f5672b29c98df9b175d1eb7eda8_2,comparison,no,Supportive/contrastive comparison to other results; no clear critique
340300238e998780678ad5f97c8e1807be13766d>560e28cb2e297629602a33fd6358703dfc8711a3_0,comparison,no,Supportive/contrastive comparison to other results; no clear critique
37b0228d3a372fad78f1df882982901502f1e9f0>None_0,comparison,no,Supportive/contrastive comparison to other results; no clear critique
55983bf759eab57584fb41dabd4f958fc8805df1>88ec359f23e0eb6a62b68128e59a6e3934349b23_3,comparison,no,Supportive/contrastive comparison to other results; no clear critique
ce5e40ddeb4fd7949aaeb507a66ac27887d12b95>be59cc09630da876d2dfada6165711f5bd19506f_8,usage,yes,Relies on previously validated reliability of the scale/tool
e80a97c259534151198244a7017ac3ba750a315b>d3b27ab59de7ccbf1ec788f6407bb0fa129af141_0,comparison,no,Supportive/contrastive comparison to other results; no clear critique
10e69639f4bdb879fe0b8f2991b253dec1df14b1>901a161cb78925cf6b7b11454f737cd7dd69feb7_0,comparison,no,Supportive/contrastive comparison to other results; no clear critique
a987290394cf4476ea4f55f3f7bb427ff5cebf34>0c610357d8682ecc3239863bf0ccf9c8d9090381_14,comparison,no,Supportive/contrastive comparison to other results; no clear critique
7bfdb7d3fb127460c0b55b6cec51984694b99bf8>6261b148581b08a52381d5d66a2d4c85d8854fa4_0,comparison,no,Supportive/contrastive comparison to other results; no clear critique
3df2451a1d7cc15c131bda91aa286acc37b37fbe>4e14f99e3730f8240149893b3181e62b7a7c04e8_0,comparison,no,Supportive/contrastive comparison to other results; no clear critique
27cae9b94d052359d286cca160f86640dae8542c>None_0,comparison,no,Supportive/contrastive comparison to other results; no clear critique
8f1317445357b0986c38add07ad58224b8ad201d>445772fb03b657692fb285764e94463a436ff87b_2,comparison,no,Supportive/contrastive comparison to other results; no clear critique
76fc8262a4b85a40e57f425403d23a39ea488873>9daeced0925b74cec0cb589d2682c6c9060e669b_6,comparison,no,Supportive/contrastive comparison to other results; no clear critique
dc8da940e20b755df383bf2a7eefeff925c91b88>1145e7d99b8b5496a9c6177d94df6c9f6072d47b_5,comparison,no,Supportive/contrastive comparison to other results; no clear critique
10f96909af3063b0b91c49a7026f740bbf2faac7>05b2caf96bc3917d5194908b0b71451831f2f7f9_0,comparison,no,Supportive/contrastive comparison to other results; no clear critique
b30db9811dc10ba2176b05b730651895722845e0>de4b51a5e5dfad018fdcd0aba87957f812f6c9a5_0,comparison,no,Supportive/contrastive comparison to other results; no clear critique
bb21e98f4b1b7bc5a2e89fda1139d98763d78bab>c14be2a7007e022da13889d804a540d0c0c34264_2,critique,yes,'May seem to contrast' decreased firing rates in prior studies
271adbb419c95de9b4634a630082299b1a40ecc9>979f71be62cb9612690e46494dd65a6ce8db05e2_1,comparison,no,Supportive/contrastive comparison to other results; no clear critique
65beb90230015af9bb66becc17d8462b48d1347c>ccd94a2d44517c4f01cec3f8e9ebb9c517a9ddb6_0,comparison,no,Supportive/contrastive comparison to other results; no clear critique
95746f1690aac138821596f863097e851d462976>a7a252d73ff0f63ae9d444cded332c8c41552e28_3,comparison,no,Supportive/contrastive comparison to other results; no clear critique
6ba6d11ff15dd5e7f50fc34aabe336099cbfcba7>f49f570bc97a499ab3f31fb3a8cc975ad6d93c46_4,comparison,no,Supportive/contrastive comparison to other results; no clear critique
ea6234cbbf4706c573bfb0caa954fcb2a9a4198a>128b2837e205faef7359ff47730e41166e9d2d65_0,extension,yes,Generalizes known N400 modulation to earlier ERP components
c9eb6d338032128baef61e471255ef96fc4f3d7a>None_0,comparison,no,Supportive/contrastive comparison to other results; no clear critique
b7937ad513219a4dfdba9481efd50230fa38eaaa>None_0,comparison,no,Supportive/contrastive comparison to other results; no clear critique
